"party","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Other","2011","Not Working","indirect migration background","2","","","","8"
"PDS/Linke","2011","Full Time","direct migration background","10","","","","5"
"PDS/Linke","2011","Full Time","indirect migration background","6","","","","5"
"PDS/Linke","2011","Full Time","no migration background","183","0.0525090888239476","0.0444750550197913","0.0605431226281038","5"
"PDS/Linke","2011","Part Time","no migration background","109","0.0825982790600421","0.0695549527021994","0.0956416054178848","5"
"PDS/Linke","2011","Part Time","direct migration background","9","","","","5"
"PDS/Linke","2011","Part Time","indirect migration background","2","","","","5"
"PDS/Linke","2011","Not Working","no migration background","250","0.0606960864107215","0.0527834429148678","0.0686087299065752","5"
"PDS/Linke","2011","Not Working","direct migration background","12","","","","5"
"PDS/Linke","2011","Not Working","indirect migration background","3","","","","5"
"SPD","2011","Not Working","no migration background","1205","0.367778742363406","0.351799137086334","0.383758347640479","1"
"SPD","2011","Not Working","direct migration background","100","0.406776669423783","0.349544263544736","0.46400907530283","1"
"SPD","2011","Full Time","no migration background","820","0.294532038005935","0.278113525566025","0.310950550445845","1"
"SPD","2011","Full Time","direct migration background","74","0.371367817568212","0.305387421395837","0.437348213740587","1"
"SPD","2011","Full Time","indirect migration background","36","0.417932835490319","0.319270300113853","0.516595370866785","1"
"SPD","2011","Part Time","no migration background","504","0.295874105372257","0.27424683432442","0.317501376420094","1"
"SPD","2011","Part Time","direct migration background","44","0.345102535911654","0.264307812188563","0.425897259634744","1"
"SPD","2011","Part Time","indirect migration background","22","","","","1"
"SPD","2011","Not Working","indirect migration background","27","","","","1"
"AfD","2012","Full Time","direct migration background","","","","","7"
"AfD","2012","Part Time","indirect migration background","","","","","7"
"AfD","2012","Full Time","no migration background","","","","","7"
"AfD","2012","Part Time","no migration background","","","","","7"
"AfD","2012","Full Time","indirect migration background","","","","","7"
"AfD","2012","Part Time","direct migration background","","","","","7"
"AfD","2012","Not Working","no migration background","","","","","7"
"AfD","2012","Not Working","direct migration background","","","","","7"
"AfD","2012","Not Working","indirect migration background","","","","","7"
"CDU/CSU","2012","Part Time","indirect migration background","20","","","","2"
"CDU/CSU","2012","Full Time","no migration background","1031","0.35225730132797","0.334296134911088","0.370218467744851","2"
"CDU/CSU","2012","Full Time","direct migration background","79","0.403366086937094","0.33503487011732","0.471697303756867","2"
"CDU/CSU","2012","Full Time","indirect migration background","32","0.350497221575563","0.251371609013933","0.449622834137194","2"
"CDU/CSU","2012","Part Time","direct migration background","54","0.392990700770071","0.306676084434188","0.479305317105954","2"
"CDU/CSU","2012","Not Working","no migration background","1567","0.471402574233436","0.454714092728672","0.488091055738201","2"
"CDU/CSU","2012","Not Working","indirect migration background","9","","","","2"
"CDU/CSU","2012","Part Time","no migration background","581","0.350406695791166","0.327483329286872","0.37333006229546","2"
"CDU/CSU","2012","Not Working","direct migration background","137","0.459806444243425","0.399687914092337","0.519924974394512","2"
"FDP","2012","Full Time","no migration background","90","0.0270995434961683","0.020994082475221","0.0332050045171155","3"
"FDP","2012","Full Time","direct migration background","10","","","","3"
"FDP","2012","Part Time","direct migration background","1","","","","3"
"FDP","2012","Part Time","no migration background","35","0.0165414615247122","0.0104132126064951","0.0226697104429293","3"
"FDP","2012","Not Working","direct migration background","6","","","","3"
"FDP","2012","Full Time","indirect migration background","4","","","","3"
"FDP","2012","Not Working","no migration background","80","0.0207935858391881","0.0160231270928889","0.0255640445854874","3"
"FDP","2012","Not Working","indirect migration background","1","","","","3"
"FDP","2012","Part Time","indirect migration background","1","","","","3"
"NPD","2012","Full Time","no migration background","45","0.0184499897154379","0.0133899077477271","0.0235100716831486","6"
"NPD","2012","Part Time","no migration background","18","","","","6"
"NPD","2012","Part Time","direct migration background","1","","","","6"
"NPD","2012","Not Working","indirect migration background","","","","","6"
"NPD","2012","Full Time","direct migration background","1","","","","6"
"NPD","2012","Part Time","indirect migration background","2","","","","6"
"NPD","2012","Not Working","no migration background","19","","","","6"
"NPD","2012","Not Working","direct migration background","1","","","","6"
"NPD","2012","Full Time","indirect migration background","","","","","6"
"Other","2012","Full Time","no migration background","21","","","","8"
"Other","2012","Full Time","direct migration background","3","","","","8"
"Other","2012","Full Time","indirect migration background","","","","","8"
"Other","2012","Part Time","direct migration background","","","","","8"
"Other","2012","Part Time","no migration background","18","","","","8"
"Other","2012","Part Time","indirect migration background","1","","","","8"
"Other","2012","Not Working","no migration background","14","","","","8"
"Other","2012","Not Working","direct migration background","","","","","8"
"Other","2012","Not Working","indirect migration background","","","","","8"
"PDS/Linke","2012","Full Time","direct migration background","8","","","","5"
"PDS/Linke","2012","Full Time","indirect migration background","1","","","","5"
"PDS/Linke","2012","Full Time","no migration background","173","0.0632069316678207","0.0540572189090064","0.0723566444266349","5"
"PDS/Linke","2012","Part Time","no migration background","81","0.0511841749658715","0.040595777303607","0.061772572628136","5"
"PDS/Linke","2012","Not Working","indirect migration background","3","","","","5"
"PDS/Linke","2012","Part Time","direct migration background","6","","","","5"
"PDS/Linke","2012","Part Time","indirect migration background","5","","","","5"
"PDS/Linke","2012","Not Working","no migration background","241","0.0612417493423257","0.0532257254630194","0.0692577732216319","5"
"PDS/Linke","2012","Not Working","direct migration background","12","","","","5"
"SPD","2012","Full Time","direct migration background","70","0.360728855606682","0.293840812751261","0.427616898462103","1"
"SPD","2012","Full Time","indirect migration background","37","0.426922141529203","0.324159740726066","0.529684542332339","1"
"SPD","2012","Part Time","no migration background","500","0.30387386085362","0.281775397640105","0.325972324067135","1"
"SPD","2012","Not Working","no migration background","1218","0.35827800472964","0.342247696943606","0.374308312515674","1"
"SPD","2012","Not Working","direct migration background","91","0.40574596606947","0.346513569845383","0.464978362293557","1"
"SPD","2012","Part Time","indirect migration background","36","0.42773008191677","0.320645604655309","0.534814559178232","1"
"SPD","2012","Full Time","no migration background","852","0.326407746581268","0.308776539658636","0.3440389535039","1"
"SPD","2012","Part Time","direct migration background","41","0.342772118835165","0.258892534565732","0.426651703104598","1"
"SPD","2012","Not Working","indirect migration background","21","","","","1"
"AfD","2013","Full Time","direct migration background","","","","","7"
"AfD","2013","Part Time","indirect migration background","","","","","7"
"AfD","2013","Not Working","no migration background","","","","","7"
"AfD","2013","Full Time","no migration background","","","","","7"
"AfD","2013","Full Time","indirect migration background","","","","","7"
"AfD","2013","Part Time","no migration background","","","","","7"
"AfD","2013","Part Time","direct migration background","","","","","7"
"AfD","2013","Not Working","direct migration background","","","","","7"
"AfD","2013","Not Working","indirect migration background","","","","","7"
"CDU/CSU","2013","Full Time","no migration background","1059","0.391561423649504","0.372882266929342","0.410240580369667","2"
"CDU/CSU","2013","Part Time","indirect migration background","14","","","","2"
"CDU/CSU","2013","Full Time","indirect migration background","32","0.352422084703634","0.258318088534429","0.44652608087284","2"
"CDU/CSU","2013","Full Time","direct migration background","73","0.467259410545054","0.390429999220858","0.544088821869251","2"
"CDU/CSU","2013","Part Time","direct migration background","58","0.36474692063616","0.276385056007406","0.453108785264915","2"
"CDU/CSU","2013","Not Working","direct migration background","474","0.404851757076048","0.375804483882005","0.433899030270092","2"
"CDU/CSU","2013","Not Working","no migration background","1590","0.472403967490587","0.455745077043147","0.489062857938027","2"
"CDU/CSU","2013","Not Working","indirect migration background","68","0.203762933421263","0.158924437942797","0.248601428899729","2"
"CDU/CSU","2013","Part Time","no migration background","594","0.379359590441714","0.355591297943039","0.403127882940388","2"
"FDP","2013","Full Time","no migration background","86","0.0251617719356202","0.0191681984793586","0.0311553453918818","3"
"FDP","2013","Full Time","direct migration background","4","","","","3"
"FDP","2013","Full Time","indirect migration background","4","","","","3"
"FDP","2013","Part Time","no migration background","48","0.024210945699867","0.0166819634545025","0.0317399279452315","3"
"FDP","2013","Part Time","direct migration background","2","","","","3"
"FDP","2013","Not Working","no migration background","95","0.02456091876065","0.0193960305784156","0.0297258069428844","3"
"FDP","2013","Not Working","direct migration background","25","","","","3"
"FDP","2013","Not Working","indirect migration background","4","","","","3"
"FDP","2013","Part Time","indirect migration background","4","","","","3"
"NPD","2013","Full Time","no migration background","34","0.0169502293270608","0.012010257319396","0.0218902013347256","6"
"NPD","2013","Full Time","direct migration background","","","","","6"
"NPD","2013","Part Time","no migration background","7","","","","6"
"NPD","2013","Part Time","direct migration background","","","","","6"
"NPD","2013","Full Time","indirect migration background","1","","","","6"
"NPD","2013","Part Time","indirect migration background","","","","","6"
"NPD","2013","Not Working","no migration background","16","","","","6"
"NPD","2013","Not Working","direct migration background","4","","","","6"
"NPD","2013","Not Working","indirect migration background","1","","","","6"
"Other","2013","Full Time","direct migration background","2","","","","8"
"Other","2013","Full Time","no migration background","34","0.0151147002254357","0.0104455102716834","0.019783890179188","8"
"Other","2013","Full Time","indirect migration background","","","","","8"
"Other","2013","Part Time","no migration background","15","","","","8"
"Other","2013","Part Time","direct migration background","","","","","8"
"Other","2013","Part Time","indirect migration background","1","","","","8"
"Other","2013","Not Working","no migration background","30","0.0118629093561821","0.0082501190903068","0.0154756996220573","8"
"Other","2013","Not Working","direct migration background","13","","","","8"
"Other","2013","Not Working","indirect migration background","5","","","","8"
"PDS/Linke","2013","Full Time","direct migration background","5","","","","5"
"PDS/Linke","2013","Full Time","no migration background","146","0.0501331788159851","0.0417820933901475","0.0584842642418228","5"
"PDS/Linke","2013","Full Time","indirect migration background","2","","","","5"
"PDS/Linke","2013","Part Time","no migration background","75","0.0460653685068101","0.0357970576509359","0.0563336793626844","5"
"PDS/Linke","2013","Part Time","direct migration background","8","","","","5"
"PDS/Linke","2013","Part Time","indirect migration background","3","","","","5"
"PDS/Linke","2013","Not Working","no migration background","221","0.0533017041365668","0.0458059576768453","0.0607974505962883","5"
"PDS/Linke","2013","Not Working","direct migration background","54","0.0426701590191649","0.0307099792843457","0.054630338753984","5"
"PDS/Linke","2013","Not Working","indirect migration background","25","","","","5"
"SPD","2013","Full Time","no migration background","760","0.302201386728567","0.284627726591208","0.319775046865925","1"
"SPD","2013","Full Time","direct migration background","56","0.316305470553127","0.244695253878099","0.387915687228155","1"
"SPD","2013","Full Time","indirect migration background","38","0.344808620761561","0.251181075177615","0.438436166345508","1"
"SPD","2013","Part Time","no migration background","494","0.310819389732787","0.288148268364168","0.333490511101405","1"
"SPD","2013","Not Working","no migration background","1161","0.348747836200211","0.332845208416919","0.364650463983503","1"
"SPD","2013","Not Working","direct migration background","403","0.384622997081756","0.355833569346531","0.413412424816982","1"
"SPD","2013","Not Working","indirect migration background","154","0.526289910902482","0.470707665978601","0.581872155826363","1"
"SPD","2013","Part Time","indirect migration background","31","0.329713677353757","0.22036398210199","0.439063372605524","1"
"SPD","2013","Part Time","direct migration background","30","0.376747823053302","0.287796391230713","0.46569925487589","1"
"AfD","2014","Full Time","direct migration background","8","","","","7"
"AfD","2014","Part Time","indirect migration background","3","","","","7"
"AfD","2014","Not Working","no migration background","62","0.0143715273507193","0.0105551374270649","0.0181879172743737","7"
"AfD","2014","Full Time","no migration background","83","0.0205577133242683","0.0159416516097548","0.0251737750387817","7"
"AfD","2014","Full Time","indirect migration background","6","","","","7"
"AfD","2014","Part Time","no migration background","36","0.013300190553801","0.00872466164633698","0.017875719461265","7"
"AfD","2014","Part Time","direct migration background","5","","","","7"
"AfD","2014","Not Working","direct migration background","4","","","","7"
"AfD","2014","Not Working","indirect migration background","2","","","","7"
"CDU/CSU","2014","Part Time","indirect migration background","34","0.15667741737514","0.102035780925687","0.211319053824594","2"
"CDU/CSU","2014","Full Time","no migration background","1493","0.399892403733077","0.383956345142344","0.41582846232381","2"
"CDU/CSU","2014","Full Time","direct migration background","223","0.400367785264705","0.358335318253806","0.442400252275605","2"
"CDU/CSU","2014","Full Time","indirect migration background","70","0.282930949096506","0.226644836523972","0.339217061669041","2"
"CDU/CSU","2014","Part Time","direct migration background","174","0.391326103666018","0.344257120854567","0.43839508647747","2"
"CDU/CSU","2014","Not Working","no migration background","1692","0.473056310012007","0.457046610476189","0.489066009547825","2"
"CDU/CSU","2014","Not Working","direct migration background","218","0.468444335055244","0.422793879123834","0.514094790986655","2"
"CDU/CSU","2014","Not Working","indirect migration background","31","0.148126046909093","0.0910888278085725","0.205163266009614","2"
"CDU/CSU","2014","Part Time","no migration background","869","0.359448657735674","0.340283373894389","0.378613941576958","2"
"FDP","2014","Full Time","no migration background","115","0.0271949150218511","0.0219037470642501","0.0324860829794522","3"
"FDP","2014","Full Time","direct migration background","14","","","","3"
"FDP","2014","Full Time","indirect migration background","8","","","","3"
"FDP","2014","Part Time","no migration background","56","0.0196230248028416","0.0140831573025113","0.0251628923031719","3"
"FDP","2014","Part Time","direct migration background","5","","","","3"
"FDP","2014","Not Working","no migration background","92","0.0247124728943037","0.0197343100930908","0.0296906356955165","3"
"FDP","2014","Not Working","direct migration background","5","","","","3"
"FDP","2014","Not Working","indirect migration background","3","","","","3"
"FDP","2014","Part Time","indirect migration background","4","","","","3"
"NPD","2014","Full Time","no migration background","47","0.0143805180494556","0.0105076144784737","0.0182534216204375","6"
"NPD","2014","Part Time","no migration background","19","","","","6"
"NPD","2014","Part Time","direct migration background","2","","","","6"
"NPD","2014","Full Time","direct migration background","2","","","","6"
"NPD","2014","Full Time","indirect migration background","2","","","","6"
"NPD","2014","Not Working","direct migration background","","","","","6"
"NPD","2014","Not Working","no migration background","22","","","","6"
"NPD","2014","Not Working","indirect migration background","3","","","","6"
"NPD","2014","Part Time","indirect migration background","2","","","","6"
"Other","2014","Full Time","no migration background","32","0.00943967257047478","0.00629399859921187","0.0125853465417377","8"
"Other","2014","Full Time","direct migration background","6","","","","8"
"Other","2014","Full Time","indirect migration background","2","","","","8"
"Other","2014","Part Time","no migration background","31","0.00969774205017024","0.00578357777815523","0.0136119063221853","8"
"Other","2014","Part Time","direct migration background","4","","","","8"
"Other","2014","Part Time","indirect migration background","2","","","","8"
"Other","2014","Not Working","no migration background","28","","","","8"
"Other","2014","Not Working","direct migration background","","","","","8"
"Other","2014","Not Working","indirect migration background","1","","","","8"
"PDS/Linke","2014","Full Time","no migration background","263","0.0688491869846063","0.0606124689338936","0.0770859050353189","5"
"PDS/Linke","2014","Full Time","direct migration background","46","0.0577603101476533","0.0377474898915741","0.0777731304037325","5"
"PDS/Linke","2014","Full Time","indirect migration background","18","","","","5"
"PDS/Linke","2014","Part Time","no migration background","165","0.057039337896755","0.0477762907335351","0.0663023850599748","5"
"PDS/Linke","2014","Part Time","direct migration background","45","0.134457505410071","0.101556453200046","0.167358557620096","5"
"PDS/Linke","2014","Part Time","indirect migration background","13","","","","5"
"PDS/Linke","2014","Not Working","no migration background","307","0.0724431766123965","0.0641310210512943","0.0807553321734988","5"
"PDS/Linke","2014","Not Working","direct migration background","39","0.0516546376187397","0.0314067524021554","0.0719025228353241","5"
"PDS/Linke","2014","Not Working","indirect migration background","18","","","","5"
"SPD","2014","Full Time","no migration background","981","0.298023772690807","0.283144509185832","0.312903036195783","1"
"SPD","2014","Full Time","direct migration background","162","0.340618122987732","0.299963005687773","0.381273240287692","1"
"SPD","2014","Full Time","indirect migration background","97","0.406687624107076","0.345303972617397","0.468071275596754","1"
"SPD","2014","Part Time","no migration background","691","0.311051491750723","0.292561812554611","0.329541170946836","1"
"SPD","2014","Not Working","no migration background","1235","0.338088120774334","0.322919024746007","0.353257216802661","1"
"SPD","2014","Part Time","indirect migration background","68","0.403403908413882","0.329658687139035","0.477149129688728","1"
"SPD","2014","Part Time","direct migration background","125","0.303204079324029","0.258874522970506","0.347533635677551","1"
"SPD","2014","Not Working","direct migration background","160","0.379969604525063","0.335565545958306","0.424373663091821","1"
"SPD","2014","Not Working","indirect migration background","69","0.434681501309748","0.355086254367885","0.51427674825161","1"
"AfD","2015","Full Time","direct migration background","8","","","","7"
"AfD","2015","Part Time","indirect migration background","2","","","","7"
"AfD","2015","Full Time","indirect migration background","4","","","","7"
"AfD","2015","Part Time","no migration background","46","0.0269666626335443","0.0199800683532537","0.0339532569138349","7"
"AfD","2015","Full Time","no migration background","117","0.0382167758018518","0.0314765692268813","0.0449569823768223","7"
"AfD","2015","Not Working","indirect migration background","1","","","","7"
"AfD","2015","Part Time","direct migration background","4","","","","7"
"AfD","2015","Not Working","no migration background","84","0.0266137249856449","0.0211322382377522","0.0320952117335376","7"
"AfD","2015","Not Working","direct migration background","7","","","","7"
"CDU/CSU","2015","Full Time","indirect migration background","58","0.263030352273294","0.200094676393127","0.32596602815346","2"
"CDU/CSU","2015","Full Time","direct migration background","171","0.394141842101727","0.347518476947032","0.440765207256423","2"
"CDU/CSU","2015","Full Time","no migration background","1229","0.403993525090287","0.386742286676849","0.421244763503725","2"
"CDU/CSU","2015","Not Working","no migration background","1509","0.477960132435159","0.460948319489005","0.494971945381313","2"
"CDU/CSU","2015","Part Time","no migration background","743","0.355074672064975","0.334435007878059","0.37571433625189","2"
"CDU/CSU","2015","Not Working","direct migration background","255","0.487668847915865","0.444202402733","0.531135293098729","2"
"CDU/CSU","2015","Not Working","indirect migration background","27","","","","2"
"CDU/CSU","2015","Part Time","direct migration background","116","0.387659929996385","0.331777090969486","0.443542769023284","2"
"CDU/CSU","2015","Part Time","indirect migration background","38","0.259196067688045","0.188599582850916","0.329792552525173","2"
"FDP","2015","Full Time","no migration background","103","0.0263080868375168","0.020681267117495","0.0319349065575387","3"
"FDP","2015","Full Time","direct migration background","10","","","","3"
"FDP","2015","Full Time","indirect migration background","6","","","","3"
"FDP","2015","Part Time","no migration background","41","0.0227990213219445","0.0163612119612161","0.0292368306826729","3"
"FDP","2015","Part Time","direct migration background","6","","","","3"
"FDP","2015","Part Time","indirect migration background","3","","","","3"
"FDP","2015","Not Working","direct migration background","7","","","","3"
"FDP","2015","Not Working","indirect migration background","1","","","","3"
"FDP","2015","Not Working","no migration background","93","0.0260658199886565","0.0206395246619696","0.0314921153153434","3"
"NPD","2015","Full Time","no migration background","41","0.0145564033094724","0.0103457400404157","0.0187670665785292","6"
"NPD","2015","Part Time","no migration background","26","","","","6"
"NPD","2015","Full Time","indirect migration background","","","","","6"
"NPD","2015","Part Time","direct migration background","1","","","","6"
"NPD","2015","Not Working","direct migration background","2","","","","6"
"NPD","2015","Full Time","direct migration background","3","","","","6"
"NPD","2015","Part Time","indirect migration background","3","","","","6"
"NPD","2015","Not Working","no migration background","20","","","","6"
"NPD","2015","Not Working","indirect migration background","2","","","","6"
"Other","2015","Full Time","no migration background","39","0.0137592803969555","0.00966387487703889","0.0178546859168721","8"
"Other","2015","Full Time","direct migration background","4","","","","8"
"Other","2015","Full Time","indirect migration background","3","","","","8"
"Other","2015","Part Time","no migration background","24","","","","8"
"Other","2015","Part Time","direct migration background","2","","","","8"
"Other","2015","Part Time","indirect migration background","4","","","","8"
"Other","2015","Not Working","no migration background","17","","","","8"
"Other","2015","Not Working","direct migration background","1","","","","8"
"Other","2015","Not Working","indirect migration background","4","","","","8"
"PDS/Linke","2015","Full Time","no migration background","229","0.0632050609216855","0.0546503412847928","0.0717597805585783","5"
"PDS/Linke","2015","Full Time","direct migration background","59","0.10061748141402","0.0719162316799305","0.129318731148109","5"
"PDS/Linke","2015","Full Time","indirect migration background","14","","","","5"
"PDS/Linke","2015","Part Time","no migration background","163","0.0794763020208768","0.0678102374605966","0.091142366581157","5"
"PDS/Linke","2015","Part Time","direct migration background","35","0.0850007481917952","0.0530133873894969","0.116988108994093","5"
"PDS/Linke","2015","Part Time","indirect migration background","12","","","","5"
"PDS/Linke","2015","Not Working","direct migration background","50","0.0719644398739306","0.049491622709502","0.0944372570383593","5"
"PDS/Linke","2015","Not Working","no migration background","246","0.058150661151573","0.0501804289522597","0.0661208933508862","5"
"PDS/Linke","2015","Not Working","indirect migration background","14","","","","5"
"SPD","2015","Full Time","no migration background","818","0.273282474893634","0.257615097897781","0.288949851889488","1"
"SPD","2015","Full Time","direct migration background","128","0.312007224387321","0.267802760328353","0.356211688446288","1"
"SPD","2015","Full Time","indirect migration background","71","0.367734688738509","0.298808201836999","0.436661175640019","1"
"SPD","2015","Part Time","no migration background","549","0.278008628198886","0.258685243318379","0.297332013079393","1"
"SPD","2015","Not Working","direct migration background","144","0.325696518707404","0.284944371719684","0.366448665695124","1"
"SPD","2015","Part Time","direct migration background","87","0.308711535005392","0.255725338108177","0.361697731902606","1"
"SPD","2015","Part Time","indirect migration background","54","0.395898217338319","0.317109493695611","0.474686940981028","1"
"SPD","2015","Not Working","no migration background","1081","0.330990288880074","0.314964228898058","0.34701634886209","1"
"SPD","2015","Not Working","indirect migration background","54","0.356444260669116","0.271802549973823","0.441085971364409","1"
"AfD","2016","Full Time","no migration background","197","0.0673658326699073","0.0582098964094962","0.0765217689303184","7"
"AfD","2016","Part Time","direct migration background","16","","","","7"
"AfD","2016","Not Working","indirect migration background","3","","","","7"
"AfD","2016","Part Time","no migration background","106","0.0529115546536217","0.0430011683029627","0.0628219410042807","7"
"AfD","2016","Not Working","no migration background","146","0.0503018497631279","0.04247675702042","0.0581269425058358","7"
"AfD","2016","Part Time","indirect migration background","8","","","","7"
"AfD","2016","Full Time","direct migration background","20","","","","7"
"AfD","2016","Full Time","indirect migration background","7","","","","7"
"AfD","2016","Not Working","direct migration background","14","","","","7"
"CDU/CSU","2016","Full Time","direct migration background","146","0.342010708685589","0.29522870614114","0.388792711230039","2"
"CDU/CSU","2016","Full Time","indirect migration background","55","0.26904496684838","0.205314164621235","0.332775769075525","2"
"CDU/CSU","2016","Full Time","no migration background","1094","0.371355463762288","0.353706275314505","0.38900465221007","2"
"CDU/CSU","2016","Not Working","no migration background","1352","0.468519346289858","0.450653968101241","0.486384724478474","2"
"CDU/CSU","2016","Not Working","indirect migration background","16","","","","2"
"CDU/CSU","2016","Part Time","no migration background","689","0.351802634213532","0.330661746003382","0.372943522423681","2"
"CDU/CSU","2016","Part Time","direct migration background","110","0.384408866213203","0.329993472056696","0.43882426036971","2"
"CDU/CSU","2016","Part Time","indirect migration background","37","0.199946944123359","0.135510136963037","0.264383751283681","2"
"CDU/CSU","2016","Not Working","direct migration background","174","0.460929672052677","0.409149541740335","0.512709802365019","2"
"FDP","2016","Full Time","no migration background","94","0.028318941872201","0.0222595695621335","0.0343783141822684","3"
"FDP","2016","Part Time","direct migration background","4","","","","3"
"FDP","2016","Full Time","direct migration background","14","","","","3"
"FDP","2016","Full Time","indirect migration background","9","","","","3"
"FDP","2016","Part Time","no migration background","43","0.0259553838839473","0.0189161854396642","0.0329945823282304","3"
"FDP","2016","Part Time","indirect migration background","3","","","","3"
"FDP","2016","Not Working","direct migration background","3","","","","3"
"FDP","2016","Not Working","indirect migration background","1","","","","3"
"FDP","2016","Not Working","no migration background","109","0.0341585238792096","0.0276556221259267","0.0406614256324925","3"
"NPD","2016","Part Time","no migration background","14","","","","6"
"NPD","2016","Full Time","no migration background","32","0.0174222254392584","0.0126429447087929","0.022201506169724","6"
"NPD","2016","Full Time","direct migration background","4","","","","6"
"NPD","2016","Full Time","indirect migration background","","","","","6"
"NPD","2016","Not Working","no migration background","13","","","","6"
"NPD","2016","Not Working","direct migration background","1","","","","6"
"NPD","2016","Not Working","indirect migration background","3","","","","6"
"NPD","2016","Part Time","indirect migration background","2","","","","6"
"NPD","2016","Part Time","direct migration background","2","","","","6"
"Other","2016","Full Time","no migration background","41","0.0169476997833626","0.0122328164429379","0.0216625831237874","8"
"Other","2016","Full Time","direct migration background","5","","","","8"
"Other","2016","Full Time","indirect migration background","4","","","","8"
"Other","2016","Part Time","no migration background","29","","","","8"
"Other","2016","Part Time","direct migration background","3","","","","8"
"Other","2016","Part Time","indirect migration background","1","","","","8"
"Other","2016","Not Working","no migration background","13","","","","8"
"Other","2016","Not Working","direct migration background","2","","","","8"
"Other","2016","Not Working","indirect migration background","3","","","","8"
"PDS/Linke","2016","Part Time","direct migration background","33","0.12183976116191","0.0852499382624241","0.158429584061395","5"
"PDS/Linke","2016","Part Time","indirect migration background","12","","","","5"
"PDS/Linke","2016","Full Time","no migration background","191","0.0612037439317925","0.0524478210511514","0.0699596668124335","5"
"PDS/Linke","2016","Full Time","direct migration background","33","0.0637492161954104","0.0396566497688671","0.0878417826219537","5"
"PDS/Linke","2016","Full Time","indirect migration background","22","","","","5"
"PDS/Linke","2016","Part Time","no migration background","140","0.0745217150106854","0.0628953328973337","0.0861480971240371","5"
"PDS/Linke","2016","Not Working","no migration background","228","0.0589354230612751","0.0505039659467608","0.0673668801757895","5"
"PDS/Linke","2016","Not Working","indirect migration background","11","","","","5"
"PDS/Linke","2016","Not Working","direct migration background","33","0.0578422713145339","0.0335925043942316","0.0820920382348361","5"
"SPD","2016","Full Time","indirect migration background","59","0.391876542969139","0.321720977281347","0.462032108656931","1"
"SPD","2016","Part Time","no migration background","444","0.232303250889656","0.213607515620717","0.250998986158596","1"
"SPD","2016","Full Time","no migration background","695","0.254913212877934","0.238993806729159","0.270832619026709","1"
"SPD","2016","Full Time","direct migration background","112","0.359527985449501","0.312205671458677","0.406850299440325","1"
"SPD","2016","Not Working","direct migration background","97","0.339589851304764","0.290396397741402","0.388783304868126","1"
"SPD","2016","Part Time","indirect migration background","50","0.338025559091877","0.261815444621005","0.41423567356275","1"
"SPD","2016","Not Working","no migration background","886","0.294420955574327","0.278103143943359","0.310738767205294","1"
"SPD","2016","Part Time","direct migration background","89","0.282639551354766","0.232270463639325","0.333008639070208","1"
"SPD","2016","Not Working","indirect migration background","49","0.497973565699799","0.399482478554007","0.596464652845591","1"
"AfD","2017","Full Time","no migration background","206","0.0654828142113725","0.0570732227652281","0.0738924056575169","7"
"AfD","2017","Part Time","direct migration background","14","","","","7"
"AfD","2017","Not Working","indirect migration background","1","","","","7"
"AfD","2017","Full Time","indirect migration background","8","","","","7"
"AfD","2017","Part Time","no migration background","90","0.0521033683451851","0.0429145440985911","0.0612921925917791","7"
"AfD","2017","Part Time","indirect migration background","4","","","","7"
"AfD","2017","Not Working","direct migration background","10","","","","7"
"AfD","2017","Full Time","direct migration background","33","0.0632230403199544","0.0400859141614288","0.0863601664784801","7"
"AfD","2017","Not Working","no migration background","146","0.050413330041054","0.0428748492576501","0.057951810824458","7"
"CDU/CSU","2017","Full Time","no migration background","1258","0.382035396067139","0.365517634802307","0.398553157331971","2"
"CDU/CSU","2017","Full Time","direct migration background","149","0.296521349351159","0.253099624522242","0.339943074180076","2"
"CDU/CSU","2017","Full Time","indirect migration background","64","0.224832108047325","0.167823355906096","0.281840860188555","2"
"CDU/CSU","2017","Not Working","no migration background","1340","0.427268938145415","0.410225003352138","0.444312872938692","2"
"CDU/CSU","2017","Not Working","indirect migration background","20","","","","2"
"CDU/CSU","2017","Part Time","no migration background","787","0.322146958335742","0.302825435749253","0.341468480922231","2"
"CDU/CSU","2017","Part Time","direct migration background","155","0.368579314939316","0.319687386018394","0.417471243860238","2"
"CDU/CSU","2017","Part Time","indirect migration background","43","0.199709492565406","0.141628292125587","0.257790693005224","2"
"CDU/CSU","2017","Not Working","direct migration background","483","0.429160027096343","0.394086116236301","0.464233937956384","2"
"FDP","2017","Full Time","no migration background","161","0.0431008132794824","0.0361969305030921","0.0500046960558728","3"
"FDP","2017","Not Working","direct migration background","8","","","","3"
"FDP","2017","Full Time","indirect migration background","8","","","","3"
"FDP","2017","Part Time","no migration background","82","0.0432212905227154","0.0348131265755779","0.051629454469853","3"
"FDP","2017","Part Time","direct migration background","10","","","","3"
"FDP","2017","Part Time","indirect migration background","7","","","","3"
"FDP","2017","Not Working","indirect migration background","5","","","","3"
"FDP","2017","Full Time","direct migration background","17","","","","3"
"FDP","2017","Not Working","no migration background","131","0.0346745154923898","0.0283709550556644","0.0409780759291151","3"
"NPD","2017","Part Time","no migration background","23","","","","6"
"NPD","2017","Not Working","no migration background","16","","","","6"
"NPD","2017","Not Working","direct migration background","1","","","","6"
"NPD","2017","Part Time","indirect migration background","2","","","","6"
