"party","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"AfD","1987","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1987","1-pers.-HH","276","0.436137722510373","0.398390093933909","0.473885351086837","1"
"CDU/CSU","1987","(Married) couple without C. ","669","0.467724465479564","0.442286980505199","0.493161950453929","1"
"CDU/CSU","1987","Single parent ","98","0.389293861342852","0.331241703683821","0.447346019001884","1"
"CDU/CSU","1987","Couple + C. GT 16 ","534","0.480990200083111","0.452697423176962","0.509282976989259","1"
"CDU/CSU","1987","Couple + C. LE 16 ","454","0.397191511899347","0.370623103276619","0.423759920522076","1"
"CDU/CSU","1987","Couple + C. LE and GT 16","252","0.522777130052749","0.482127835930032","0.563426424175466","1"
"FDP","1987","Couple + C. LE and GT 16","20","","","","3"
"FDP","1987","Couple + C. GT 16 ","57","0.0513247967318778","0.0388296294265735","0.0638199640371822","3"
"FDP","1987","(Married) couple without C. ","73","0.0494820198023365","0.0384255941065856","0.0605384454980875","3"
"FDP","1987","1-pers.-HH","45","0.0701115517691537","0.0506757910875944","0.089547312450713","3"
"FDP","1987","Single parent ","7","","","","3"
"FDP","1987","Couple + C. LE 16 ","62","0.0566045955729896","0.0440573439558742","0.0691518471901049","3"
"NPD Combination","1987","1-pers.-HH","","","","","6"
"NPD Combination","1987","(Married) couple without C. ","","","","","6"
"NPD Combination","1987","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1987","Single parent ","","","","","6"
"NPD Combination","1987","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1987","Couple + C. LE and GT 16","","","","","6"
"Other","1987","1-pers.-HH","8","","","","8"
"Other","1987","(Married) couple without C. ","8","","","","8"
"Other","1987","Single parent ","4","","","","8"
"Other","1987","Couple + C. LE 16 ","9","","","","8"
"Other","1987","Couple + C. GT 16 ","4","","","","8"
"Other","1987","Couple + C. LE and GT 16","1","","","","8"
"PDS/Linke","1987","Single parent ","","","","","5"
"PDS/Linke","1987","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1987","1-pers.-HH","","","","","5"
"PDS/Linke","1987","(Married) couple without C. ","","","","","5"
"PDS/Linke","1987","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1987","Couple + C. GT 16 ","","","","","5"
"SPD","1987","Couple + C. LE and GT 16","257","0.357895795396348","0.318882274237671","0.396909316555024","2"
"SPD","1987","Couple + C. GT 16 ","517","0.402028440372183","0.37426403766594","0.429792843078426","2"
"SPD","1987","Single parent ","123","0.45696275312132","0.397654018787539","0.516271487455101","2"
"SPD","1987","Couple + C. LE 16 ","667","0.453175876381912","0.426146681622267","0.480205071141556","2"
"SPD","1987","1-pers.-HH","273","0.403707062257107","0.366360181664929","0.441053942849284","2"
"SPD","1987","(Married) couple without C. ","646","0.433176418553744","0.407914447565637","0.45843838954185","2"
"AfD","1988","1-pers.-HH","","","","","7"
"AfD","1988","(Married) couple without C. ","","","","","7"
"AfD","1988","Single parent ","","","","","7"
"AfD","1988","Couple + C. LE 16 ","","","","","7"
"AfD","1988","Couple + C. GT 16 ","","","","","7"
"AfD","1988","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1988","(Married) couple without C. ","540","0.41258688260379","0.386237937632569","0.438935827575011","1"
"CDU/CSU","1988","1-pers.-HH","245","0.414177200672497","0.375372977323491","0.452981424021504","1"
"CDU/CSU","1988","Single parent ","72","0.332140236857193","0.270871553513705","0.393408920200681","1"
"CDU/CSU","1988","Couple + C. LE 16 ","393","0.360399383228542","0.333005503553129","0.387793262903955","1"
"CDU/CSU","1988","Couple + C. GT 16 ","515","0.494025391625036","0.465254183844876","0.522796599405197","1"
"CDU/CSU","1988","Couple + C. LE and GT 16","165","0.499288732102537","0.451864127529559","0.546713336675516","1"
"FDP","1988","(Married) couple without C. ","50","0.0393366974072855","0.0289322684272637","0.0497411263873072","3"
"FDP","1988","Couple + C. GT 16 ","48","0.0461802092498965","0.0341026212843085","0.0582577972154844","3"
"FDP","1988","Couple + C. LE and GT 16","10","","","","3"
"FDP","1988","Couple + C. LE 16 ","50","0.0472567679559644","0.0351500330979342","0.0593635028139946","3"
"FDP","1988","1-pers.-HH","34","0.0562534202001246","0.0381022374997067","0.0744046029005424","3"
"FDP","1988","Single parent ","10","","","","3"
"NPD Combination","1988","1-pers.-HH","","","","","6"
"NPD Combination","1988","(Married) couple without C. ","","","","","6"
"NPD Combination","1988","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1988","Single parent ","","","","","6"
"NPD Combination","1988","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1988","Couple + C. LE and GT 16","","","","","6"
"Other","1988","1-pers.-HH","11","","","","8"
"Other","1988","(Married) couple without C. ","13","","","","8"
"Other","1988","Single parent ","3","","","","8"
"Other","1988","Couple + C. LE 16 ","11","","","","8"
"Other","1988","Couple + C. GT 16 ","6","","","","8"
"Other","1988","Couple + C. LE and GT 16","2","","","","8"
"PDS/Linke","1988","1-pers.-HH","","","","","5"
"PDS/Linke","1988","(Married) couple without C. ","","","","","5"
"PDS/Linke","1988","Single parent ","","","","","5"
"PDS/Linke","1988","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1988","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1988","Couple + C. LE and GT 16","","","","","5"
"SPD","1988","Couple + C. LE 16 ","639","0.511059911069152","0.482538512446869","0.539581309691436","2"
"SPD","1988","Single parent ","111","0.479597342025069","0.414607826535331","0.544586857514806","2"
"SPD","1988","1-pers.-HH","278","0.442147959068948","0.403023703063702","0.481272215074194","2"
"SPD","1988","Couple + C. LE and GT 16","223","0.408971047632581","0.362338964830418","0.455603130434744","2"
"SPD","1988","Couple + C. GT 16 ","532","0.407144980091753","0.378872240738718","0.435417719444787","2"
"SPD","1988","(Married) couple without C. ","686","0.50434391043463","0.477583836073298","0.531103984795963","2"
"AfD","1989","1-pers.-HH","","","","","7"
"AfD","1989","(Married) couple without C. ","","","","","7"
"AfD","1989","Couple + C. LE 16 ","","","","","7"
"AfD","1989","Single parent ","","","","","7"
"AfD","1989","Couple + C. GT 16 ","","","","","7"
"AfD","1989","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1989","(Married) couple without C. ","499","0.398214404685878","0.371521476927422","0.424907332444333","1"
"CDU/CSU","1989","Couple + C. LE 16 ","306","0.310609908067344","0.283362927498596","0.337856888636092","1"
"CDU/CSU","1989","1-pers.-HH","209","0.371338360432515","0.332933190632995","0.409743530232035","1"
"CDU/CSU","1989","Single parent ","70","0.340161245324241","0.27893389021968","0.401388600428803","1"
"CDU/CSU","1989","Couple + C. GT 16 ","433","0.469937642443819","0.440130260112161","0.499745024775476","1"
"CDU/CSU","1989","Couple + C. LE and GT 16","128","0.425421532297828","0.377447920485645","0.473395144110011","1"
"FDP","1989","Couple + C. LE and GT 16","8","","","","3"
"FDP","1989","Couple + C. GT 16 ","28","","","","3"
"FDP","1989","(Married) couple without C. ","30","0.0215428857711266","0.0136262681048045","0.0294595034374487","3"
"FDP","1989","Couple + C. LE 16 ","34","0.0357056039328657","0.0247798548133478","0.0466313530523837","3"
"FDP","1989","1-pers.-HH","27","","","","3"
"FDP","1989","Single parent ","6","","","","3"
"NPD Combination","1989","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1989","1-pers.-HH","","","","","6"
"NPD Combination","1989","(Married) couple without C. ","","","","","6"
"NPD Combination","1989","Single parent ","","","","","6"
"NPD Combination","1989","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1989","Couple + C. LE and GT 16","","","","","6"
"Other","1989","Couple + C. LE 16 ","32","0.0308249913555222","0.0206477330822542","0.0410022496287902","8"
"Other","1989","1-pers.-HH","24","","","","8"
"Other","1989","Couple + C. GT 16 ","37","0.0349181363385352","0.0239546710820925","0.045881601594978","8"
"Other","1989","Couple + C. LE and GT 16","13","","","","8"
"Other","1989","(Married) couple without C. ","59","0.0491106189361325","0.0373272483423661","0.0608939895298988","8"
"Other","1989","Single parent ","17","","","","8"
"PDS/Linke","1989","1-pers.-HH","","","","","5"
"PDS/Linke","1989","(Married) couple without C. ","","","","","5"
"PDS/Linke","1989","Single parent ","","","","","5"
"PDS/Linke","1989","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1989","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1989","Couple + C. LE and GT 16","","","","","5"
"SPD","1989","Single parent ","108","0.437087678227504","0.372983131690889","0.501192224764118","2"
"SPD","1989","Couple + C. LE 16 ","640","0.544042363117233","0.514716093902027","0.573368632332439","2"
"SPD","1989","1-pers.-HH","289","0.465228448309668","0.425581151580292","0.504875745039044","2"
"SPD","1989","Couple + C. GT 16 ","514","0.410154701561718","0.380779344954592","0.439530058168844","2"
"SPD","1989","Couple + C. LE and GT 16","232","0.458679223915338","0.410328843893858","0.507029603936818","2"
"SPD","1989","(Married) couple without C. ","648","0.491304442397313","0.464044737362447","0.518564147432179","2"
"AfD","1990","Couple + C. LE 16 ","","","","","7"
"AfD","1990","1-pers.-HH","","","","","7"
"AfD","1990","(Married) couple without C. ","","","","","7"
"AfD","1990","Single parent ","","","","","7"
"AfD","1990","Couple + C. GT 16 ","","","","","7"
"AfD","1990","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1990","Couple + C. LE 16 ","329","0.323964950793828","0.296334312752982","0.351595588834674","1"
"CDU/CSU","1990","(Married) couple without C. ","549","0.411440994231938","0.385627061918443","0.437254926545433","1"
"CDU/CSU","1990","Couple + C. GT 16 ","450","0.476486600136342","0.44675469783728","0.506218502435403","1"
"CDU/CSU","1990","Couple + C. LE and GT 16","108","0.386580694231813","0.337554600981806","0.43560678748182","1"
"CDU/CSU","1990","1-pers.-HH","227","0.401157417665254","0.362357428484362","0.439957406846147","1"
"CDU/CSU","1990","Single parent ","75","0.357743932500918","0.296588881066457","0.418898983935379","1"
"FDP","1990","Couple + C. LE and GT 16","16","","","","3"
"FDP","1990","Couple + C. GT 16 ","39","0.0470121963479179","0.0344118526385412","0.0596125400572945","3"
"FDP","1990","(Married) couple without C. ","44","0.0314386031744952","0.022284820850639","0.0405923854983515","3"
"FDP","1990","1-pers.-HH","39","0.0622182332518741","0.04309648556321","0.0813399809405382","3"
"FDP","1990","Single parent ","10","","","","3"
"FDP","1990","Couple + C. LE 16 ","39","0.0380472947944742","0.0267520396471272","0.0493425499418212","3"
"NPD Combination","1990","Couple + C. GT 16 ","21","","","","6"
"NPD Combination","1990","1-pers.-HH","9","","","","6"
"NPD Combination","1990","(Married) couple without C. ","21","","","","6"
"NPD Combination","1990","Single parent ","7","","","","6"
"NPD Combination","1990","Couple + C. LE 16 ","8","","","","6"
"NPD Combination","1990","Couple + C. LE and GT 16","5","","","","6"
"Other","1990","1-pers.-HH","5","","","","8"
"Other","1990","Couple + C. LE 16 ","6","","","","8"
"Other","1990","(Married) couple without C. ","5","","","","8"
"Other","1990","Couple + C. GT 16 ","6","","","","8"
"Other","1990","Couple + C. LE and GT 16","1","","","","8"
"Other","1990","Single parent ","4","","","","8"
"PDS/Linke","1990","1-pers.-HH","","","","","5"
"PDS/Linke","1990","(Married) couple without C. ","","","","","5"
"PDS/Linke","1990","Single parent ","","","","","5"
"PDS/Linke","1990","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1990","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1990","Couple + C. LE and GT 16","","","","","5"
"SPD","1990","(Married) couple without C. ","717","0.502817694898687","0.476589494695996","0.529045895101378","2"
"SPD","1990","Couple + C. LE 16 ","636","0.544902978972993","0.515501520033754","0.574304437912233","2"
"SPD","1990","Single parent ","114","0.46172620678827","0.398121981083067","0.525330432493472","2"
"SPD","1990","1-pers.-HH","298","0.469470589443987","0.429963341197519","0.508977837690456","2"
"SPD","1990","Couple + C. GT 16 ","517","0.420623704182069","0.391236336740843","0.450011071623294","2"
"SPD","1990","Couple + C. LE and GT 16","233","0.502284496168128","0.451946727889282","0.552622264446974","2"
"AfD","1991","(Married) couple without C. ","","","","","7"
"AfD","1991","Couple + C. LE 16 ","","","","","7"
"AfD","1991","1-pers.-HH","","","","","7"
"AfD","1991","Single parent ","","","","","7"
"AfD","1991","Couple + C. LE and GT 16","","","","","7"
"AfD","1991","Couple + C. GT 16 ","","","","","7"
"CDU/CSU","1991","Couple + C. GT 16 ","424","0.522328375972508","0.488609674982776","0.55604707696224","1"
"CDU/CSU","1991","(Married) couple without C. ","507","0.416231098392507","0.388915722800505","0.44354647398451","1"
"CDU/CSU","1991","Couple + C. LE 16 ","336","0.366079399565177","0.334412737433768","0.397746061696587","1"
"CDU/CSU","1991","1-pers.-HH","221","0.419038788698622","0.377229586408973","0.460847990988271","1"
"CDU/CSU","1991","Couple + C. LE and GT 16","118","0.49608980778239","0.433225856084978","0.558953759479802","1"
"CDU/CSU","1991","Single parent ","79","0.428575391782059","0.359470615879688","0.49768016768443","1"
"FDP","1991","Couple + C. LE and GT 16","14","","","","3"
"FDP","1991","Couple + C. GT 16 ","38","0.0534762195695956","0.0382889249680307","0.0686635141711604","3"
"FDP","1991","(Married) couple without C. ","53","0.0429402367578565","0.0317065791585095","0.0541738943572035","3"
"FDP","1991","1-pers.-HH","39","0.0691146923966075","0.0476213242438194","0.0906080605493956","3"
"FDP","1991","Couple + C. LE 16 ","42","0.0543857363303156","0.039478514154362","0.0692929585062692","3"
"FDP","1991","Single parent ","10","","","","3"
"NPD Combination","1991","1-pers.-HH","3","","","","6"
"NPD Combination","1991","Single parent ","5","","","","6"
"NPD Combination","1991","Couple + C. LE 16 ","8","","","","6"
"NPD Combination","1991","Couple + C. GT 16 ","9","","","","6"
"NPD Combination","1991","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1991","(Married) couple without C. ","17","","","","6"
"Other","1991","1-pers.-HH","2","","","","8"
"Other","1991","Couple + C. LE 16 ","7","","","","8"
"Other","1991","(Married) couple without C. ","3","","","","8"
"Other","1991","Couple + C. GT 16 ","6","","","","8"
"Other","1991","Couple + C. LE and GT 16","","","","","8"
"Other","1991","Single parent ","1","","","","8"
"PDS/Linke","1991","1-pers.-HH","","","","","5"
"PDS/Linke","1991","Single parent ","","","","","5"
"PDS/Linke","1991","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1991","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1991","(Married) couple without C. ","3","","","","5"
"PDS/Linke","1991","Couple + C. LE 16 ","1","","","","5"
"SPD","1991","Couple + C. LE 16 ","440","0.491651386022637","0.458788426920384","0.524514345124889","2"
"SPD","1991","(Married) couple without C. ","611","0.485338098926042","0.457643018003913","0.513033179848171","2"
"SPD","1991","Single parent ","80","0.392305591344624","0.32412357394939","0.460487608739857","2"
"SPD","1991","1-pers.-HH","238","0.439794069285334","0.397734024054262","0.481854114516405","2"
"SPD","1991","Couple + C. LE and GT 16","97","0.383933009845984","0.322784391215471","0.445081628476497","2"
"SPD","1991","Couple + C. GT 16 ","333","0.373723291804095","0.341065071333784","0.406381512274407","2"
"AfD","1992","Couple + C. LE 16 ","","","","","7"
"AfD","1992","1-pers.-HH","","","","","7"
"AfD","1992","(Married) couple without C. ","","","","","7"
"AfD","1992","Single parent ","","","","","7"
"AfD","1992","Couple + C. GT 16 ","","","","","7"
"AfD","1992","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1992","Couple + C. GT 16 ","474","0.491268561393565","0.461631046530729","0.520906076256401","1"
"CDU/CSU","1992","Couple + C. LE and GT 16","135","0.384334744851165","0.336180763102953","0.432488726599377","1"
"CDU/CSU","1992","(Married) couple without C. ","632","0.42312099421066","0.3988138307287","0.44742815769262","1"
"CDU/CSU","1992","Couple + C. LE 16 ","431","0.327889282562075","0.302593262908231","0.35318530221592","1"
"CDU/CSU","1992","1-pers.-HH","228","0.41079193174253","0.371589257042407","0.449994606442652","1"
"CDU/CSU","1992","Single parent ","85","0.445742413778546","0.38079608073253","0.510688746824562","1"
"FDP","1992","(Married) couple without C. ","73","0.0464122902232169","0.0360619065241208","0.056762673922313","3"
"FDP","1992","Couple + C. GT 16 ","44","0.0455783476887611","0.0332135378901979","0.0579431574873244","3"
"FDP","1992","Couple + C. LE and GT 16","21","","","","3"
"FDP","1992","Single parent ","12","","","","3"
"FDP","1992","Couple + C. LE 16 ","57","0.0479837373719512","0.036466789842265","0.0595006849016373","3"
"FDP","1992","1-pers.-HH","25","","","","3"
"NPD Combination","1992","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1992","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1992","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1992","1-pers.-HH","","","","","6"
"NPD Combination","1992","Single parent ","","","","","6"
"NPD Combination","1992","(Married) couple without C. ","","","","","6"
"Other","1992","Couple + C. LE and GT 16","8","","","","8"
"Other","1992","1-pers.-HH","16","","","","8"
"Other","1992","Couple + C. GT 16 ","21","","","","8"
"Other","1992","Couple + C. LE 16 ","36","0.0281751661322167","0.019258645721249","0.0370916865431845","8"
"Other","1992","(Married) couple without C. ","31","0.0165869610832448","0.010303325048042","0.0228705971184477","8"
"Other","1992","Single parent ","6","","","","8"
"PDS/Linke","1992","Couple + C. LE 16 ","23","","","","5"
"PDS/Linke","1992","1-pers.-HH","10","","","","5"
"PDS/Linke","1992","Single parent ","3","","","","5"
"PDS/Linke","1992","(Married) couple without C. ","59","0.0282333487691723","0.0200840203616132","0.0363826771767314","5"
"PDS/Linke","1992","Couple + C. GT 16 ","20","","","","5"
"PDS/Linke","1992","Couple + C. LE and GT 16","5","","","","5"
"SPD","1992","1-pers.-HH","281","0.443069331433594","0.403486503763284","0.482652159103904","2"
"SPD","1992","Couple + C. LE and GT 16","192","0.474581421939349","0.425148858030641","0.524013985848057","2"
"SPD","1992","(Married) couple without C. ","711","0.445453724572447","0.421000855570072","0.469906593574823","2"
"SPD","1992","Couple + C. LE 16 ","651","0.487921368369035","0.460986713506139","0.51485602323193","2"
"SPD","1992","Couple + C. GT 16 ","467","0.391432253590345","0.362497433935791","0.420367073244899","2"
"SPD","1992","Single parent ","91","0.357227882613284","0.294615818488607","0.419839946737962","2"
"AfD","1993","Couple + C. LE 16 ","","","","","7"
"AfD","1993","1-pers.-HH","","","","","7"
"AfD","1993","(Married) couple without C. ","","","","","7"
"AfD","1993","Single parent ","","","","","7"
"AfD","1993","Couple + C. GT 16 ","","","","","7"
"AfD","1993","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1993","Couple + C. GT 16 ","357","0.434897293652237","0.403306570399827","0.466488016904647","1"
