"party","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"SPD","2001","Employed","no migration background","2179","0.43740060447102","0.423760653362898","0.451040555579143"
"SPD","2001","Employed","direct migration background","243","0.48111877156498","0.437924449492519","0.52431309363744"
"SPD","2001","Employed","indirect migration background","97","0.533073153612766","0.456247120021015","0.609899187204517"
"FDP","2001","Not Employed","no migration background","89","0.0322917869081112","0.0261380813493771","0.0384454924668454"
"FDP","2001","Not Employed","direct migration background","8","","",""
"FDP","2001","Not Employed","indirect migration background","1","","",""
"FDP","2001","Employed","no migration background","207","0.0434808695178103","0.037873367559091","0.0490883714765296"
"FDP","2001","Employed","direct migration background","15","","",""
"FDP","2001","Employed","indirect migration background","6","","",""
"Grüne","2001","Not Employed","no migration background","149","0.0398388289474759","0.0330304485686353","0.0466472093263166"
"Grüne","2001","Not Employed","direct migration background","19","","",""
"Grüne","2001","Not Employed","indirect migration background","8","","",""
"Grüne","2001","Employed","no migration background","515","0.103375707951114","0.0950045026611217","0.111746913241105"
"Grüne","2001","Employed","direct migration background","30","0.0700787930573619","0.0480097798660994","0.0921478062486244"
"Grüne","2001","Employed","indirect migration background","22","","",""
"PDS/Linke","2001","Not Employed","no migration background","182","0.0443398255302179","0.0371739840968978","0.0515056669635379"
"PDS/Linke","2001","Not Employed","direct migration background","12","","",""
"PDS/Linke","2001","Not Employed","indirect migration background","","","",""
"PDS/Linke","2001","Employed","no migration background","239","0.0383335678311519","0.0330542799704119","0.043612855691892"
"PDS/Linke","2001","Employed","direct migration background","9","","",""
"PDS/Linke","2001","Employed","indirect migration background","5","","",""
"NPD Combination","2001","Not Employed","no migration background","18","","",""
"NPD Combination","2001","Not Employed","direct migration background","1","","",""
"NPD Combination","2001","Not Employed","indirect migration background","","","",""
"NPD Combination","2001","Employed","no migration background","80","0.0124727410504364","0.00942113130798987","0.0155243507928829"
"NPD Combination","2001","Employed","direct migration background","1","","",""
"NPD Combination","2001","Employed","indirect migration background","","","",""
"AfD","2001","Not Employed","no migration background","","","",""
"AfD","2001","Not Employed","direct migration background","","","",""
"AfD","2001","Not Employed","indirect migration background","","","",""
"AfD","2001","Employed","no migration background","","","",""
"AfD","2001","Employed","direct migration background","","","",""
"AfD","2001","Employed","indirect migration background","","","",""
"Other","2001","Not Employed","no migration background","24","","",""
"Other","2001","Not Employed","direct migration background","1","","",""
"Other","2001","Not Employed","indirect migration background","","","",""
"Other","2001","Employed","no migration background","56","0.0116074916211455","0.00866234171170256","0.0145526415305884"
"Other","2001","Employed","direct migration background","8","","",""
"Other","2001","Employed","indirect migration background","1","","",""
"CDU/CSU","2002","Not Employed","no migration background","1446","0.431169622726084","0.414523078041117","0.447816167411051"
"CDU/CSU","2002","Not Employed","direct migration background","168","0.480269608991131","0.427626485333246","0.532912732649015"
"CDU/CSU","2002","Not Employed","indirect migration background","25","","",""
"CDU/CSU","2002","Employed","no migration background","2240","0.367113971774305","0.354868378221926","0.379359565326685"
"CDU/CSU","2002","Employed","direct migration background","226","0.423198744819964","0.381642771373851","0.464754718266077"
"CDU/CSU","2002","Employed","indirect migration background","50","0.259330287600968","0.19749899149836","0.321161583703575"
"SPD","2002","Not Employed","no migration background","1405","0.427828253151367","0.411197704858972","0.444458801443761"
"SPD","2002","Not Employed","direct migration background","139","0.384676089251886","0.333412438241037","0.435939740262735"
"SPD","2002","Not Employed","indirect migration background","27","","",""
"SPD","2002","Employed","no migration background","2331","0.41248949292178","0.399983133838931","0.42499585200463"
"SPD","2002","Employed","direct migration background","257","0.465579169718537","0.42362388857248","0.507534450864594"
"SPD","2002","Employed","indirect migration background","108","0.482057030588792","0.411561819017126","0.552552242160457"
"FDP","2002","Not Employed","no migration background","121","0.0352128279892057","0.0290173496160255","0.0414083063623859"
"FDP","2002","Not Employed","direct migration background","6","","",""
"FDP","2002","Not Employed","indirect migration background","2","","",""
"FDP","2002","Employed","no migration background","366","0.0534281967685427","0.0477150067359389","0.0591413868011465"
"FDP","2002","Employed","direct migration background","14","","",""
"FDP","2002","Employed","indirect migration background","6","","",""
"Grüne","2002","Not Employed","no migration background","154","0.0357823089823966","0.029538776708515","0.0420258412562782"
"Grüne","2002","Not Employed","direct migration background","17","","",""
"Grüne","2002","Not Employed","indirect migration background","3","","",""
"Grüne","2002","Employed","no migration background","580","0.0946734453816335","0.0872358362617658","0.102111054501501"
"Grüne","2002","Employed","direct migration background","28","","",""
"Grüne","2002","Employed","indirect migration background","22","","",""
"PDS/Linke","2002","Not Employed","no migration background","240","0.0580649736309061","0.0502040021187865","0.0659259451430256"
"PDS/Linke","2002","Not Employed","direct migration background","12","","",""
"PDS/Linke","2002","Not Employed","indirect migration background","","","",""
"PDS/Linke","2002","Employed","no migration background","303","0.0459144709182631","0.0405972454498055","0.0512316963867207"
"PDS/Linke","2002","Employed","direct migration background","11","","",""
"PDS/Linke","2002","Employed","indirect migration background","6","","",""
"NPD Combination","2002","Not Employed","no migration background","11","","",""
"NPD Combination","2002","Not Employed","direct migration background","1","","",""
"NPD Combination","2002","Not Employed","indirect migration background","1","","",""
"NPD Combination","2002","Employed","no migration background","64","0.0124965925617727","0.00967443188418384","0.0153187532393616"
"NPD Combination","2002","Employed","direct migration background","1","","",""
"NPD Combination","2002","Employed","indirect migration background","","","",""
"AfD","2002","Not Employed","no migration background","","","",""
"AfD","2002","Not Employed","direct migration background","","","",""
"AfD","2002","Not Employed","indirect migration background","","","",""
"AfD","2002","Employed","no migration background","","","",""
"AfD","2002","Employed","direct migration background","","","",""
"AfD","2002","Employed","indirect migration background","","","",""
"Other","2002","Not Employed","no migration background","23","","",""
"Other","2002","Not Employed","direct migration background","3","","",""
"Other","2002","Not Employed","indirect migration background","2","","",""
"Other","2002","Employed","no migration background","68","0.013883829673702","0.0109112376472774","0.0168564217001266"
"Other","2002","Employed","direct migration background","6","","",""
"Other","2002","Employed","indirect migration background","1","","",""
"CDU/CSU","2003","Not Employed","no migration background","1611","0.45668488623923","0.440289828968954","0.473079943509506"
"CDU/CSU","2003","Not Employed","direct migration background","177","0.500319702894147","0.446373480723548","0.554265925064745"
"CDU/CSU","2003","Not Employed","indirect migration background","27","","",""
"CDU/CSU","2003","Employed","no migration background","2540","0.407954248341934","0.395536540152964","0.420371956530905"
"CDU/CSU","2003","Employed","direct migration background","247","0.457761254083165","0.414648655830501","0.50087385233583"
"CDU/CSU","2003","Employed","indirect migration background","54","0.320884900983301","0.255025804130823","0.38674399783578"
"SPD","2003","Not Employed","no migration background","1379","0.409034930559902","0.392852646151006","0.425217214968799"
"SPD","2003","Not Employed","direct migration background","117","0.339604907963007","0.288509717944831","0.390700097981182"
"SPD","2003","Not Employed","indirect migration background","35","0.42445697625424","0.317478378779173","0.531435573729308"
"SPD","2003","Employed","no migration background","2095","0.363250693340964","0.351098755157915","0.375402631524013"
"SPD","2003","Employed","direct migration background","204","0.371962546527554","0.330137947448258","0.413787145606849"
"SPD","2003","Employed","indirect migration background","87","0.404658953999808","0.335412597562259","0.473905310437358"
"FDP","2003","Not Employed","no migration background","123","0.0325393865904291","0.0266995586329568","0.0383792145479013"
"FDP","2003","Not Employed","direct migration background","2","","",""
"FDP","2003","Not Employed","indirect migration background","2","","",""
"FDP","2003","Employed","no migration background","311","0.0476451478545462","0.0422628611986661","0.0530274345104264"
"FDP","2003","Employed","direct migration background","12","","",""
"FDP","2003","Employed","indirect migration background","3","","",""
"Grüne","2003","Not Employed","no migration background","213","0.0483971815145985","0.0413337356581497","0.0554606273710472"
"Grüne","2003","Not Employed","direct migration background","19","","",""
"Grüne","2003","Not Employed","indirect migration background","16","","",""
"Grüne","2003","Employed","no migration background","760","0.133265170139128","0.124677812728175","0.14185252755008"
"Grüne","2003","Employed","direct migration background","40","0.096865497120698","0.0712707889944735","0.122460205246922"
"Grüne","2003","Employed","indirect migration background","40","0.235293189482024","0.175449054487373","0.295137324476675"
"PDS/Linke","2003","Not Employed","no migration background","179","0.0401324086585452","0.033672416324656","0.0465924009924344"
"PDS/Linke","2003","Not Employed","direct migration background","10","","",""
"PDS/Linke","2003","Not Employed","indirect migration background","","","",""
"PDS/Linke","2003","Employed","no migration background","208","0.0293068043801874","0.0250451001005199","0.0335685086598548"
"PDS/Linke","2003","Employed","direct migration background","7","","",""
"PDS/Linke","2003","Employed","indirect migration background","4","","",""
"NPD Combination","2003","Not Employed","no migration background","15","","",""
"NPD Combination","2003","Not Employed","direct migration background","1","","",""
"NPD Combination","2003","Not Employed","indirect migration background","","","",""
"NPD Combination","2003","Employed","no migration background","49","0.0097260545001759","0.00724632612825363","0.0122057828720982"
"NPD Combination","2003","Employed","direct migration background","2","","",""
"NPD Combination","2003","Employed","indirect migration background","1","","",""
"AfD","2003","Not Employed","no migration background","","","",""
"AfD","2003","Not Employed","direct migration background","","","",""
"AfD","2003","Not Employed","indirect migration background","","","",""
"AfD","2003","Employed","no migration background","","","",""
"AfD","2003","Employed","direct migration background","","","",""
"AfD","2003","Employed","indirect migration background","","","",""
"Other","2003","Not Employed","no migration background","26","","",""
"Other","2003","Not Employed","direct migration background","4","","",""
"Other","2003","Not Employed","indirect migration background","2","","",""
"Other","2003","Employed","no migration background","54","0.00885188144306448","0.00648517082053687","0.0112185920655921"
"Other","2003","Employed","direct migration background","1","","",""
"Other","2003","Employed","indirect migration background","4","","",""
"CDU/CSU","2004","Not Employed","no migration background","1435","0.474864549439024","0.457179953729357","0.492549145148692"
"CDU/CSU","2004","Not Employed","direct migration background","154","0.539100455002893","0.481828819500751","0.596372090505035"
"CDU/CSU","2004","Not Employed","indirect migration background","24","","",""
"CDU/CSU","2004","Employed","no migration background","2150","0.418010957030664","0.404401972983568","0.431619941077759"
"CDU/CSU","2004","Employed","direct migration background","217","0.482648306886003","0.435797647953455","0.529498965818552"
"CDU/CSU","2004","Employed","indirect migration background","51","0.290740761737117","0.220813576607574","0.36066794686666"
"SPD","2004","Not Employed","no migration background","1089","0.381323259948449","0.364122282144806","0.398524237752091"
"SPD","2004","Not Employed","direct migration background","99","0.333078721396781","0.278926992356637","0.387230450436924"
"SPD","2004","Not Employed","indirect migration background","23","","",""
"SPD","2004","Employed","no migration background","1657","0.338802617791559","0.325743512926111","0.351861722657007"
"SPD","2004","Employed","direct migration background","153","0.357739937073109","0.312798542544428","0.40268133160179"
"SPD","2004","Employed","indirect migration background","80","0.417232116310046","0.341299694079524","0.493164538540567"
"FDP","2004","Not Employed","no migration background","97","0.0313947473868736","0.025219185204994","0.0375703095687531"
"FDP","2004","Not Employed","direct migration background","7","","",""
"FDP","2004","Not Employed","indirect migration background","","","",""
"FDP","2004","Employed","no migration background","275","0.0512837292374916","0.0451977223196077","0.0573697361553755"
"FDP","2004","Employed","direct migration background","14","","",""
"FDP","2004","Employed","indirect migration background","2","","",""
"Grüne","2004","Not Employed","no migration background","198","0.0447038118488368","0.0373854160552573","0.0520222076424164"
"Grüne","2004","Not Employed","direct migration background","19","","",""
"Grüne","2004","Not Employed","indirect migration background","11","","",""
"Grüne","2004","Employed","no migration background","650","0.132820093938994","0.123456103481096","0.142184084396891"
"Grüne","2004","Employed","direct migration background","36","0.0836369668651181","0.0576808159650313","0.109593117765205"
"Grüne","2004","Employed","indirect migration background","25","","",""
"PDS/Linke","2004","Not Employed","no migration background","197","0.0513732330769587","0.0435553219514653","0.0591911442024522"
"PDS/Linke","2004","Not Employed","direct migration background","8","","",""
"PDS/Linke","2004","Not Employed","indirect migration background","1","","",""
"PDS/Linke","2004","Employed","no migration background","211","0.0360717425582855","0.0309268017197515","0.0412166833968194"
"PDS/Linke","2004","Employed","direct migration background","11","","",""
"PDS/Linke","2004","Employed","indirect migration background","4","","",""
"NPD Combination","2004","Not Employed","no migration background","11","","",""
"NPD Combination","2004","Not Employed","direct migration background","1","","",""
"NPD Combination","2004","Not Employed","indirect migration background","1","","",""
"NPD Combination","2004","Employed","no migration background","55","0.0128759612676388","0.0097653183277505","0.015986604207527"
"NPD Combination","2004","Employed","direct migration background","1","","",""
"NPD Combination","2004","Employed","indirect migration background","","","",""
"AfD","2004","Not Employed","no migration background","","","",""
"AfD","2004","Not Employed","direct migration background","","","",""
"AfD","2004","Not Employed","indirect migration background","","","",""
"AfD","2004","Employed","no migration background","","","",""
"AfD","2004","Employed","direct migration background","","","",""
"AfD","2004","Employed","indirect migration background","","","",""
"Other","2004","Not Employed","no migration background","36","0.0112338017218629","0.00750143098796552","0.0149661724557602"
"Other","2004","Not Employed","direct migration background","3","","",""
"Other","2004","Not Employed","indirect migration background","","","",""
"Other","2004","Employed","no migration background","48","0.010134898175368","0.00737131735842257","0.0128984789923135"
"Other","2004","Employed","direct migration background","5","","",""
"Other","2004","Employed","indirect migration background","","","",""
"CDU/CSU","2005","Not Employed","no migration background","1391","0.445148996756962","0.427837543675211","0.462460449838714"
"CDU/CSU","2005","Not Employed","direct migration background","143","0.477264209612493","0.421023948467629","0.533504470757357"
"CDU/CSU","2005","Not Employed","indirect migration background","15","","",""
"CDU/CSU","2005","Employed","no migration background","1969","0.380471005653499","0.36699897878114","0.393943032525859"
"CDU/CSU","2005","Employed","direct migration background","203","0.441465020497943","0.394531060301923","0.488398980693963"
"CDU/CSU","2005","Employed","indirect migration background","44","0.293598472043584","0.222134277645125","0.365062666442042"
"SPD","2005","Not Employed","no migration background","1222","0.409213941870789","0.392086876098157","0.426341007643421"
"SPD","2005","Not Employed","direct migration background","121","0.382586364798035","0.327862138654643","0.437310590941427"
"SPD","2005","Not Employed","indirect migration background","32","0.531481665963504","0.403059043787363","0.659904288139644"
"SPD","2005","Employed","no migration background","1674","0.342987197152415","0.32981472740222","0.35615966690261"
"SPD","2005","Employed","direct migration background","169","0.397498132241074","0.351242927441121","0.443753337041027"
"SPD","2005","Employed","indirect migration background","79","0.421707253780154","0.344213767404726","0.499200740155582"
"FDP","2005","Not Employed","no migration background","103","0.027038414072883","0.0213886398858838","0.0326881882598822"
"FDP","2005","Not Employed","direct migration background","7","","",""
"FDP","2005","Not Employed","indirect migration background","2","","",""
"FDP","2005","Employed","no migration background","273","0.0481772064802578","0.042235103193893","0.0541193097666227"
"FDP","2005","Employed","direct migration background","11","","",""
"FDP","2005","Employed","indirect migration background","3","","",""
"Grüne","2005","Not Employed","no migration background","194","0.0472969640502644","0.039902817691797","0.0546911104087318"
"Grüne","2005","Not Employed","direct migration background","18","","",""
"Grüne","2005","Not Employed","indirect migration background","8","","",""
"Grüne","2005","Employed","no migration background","692","0.151902180407297","0.141942479049518","0.161861881765076"
"Grüne","2005","Employed","direct migration background","31","0.0863813666823306","0.0598288082681327","0.112933925096528"
"Grüne","2005","Employed","indirect migration background","25","","",""
"PDS/Linke","2005","Not Employed","no migration background","194","0.0479698347312564","0.0405259077996056","0.0554137616629072"
"PDS/Linke","2005","Not Employed","direct migration background","13","","",""
"PDS/Linke","2005","Not Employed","indirect migration background","","","",""
"PDS/Linke","2005","Employed","no migration background","235","0.0378533340436871","0.0325577477756481","0.0431489203117262"
"PDS/Linke","2005","Employed","direct migration background","11","","",""
"PDS/Linke","2005","Employed","indirect migration background","2","","",""
"NPD Combination","2005","Not Employed","no migration background","32","0.010827556900392","0.00722265145735651","0.0144324623434275"
"NPD Combination","2005","Not Employed","direct migration background","","","",""
"NPD Combination","2005","Not Employed","indirect migration background","","","",""
"NPD Combination","2005","Employed","no migration background","98","0.0275008036243568","0.0229628645892675","0.0320387426594462"
"NPD Combination","2005","Employed","direct migration background","1","","",""
"NPD Combination","2005","Employed","indirect migration background","2","","",""
"AfD","2005","Not Employed","no migration background","","","",""
"AfD","2005","Not Employed","direct migration background","","","",""
"AfD","2005","Not Employed","indirect migration background","","","",""
"AfD","2005","Employed","no migration background","","","",""
"AfD","2005","Employed","direct migration background","","","",""
"AfD","2005","Employed","indirect migration background","","","",""
"Other","2005","Not Employed","no migration background","30","0.012504291617453","0.00863358913562664","0.0163749940992794"
"Other","2005","Not Employed","direct migration background","1","","",""
"Other","2005","Not Employed","indirect migration background","1","","",""
"Other","2005","Employed","no migration background","48","0.0111082726384876","0.0081999741595737","0.0140165711174015"
"Other","2005","Employed","direct migration background","4","","",""
"Other","2005","Employed","indirect migration background","1","","",""
"CDU/CSU","2006","Not Employed","no migration background","1661","0.442766658521496","0.426847566547177","0.458685750495816"
"CDU/CSU","2006","Not Employed","direct migration background","149","0.383847489408324","0.330729256534851","0.436965722281797"
"CDU/CSU","2006","Not Employed","indirect migration background","14","","",""
"CDU/CSU","2006","Employed","no migration background","2271","0.382195943263291","0.369621925184265","0.394769961342318"
"CDU/CSU","2006","Employed","direct migration background","180","0.371344158051669","0.326603346252141","0.416084969851196"
"CDU/CSU","2006","Employed","indirect migration background","49","0.232108387710334","0.171920019624796","0.292296755795871"
"SPD","2006","Not Employed","no migration background","1422","0.398960492950763","0.383266670114756","0.414654315786771"
"SPD","2006","Not Employed","direct migration background","131","0.485063237604796","0.430475350484688","0.539651124724905"
"SPD","2006","Not Employed","indirect migration background","33","0.502079918977336","0.376607167916788","0.627552670037885"
"SPD","2006","Employed","no migration background","1939","0.343390596087467","0.33110338231778","0.355677809857154"
"SPD","2006","Employed","direct migration background","194","0.444469897281052","0.398456525478889","0.490483269083215"
"SPD","2006","Employed","indirect migration background","93","0.434914554657535","0.364237861632273","0.505591247682798"
"FDP","2006","Not Employed","no migration background","125","0.0343449907434961","0.0285084571358138","0.0401815243511784"
"FDP","2006","Not Employed","direct migration background","11","","",""
"FDP","2006","Not Employed","indirect migration background","3","","",""
"FDP","2006","Employed","no migration background","347","0.0572687705676245","0.0512562227542737","0.0632813183809753"
"FDP","2006","Employed","direct migration background","12","","",""
"FDP","2006","Employed","indirect migration background","8","","",""
"Grüne","2006","Not Employed","no migration background","194","0.0391481806343705","0.0329323912546642","0.0453639700140768"
"Grüne","2006","Not Employed","direct migration background","20","","",""
"Grüne","2006","Not Employed","indirect migration background","9","","",""
"Grüne","2006","Employed","no migration background","706","0.129269020812814","0.120587518330641","0.137950523294987"
"Grüne","2006","Employed","direct migration background","35","0.0806232131601127","0.0554124552318787","0.105833971088347"
"Grüne","2006","Employed","indirect migration background","28","","",""
"PDS/Linke","2006","Not Employed","no migration background","281","0.0692714394544604","0.0611337536721977","0.0774091252367231"
"PDS/Linke","2006","Not Employed","direct migration background","10","","",""
"PDS/Linke","2006","Not Employed","indirect migration background","2","","",""
"PDS/Linke","2006","Employed","no migration background","319","0.0504441343501513","0.0447808122417527","0.0561074564585499"
"PDS/Linke","2006","Employed","direct migration background","19","","",""
"PDS/Linke","2006","Employed","indirect migration background","4","","",""
"NPD Combination","2006","Not Employed","no migration background","24","","",""
"NPD Combination","2006","Not Employed","direct migration background","","","",""
"NPD Combination","2006","Not Employed","indirect migration background","","","",""
"NPD Combination","2006","Employed","no migration background","107","0.0275300977464818","0.0232961292017731","0.0317640662911904"
"NPD Combination","2006","Employed","direct migration background","2","","",""
"NPD Combination","2006","Employed","indirect migration background","3","","",""
"AfD","2006","Not Employed","no migration background","","","",""
"AfD","2006","Not Employed","direct migration background","","","",""
"AfD","2006","Not Employed","indirect migration background","","","",""
"AfD","2006","Employed","no migration background","","","",""
"AfD","2006","Employed","direct migration background","","","",""
"AfD","2006","Employed","indirect migration background","","","",""
"Other","2006","Not Employed","no migration background","33","0.00968828148624862","0.00654906242148454","0.0128275005510127"
"Other","2006","Not Employed","direct migration background","1","","",""
"Other","2006","Not Employed","indirect migration background","","","",""
"Other","2006","Employed","no migration background","48","0.00990143717217008","0.00733934942700649","0.0124635249173337"
"Other","2006","Employed","direct migration background","6","","",""
"Other","2006","Employed","indirect migration background","4","","",""
"CDU/CSU","2007","Not Employed","no migration background","1430","0.437098340878823","0.420068454353386","0.45412822740426"
"CDU/CSU","2007","Not Employed","direct migration background","117","0.403724419839987","0.343146571722021","0.464302267957952"
"CDU/CSU","2007","Not Employed","indirect migration background","13","","",""
"CDU/CSU","2007","Employed","no migration background","1812","0.369514169587132","0.355818079736972","0.383210259437292"
"CDU/CSU","2007","Employed","direct migration background","143","0.341135978645358","0.29110946906358","0.391162488227136"
"CDU/CSU","2007","Employed","indirect migration background","46","0.238883583084507","0.173623914482305","0.30414325168671"
"SPD","2007","Not Employed","no migration background","1211","0.395893020671372","0.379102979536291","0.412683061806453"
"SPD","2007","Not Employed","direct migration background","97","0.42043807811956","0.359491579042194","0.481384577196925"
"SPD","2007","Not Employed","indirect migration background","28","","",""
"SPD","2007","Employed","no migration background","1583","0.336888953660651","0.323477375048925","0.350300532272378"
"SPD","2007","Employed","direct migration background","146","0.451619596537206","0.399106709424388","0.504132483650025"
"SPD","2007","Employed","indirect migration background","82","0.444750057483905","0.368694941219728","0.520805173748081"
"FDP","2007","Not Employed","no migration background","126","0.0359228904611937","0.0295336764779706","0.0423121044444167"
"FDP","2007","Not Employed","direct migration background","9","","",""
"FDP","2007","Not Employed","indirect migration background","5","","",""
"FDP","2007","Employed","no migration background","315","0.053783368675224","0.0473821498827578","0.0601845874676901"
"FDP","2007","Employed","direct migration background","8","","",""
"FDP","2007","Employed","indirect migration background","5","","",""
"Grüne","2007","Not Employed","no migration background","195","0.0506020451948369","0.0430769137250343","0.0581271766646395"
"Grüne","2007","Not Employed","direct migration background","18","","",""
"Grüne","2007","Not Employed","indirect migration background","10","","",""
"Grüne","2007","Employed","no migration background","641","0.148256271734549","0.138172932180739","0.15833961128836"
"Grüne","2007","Employed","direct migration background","28","","",""
"Grüne","2007","Employed","indirect migration background","22","","",""
"PDS/Linke","2007","Not Employed","no migration background","255","0.0683542903147","0.0596903750871157","0.0770182055422843"
"PDS/Linke","2007","Not Employed","direct migration background","9","","",""
"PDS/Linke","2007","Not Employed","indirect migration background","","","",""
"PDS/Linke","2007","Employed","no migration background","278","0.0557876297206635","0.0492751380547709","0.062300121386556"
"PDS/Linke","2007","Employed","direct migration background","14","","",""
"PDS/Linke","2007","Employed","indirect migration background","7","","",""
"NPD Combination","2007","Not Employed","no migration background","21","","",""
"NPD Combination","2007","Not Employed","direct migration background","1","","",""
"NPD Combination","2007","Not Employed","indirect migration background","","","",""
"NPD Combination","2007","Employed","no migration background","92","0.0255332187632671","0.0210573258712968","0.0300091116552374"
"NPD Combination","2007","Employed","direct migration background","2","","",""
"NPD Combination","2007","Employed","indirect migration background","","","",""
"AfD","2007","Not Employed","no migration background","","","",""
"AfD","2007","Not Employed","direct migration background","","","",""
"AfD","2007","Not Employed","indirect migration background","","","",""
"AfD","2007","Employed","no migration background","","","",""
"AfD","2007","Employed","direct migration background","","","",""
"AfD","2007","Employed","indirect migration background","","","",""
"Other","2007","Not Employed","no migration background","21","","",""
"Other","2007","Not Employed","direct migration background","1","","",""
"Other","2007","Not Employed","indirect migration background","","","",""
"Other","2007","Employed","no migration background","50","0.0102363878585126","0.00738022813310516","0.01309254758392"
"Other","2007","Employed","direct migration background","4","","",""
"Other","2007","Employed","indirect migration background","2","","",""
"CDU/CSU","2008","Not Employed","no migration background","1412","0.462578845228732","0.445024381546092","0.480133308911371"
"CDU/CSU","2008","Not Employed","direct migration background","124","0.462717097624723","0.399371141398117","0.526063053851328"
"CDU/CSU","2008","Not Employed","indirect migration background","12","","",""
"CDU/CSU","2008","Employed","no migration background","1753","0.377413181416517","0.363244043336143","0.391582319496891"
"CDU/CSU","2008","Employed","direct migration background","142","0.386750929550024","0.333804028899342","0.439697830200707"
"CDU/CSU","2008","Employed","indirect migration background","57","0.308475776784694","0.240046287503249","0.376905266066139"
"SPD","2008","Not Employed","no migration background","1067","0.364212335494654","0.347270101443894","0.381154569545413"
"SPD","2008","Not Employed","direct migration background","91","0.432567727245482","0.369625271067811","0.495510183423152"
"SPD","2008","Not Employed","indirect migration background","22","","",""
"SPD","2008","Employed","no migration background","1418","0.324208894691094","0.310526767033067","0.337891022349121"
"SPD","2008","Employed","direct migration background","125","0.394586848584828","0.34144904011","0.447724657059656"
"SPD","2008","Employed","indirect migration background","77","0.40628718616742","0.333520291716429","0.479054080618412"
"FDP","2008","Not Employed","no migration background","134","0.039766539837235","0.0328866002858324","0.0466464793886376"
"FDP","2008","Not Employed","direct migration background","5","","",""
"FDP","2008","Not Employed","indirect migration background","3","","",""
"FDP","2008","Employed","no migration background","302","0.0594601710220342","0.0525476476549852","0.0663726943890831"
"FDP","2008","Employed","direct migration background","13","","",""
"FDP","2008","Employed","indirect migration background","8","","",""
"Grüne","2008","Not Employed","no migration background","168","0.0461059804051501","0.0387224172053897","0.0534895436049105"
"Grüne","2008","Not Employed","direct migration background","9","","",""
"Grüne","2008","Not Employed","indirect migration background","8","","",""
"Grüne","2008","Employed","no migration background","608","0.147434801175062","0.137071485090351","0.157798117259773"
"Grüne","2008","Employed","direct migration background","26","","",""
"Grüne","2008","Employed","indirect migration background","23","","",""
"PDS/Linke","2008","Not Employed","no migration background","278","0.073923405376259","0.0647114518255831","0.0831353589269349"
"PDS/Linke","2008","Not Employed","direct migration background","8","","",""
"PDS/Linke","2008","Not Employed","indirect migration background","","","",""
"PDS/Linke","2008","Employed","no migration background","302","0.0633166177796097","0.0561980897180376","0.0704351458411817"
"PDS/Linke","2008","Employed","direct migration background","17","","",""
"PDS/Linke","2008","Employed","indirect migration background","5","","",""
"NPD Combination","2008","Not Employed","no migration background","20","","",""
"NPD Combination","2008","Not Employed","direct migration background","","","",""
"NPD Combination","2008","Not Employed","indirect migration background","","","",""
"NPD Combination","2008","Employed","no migration background","83","0.020530978199109","0.016385877237143","0.024676079161075"
"NPD Combination","2008","Employed","direct migration background","","","",""
"NPD Combination","2008","Employed","indirect migration background","2","","",""
"AfD","2008","Not Employed","no migration background","","","",""
"AfD","2008","Not Employed","direct migration background","","","",""
"AfD","2008","Not Employed","indirect migration background","","","",""
"AfD","2008","Employed","no migration background","","","",""
"AfD","2008","Employed","direct migration background","","","",""
"AfD","2008","Employed","indirect migration background","","","",""
"Other","2008","Not Employed","no migration background","20","","",""
"Other","2008","Not Employed","direct migration background","1","","",""
"Other","2008","Not Employed","indirect migration background","2","","",""
"Other","2008","Employed","no migration background","30","0.00763535571657415","0.00509095670252662","0.0101797547306217"
"Other","2008","Employed","direct migration background","2","","",""
"Other","2008","Employed","indirect migration background","3","","",""
"CDU/CSU","2009","Not Employed","no migration background","1298","0.449448384692754","0.431449028606263","0.467447740779246"
"CDU/CSU","2009","Not Employed","direct migration background","106","0.408496747067311","0.341533610451193","0.475459883683429"
"CDU/CSU","2009","Not Employed","indirect migration background","6","","",""
"CDU/CSU","2009","Employed","no migration background","1490","0.357477400869117","0.342755427106782","0.372199374631453"
"CDU/CSU","2009","Employed","direct migration background","118","0.349199569892076","0.293658321261565","0.404740818522587"
"CDU/CSU","2009","Employed","indirect migration background","40","0.266395760412262","0.192370085074454","0.34042143575007"
"SPD","2009","Not Employed","no migration background","956","0.348053897232532","0.330817474631676","0.365290319833387"
"SPD","2009","Not Employed","direct migration background","63","0.343118074151789","0.278444275190487","0.40779187311309"
"SPD","2009","Not Employed","indirect migration background","23","","",""
"SPD","2009","Employed","no migration background","1191","0.286700048814324","0.272808600722708","0.300591496905941"
"SPD","2009","Employed","direct migration background","100","0.359452552268719","0.303547467334347","0.41535763720309"
"SPD","2009","Employed","indirect migration background","55","0.367950968162633","0.287198060730515","0.448703875594751"
"FDP","2009","Not Employed","no migration background","209","0.0636179407423657","0.0547864425986565","0.072449438886075"
"FDP","2009","Not Employed","direct migration background","8","","",""
"FDP","2009","Not Employed","indirect migration background","4","","",""
"FDP","2009","Employed","no migration background","388","0.0953556993982752","0.0863335545879605","0.10437784420859"
"FDP","2009","Employed","direct migration background","20","","",""
"FDP","2009","Employed","indirect migration background","15","","",""
"Grüne","2009","Not Employed","no migration background","175","0.053851976149675","0.0456843020230689","0.062019650276281"
"Grüne","2009","Not Employed","direct migration background","17","","",""
