"party","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","2002","Hesse","Other degree","","","",""
"CDU/CSU","2002","Hesse","no degree/no degree yet","","","",""
"CDU/CSU","2002","Rhineland-Palatinate,Saarland","lower secondary degree","112","0.39292530325642","0.336322083118149","0.449528523394691"
"CDU/CSU","2002","Rhineland-Palatinate,Saarland","secondary school degree","63","0.397441141752617","0.313958290387243","0.480923993117991"
"CDU/CSU","2002","Rhineland-Palatinate,Saarland","college entrance qualification","60","0.445213134967123","0.365413293915457","0.525012976018788"
"CDU/CSU","2002","Rhineland-Palatinate,Saarland","Other degree","","","",""
"CDU/CSU","2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"CDU/CSU","2002","Baden-Württemberg","lower secondary degree","186","0.451462670488468","0.402755834145298","0.500169506831639"
"CDU/CSU","2002","Baden-Württemberg","secondary school degree","128","0.456017443257647","0.40030372830475","0.511731158210544"
"CDU/CSU","2002","Baden-Württemberg","college entrance qualification","142","0.374657904857738","0.327748197972156","0.421567611743321"
"CDU/CSU","2002","Baden-Württemberg","Other degree","30","0.420774678645794","0.318780495438196","0.522768861853392"
"CDU/CSU","2002","Baden-Württemberg","no degree/no degree yet","","","",""
"CDU/CSU","2002","Bavaria","lower secondary degree","348","0.563689266446644","0.523638735784762","0.603739797108526"
"CDU/CSU","2002","Bavaria","secondary school degree","218","0.60233058250655","0.553057805490513","0.651603359522586"
"CDU/CSU","2002","Bavaria","college entrance qualification","200","0.431021651981562","0.38690294012647","0.475140363836655"
"CDU/CSU","2002","Bavaria","Other degree","40","0.640106173025647","0.522515923883059","0.757696422168235"
"CDU/CSU","2002","Bavaria","no degree/no degree yet","","","",""
"CDU/CSU","2002","Berlin","lower secondary degree","","","",""
"CDU/CSU","2002","Berlin","secondary school degree","","","",""
"CDU/CSU","2002","Berlin","college entrance qualification","40","0.194679338267055","0.13777623254505","0.251582443989059"
"CDU/CSU","2002","Berlin","Other degree","","","",""
"CDU/CSU","2002","Berlin","no degree/no degree yet","","","",""
"CDU/CSU","2002","Brandenburg","lower secondary degree","","","",""
"CDU/CSU","2002","Brandenburg","secondary school degree","","","",""
"CDU/CSU","2002","Brandenburg","college entrance qualification","","","",""
"CDU/CSU","2002","Brandenburg","Other degree","","","",""
"CDU/CSU","2002","Brandenburg","no degree/no degree yet","","","",""
"CDU/CSU","2002","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"CDU/CSU","2002","Mecklenburg-Western Pomerania","secondary school degree","33","0.380911186321352","0.272445824259234","0.489376548383471"
"CDU/CSU","2002","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"CDU/CSU","2002","Mecklenburg-Western Pomerania","Other degree","","","",""
"CDU/CSU","2002","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"CDU/CSU","2002","Saxony","lower secondary degree","71","0.438801770260967","0.362386014016009","0.515217526505925"
"CDU/CSU","2002","Saxony","secondary school degree","105","0.492684984756323","0.427359844085217","0.558010125427429"
"CDU/CSU","2002","Saxony","college entrance qualification","49","0.283844307248187","0.213093791457459","0.354594823038915"
"CDU/CSU","2002","Saxony","Other degree","","","",""
"CDU/CSU","2002","Saxony","no degree/no degree yet","","","",""
"CDU/CSU","2002","Saxony-Anhalt","lower secondary degree","49","0.372818203820112","0.284440147089995","0.461196260550229"
"CDU/CSU","2002","Saxony-Anhalt","secondary school degree","49","0.356547007471287","0.270488973409659","0.442605041532915"
"CDU/CSU","2002","Saxony-Anhalt","college entrance qualification","","","",""
"CDU/CSU","2002","Saxony-Anhalt","Other degree","","","",""
"CDU/CSU","2002","Saxony-Anhalt","no degree/no degree yet","","","",""
"CDU/CSU","2002","Thuringia","lower secondary degree","43","0.397726532148552","0.305421503636958","0.490031560660147"
"CDU/CSU","2002","Thuringia","secondary school degree","54","0.33687014513614","0.255933910611993","0.417806379660287"
"CDU/CSU","2002","Thuringia","college entrance qualification","","","",""
"CDU/CSU","2002","Thuringia","Other degree","","","",""
"CDU/CSU","2002","Thuringia","no degree/no degree yet","","","",""
"SPD","2002","Schleswig-Holstein","lower secondary degree","79","0.624596108057875","0.542609161152954","0.706583054962797"
"SPD","2002","Schleswig-Holstein","secondary school degree","53","0.54042015523521","0.442250616654834","0.638589693815587"
"SPD","2002","Schleswig-Holstein","college entrance qualification","44","0.411334619498377","0.317213882158052","0.505455356838701"
"SPD","2002","Schleswig-Holstein","Other degree","","","",""
"SPD","2002","Schleswig-Holstein","no degree/no degree yet","","","",""
"SPD","2002","Hamburg","lower secondary degree","34","0.629289402815181","0.50278757892096","0.755791226709401"
"SPD","2002","Hamburg","secondary school degree","","","",""
"SPD","2002","Hamburg","college entrance qualification","41","0.550381118468647","0.446446365386012","0.654315871551282"
"SPD","2002","Hamburg","Other degree","","","",""
"SPD","2002","Hamburg","no degree/no degree yet","","","",""
"SPD","2002","Lower Saxony","lower secondary degree","205","0.535589800595418","0.485900872043647","0.58527872914719"
"SPD","2002","Lower Saxony","secondary school degree","120","0.422466096942754","0.364505791902181","0.480426401983327"
"SPD","2002","Lower Saxony","college entrance qualification","119","0.333934473685754","0.279840887876901","0.388028059494607"
"SPD","2002","Lower Saxony","Other degree","","","",""
"SPD","2002","Lower Saxony","no degree/no degree yet","","","",""
"SPD","2002","Bremen","lower secondary degree","","","",""
"SPD","2002","Bremen","secondary school degree","","","",""
"SPD","2002","Bremen","college entrance qualification","","","",""
"SPD","2002","Bremen","Other degree","","","",""
"SPD","2002","Bremen","no degree/no degree yet","","","",""
"SPD","2002","North Rhine-Westphalia","lower secondary degree","506","0.581052381545425","0.548674146637359","0.613430616453491"
"SPD","2002","North Rhine-Westphalia","secondary school degree","223","0.398731329937509","0.357124297355095","0.440338362519922"
"SPD","2002","North Rhine-Westphalia","college entrance qualification","320","0.373706536318997","0.341278599347266","0.406134473290728"
"SPD","2002","North Rhine-Westphalia","Other degree","43","0.389674495746696","0.298539852300446","0.480809139192946"
"SPD","2002","North Rhine-Westphalia","no degree/no degree yet","","","",""
"SPD","2002","Hesse","lower secondary degree","137","0.606764467976391","0.543220898187811","0.670308037764972"
"SPD","2002","Hesse","secondary school degree","84","0.393611678023109","0.327691819694907","0.459531536351311"
"SPD","2002","Hesse","college entrance qualification","113","0.428085925774248","0.370640357766885","0.48553149378161"
"SPD","2002","Hesse","Other degree","","","",""
"SPD","2002","Hesse","no degree/no degree yet","","","",""
"SPD","2002","Rhineland-Palatinate,Saarland","lower secondary degree","150","0.513219067870172","0.455291773367773","0.571146362372571"
"SPD","2002","Rhineland-Palatinate,Saarland","secondary school degree","49","0.416451100682875","0.332353857427406","0.500548343938344"
"SPD","2002","Rhineland-Palatinate,Saarland","college entrance qualification","58","0.36726224447906","0.28985974704816","0.444664741909959"
"SPD","2002","Rhineland-Palatinate,Saarland","Other degree","","","",""
"SPD","2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"SPD","2002","Baden-Württemberg","lower secondary degree","189","0.476384401794238","0.427501051990128","0.525267751598349"
"SPD","2002","Baden-Württemberg","secondary school degree","120","0.36842904893318","0.314469674136911","0.422388423729448"
"SPD","2002","Baden-Württemberg","college entrance qualification","150","0.333433538607681","0.287744417192554","0.379122660022809"
"SPD","2002","Baden-Württemberg","Other degree","57","0.552014762148641","0.449276069770903","0.65475345452638"
"SPD","2002","Baden-Württemberg","no degree/no degree yet","","","",""
"SPD","2002","Bavaria","lower secondary degree","201","0.364403100688444","0.325536875696379","0.403269325680509"
"SPD","2002","Bavaria","secondary school degree","120","0.316423238880173","0.269600553599691","0.363245924160654"
"SPD","2002","Bavaria","college entrance qualification","159","0.321849472588343","0.280228247132469","0.363470698044218"
"SPD","2002","Bavaria","Other degree","","","",""
"SPD","2002","Bavaria","no degree/no degree yet","","","",""
"SPD","2002","Berlin","lower secondary degree","34","0.396852696433954","0.286859035258257","0.506846357609651"
"SPD","2002","Berlin","secondary school degree","55","0.470716178093113","0.380656381948619","0.560775974237607"
"SPD","2002","Berlin","college entrance qualification","67","0.360570314808912","0.291564927055341","0.429575702562484"
"SPD","2002","Berlin","Other degree","","","",""
"SPD","2002","Berlin","no degree/no degree yet","","","",""
"SPD","2002","Brandenburg","lower secondary degree","47","0.420881105228771","0.328198459211519","0.513563751246022"
"SPD","2002","Brandenburg","secondary school degree","48","0.310860906475475","0.233072453407086","0.388649359543864"
"SPD","2002","Brandenburg","college entrance qualification","","","",""
"SPD","2002","Brandenburg","Other degree","","","",""
"SPD","2002","Brandenburg","no degree/no degree yet","","","",""
"SPD","2002","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"SPD","2002","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"SPD","2002","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"SPD","2002","Mecklenburg-Western Pomerania","Other degree","","","",""
"SPD","2002","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"SPD","2002","Saxony","lower secondary degree","48","0.303799819174407","0.232980555799977","0.374619082548838"
"SPD","2002","Saxony","secondary school degree","47","0.184757252881565","0.134046383987396","0.235468121775734"
"SPD","2002","Saxony","college entrance qualification","38","0.243061410513929","0.175752258056776","0.310370562971083"
"SPD","2002","Saxony","Other degree","","","",""
"SPD","2002","Saxony","no degree/no degree yet","","","",""
"SPD","2002","Saxony-Anhalt","lower secondary degree","41","0.361292519730394","0.273495523649843","0.449089515810944"
"SPD","2002","Saxony-Anhalt","secondary school degree","35","0.327432827596445","0.243118078395795","0.411747576797094"
"SPD","2002","Saxony-Anhalt","college entrance qualification","","","",""
"SPD","2002","Saxony-Anhalt","Other degree","","","",""
"SPD","2002","Saxony-Anhalt","no degree/no degree yet","","","",""
"SPD","2002","Thuringia","lower secondary degree","35","0.319603030728905","0.231655663512642","0.407550397945168"
"SPD","2002","Thuringia","secondary school degree","42","0.36711001079525","0.284568071156147","0.449651950434353"
"SPD","2002","Thuringia","college entrance qualification","","","",""
"SPD","2002","Thuringia","Other degree","","","",""
"SPD","2002","Thuringia","no degree/no degree yet","","","",""
"FDP","2002","Schleswig-Holstein","lower secondary degree","","","",""
"FDP","2002","Schleswig-Holstein","secondary school degree","","","",""
"FDP","2002","Schleswig-Holstein","college entrance qualification","","","",""
"FDP","2002","Schleswig-Holstein","Other degree","","","",""
"FDP","2002","Schleswig-Holstein","no degree/no degree yet","","","",""
"FDP","2002","Hamburg","lower secondary degree","","","",""
"FDP","2002","Hamburg","secondary school degree","","","",""
"FDP","2002","Hamburg","college entrance qualification","","","",""
"FDP","2002","Hamburg","Other degree","","","",""
"FDP","2002","Hamburg","no degree/no degree yet","","","",""
"FDP","2002","Lower Saxony","lower secondary degree","","","",""
"FDP","2002","Lower Saxony","secondary school degree","","","",""
"FDP","2002","Lower Saxony","college entrance qualification","","","",""
"FDP","2002","Lower Saxony","Other degree","","","",""
"FDP","2002","Lower Saxony","no degree/no degree yet","","","",""
"FDP","2002","Bremen","lower secondary degree","","","",""
"FDP","2002","Bremen","secondary school degree","","","",""
"FDP","2002","Bremen","college entrance qualification","","","",""
"FDP","2002","Bremen","Other degree","","","",""
"FDP","2002","Bremen","no degree/no degree yet","","","",""
"FDP","2002","North Rhine-Westphalia","lower secondary degree","","","",""
"FDP","2002","North Rhine-Westphalia","secondary school degree","","","",""
"FDP","2002","North Rhine-Westphalia","college entrance qualification","81","0.0793296594069801","0.0612148026255812","0.0974445161883791"
"FDP","2002","North Rhine-Westphalia","Other degree","","","",""
"FDP","2002","North Rhine-Westphalia","no degree/no degree yet","","","",""
"FDP","2002","Hesse","lower secondary degree","","","",""
"FDP","2002","Hesse","secondary school degree","","","",""
"FDP","2002","Hesse","college entrance qualification","","","",""
"FDP","2002","Hesse","Other degree","","","",""
"FDP","2002","Hesse","no degree/no degree yet","","","",""
"FDP","2002","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"FDP","2002","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"FDP","2002","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"FDP","2002","Rhineland-Palatinate,Saarland","Other degree","","","",""
"FDP","2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"FDP","2002","Baden-Württemberg","lower secondary degree","","","",""
"FDP","2002","Baden-Württemberg","secondary school degree","","","",""
"FDP","2002","Baden-Württemberg","college entrance qualification","39","0.0972705976783104","0.0685524765370979","0.125988718819523"
"FDP","2002","Baden-Württemberg","Other degree","","","",""
"FDP","2002","Baden-Württemberg","no degree/no degree yet","","","",""
"FDP","2002","Bavaria","lower secondary degree","","","",""
"FDP","2002","Bavaria","secondary school degree","","","",""
"FDP","2002","Bavaria","college entrance qualification","38","0.0882766377326127","0.0630022965595587","0.113550978905667"
"FDP","2002","Bavaria","Other degree","","","",""
"FDP","2002","Bavaria","no degree/no degree yet","","","",""
"FDP","2002","Berlin","lower secondary degree","","","",""
"FDP","2002","Berlin","secondary school degree","","","",""
"FDP","2002","Berlin","college entrance qualification","","","",""
"FDP","2002","Berlin","Other degree","","","",""
"FDP","2002","Berlin","no degree/no degree yet","","","",""
"FDP","2002","Brandenburg","lower secondary degree","","","",""
"FDP","2002","Brandenburg","secondary school degree","","","",""
"FDP","2002","Brandenburg","college entrance qualification","","","",""
"FDP","2002","Brandenburg","Other degree","","","",""
"FDP","2002","Brandenburg","no degree/no degree yet","","","",""
"FDP","2002","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"FDP","2002","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"FDP","2002","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"FDP","2002","Mecklenburg-Western Pomerania","Other degree","","","",""
"FDP","2002","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"FDP","2002","Saxony","lower secondary degree","","","",""
"FDP","2002","Saxony","secondary school degree","","","",""
"FDP","2002","Saxony","college entrance qualification","","","",""
"FDP","2002","Saxony","Other degree","","","",""
"FDP","2002","Saxony","no degree/no degree yet","","","",""
"FDP","2002","Saxony-Anhalt","lower secondary degree","","","",""
"FDP","2002","Saxony-Anhalt","secondary school degree","","","",""
"FDP","2002","Saxony-Anhalt","college entrance qualification","","","",""
"FDP","2002","Saxony-Anhalt","Other degree","","","",""
"FDP","2002","Saxony-Anhalt","no degree/no degree yet","","","",""
"FDP","2002","Thuringia","lower secondary degree","","","",""
"FDP","2002","Thuringia","secondary school degree","","","",""
"FDP","2002","Thuringia","college entrance qualification","","","",""
"FDP","2002","Thuringia","Other degree","","","",""
"FDP","2002","Thuringia","no degree/no degree yet","","","",""
"Grüne","2002","Schleswig-Holstein","lower secondary degree","","","",""
"Grüne","2002","Schleswig-Holstein","secondary school degree","","","",""
"Grüne","2002","Schleswig-Holstein","college entrance qualification","","","",""
"Grüne","2002","Schleswig-Holstein","Other degree","","","",""
"Grüne","2002","Schleswig-Holstein","no degree/no degree yet","","","",""
"Grüne","2002","Hamburg","lower secondary degree","","","",""
"Grüne","2002","Hamburg","secondary school degree","","","",""
"Grüne","2002","Hamburg","college entrance qualification","","","",""
"Grüne","2002","Hamburg","Other degree","","","",""
"Grüne","2002","Hamburg","no degree/no degree yet","","","",""
"Grüne","2002","Lower Saxony","lower secondary degree","","","",""
"Grüne","2002","Lower Saxony","secondary school degree","","","",""
"Grüne","2002","Lower Saxony","college entrance qualification","43","0.164428032637832","0.121913586437731","0.206942478837932"
"Grüne","2002","Lower Saxony","Other degree","","","",""
"Grüne","2002","Lower Saxony","no degree/no degree yet","","","",""
"Grüne","2002","Bremen","lower secondary degree","","","",""
"Grüne","2002","Bremen","secondary school degree","","","",""
"Grüne","2002","Bremen","college entrance qualification","","","",""
"Grüne","2002","Bremen","Other degree","","","",""
"Grüne","2002","Bremen","no degree/no degree yet","","","",""
"Grüne","2002","North Rhine-Westphalia","lower secondary degree","","","",""
"Grüne","2002","North Rhine-Westphalia","secondary school degree","32","0.0630068547379003","0.0423599771953436","0.0836537322804569"
"Grüne","2002","North Rhine-Westphalia","college entrance qualification","139","0.181644171105292","0.155800937296613","0.207487404913972"
"Grüne","2002","North Rhine-Westphalia","Other degree","","","",""
"Grüne","2002","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Grüne","2002","Hesse","lower secondary degree","","","",""
"Grüne","2002","Hesse","secondary school degree","","","",""
"Grüne","2002","Hesse","college entrance qualification","48","0.160790176335024","0.118142959306638","0.203437393363409"
"Grüne","2002","Hesse","Other degree","","","",""
"Grüne","2002","Hesse","no degree/no degree yet","","","",""
"Grüne","2002","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Grüne","2002","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Grüne","2002","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Grüne","2002","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Grüne","2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Grüne","2002","Baden-Württemberg","lower secondary degree","","","",""
"Grüne","2002","Baden-Württemberg","secondary school degree","40","0.100687871292799","0.0670272050078409","0.134348537577758"
"Grüne","2002","Baden-Württemberg","college entrance qualification","72","0.169403303728245","0.133050118058219","0.20575648939827"
"Grüne","2002","Baden-Württemberg","Other degree","","","",""
"Grüne","2002","Baden-Württemberg","no degree/no degree yet","","","",""
"Grüne","2002","Bavaria","lower secondary degree","","","",""
"Grüne","2002","Bavaria","secondary school degree","","","",""
"Grüne","2002","Bavaria","college entrance qualification","75","0.123694388524393","0.0943632983167103","0.153025478732075"
"Grüne","2002","Bavaria","Other degree","","","",""
"Grüne","2002","Bavaria","no degree/no degree yet","","","",""
"Grüne","2002","Berlin","lower secondary degree","","","",""
"Grüne","2002","Berlin","secondary school degree","","","",""
"Grüne","2002","Berlin","college entrance qualification","40","0.22640545873541","0.166261534119272","0.286549383351549"
"Grüne","2002","Berlin","Other degree","","","",""
"Grüne","2002","Berlin","no degree/no degree yet","","","",""
"Grüne","2002","Brandenburg","lower secondary degree","","","",""
"Grüne","2002","Brandenburg","secondary school degree","","","",""
"Grüne","2002","Brandenburg","college entrance qualification","","","",""
"Grüne","2002","Brandenburg","Other degree","","","",""
"Grüne","2002","Brandenburg","no degree/no degree yet","","","",""
"Grüne","2002","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Grüne","2002","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Grüne","2002","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Grüne","2002","Mecklenburg-Western Pomerania","Other degree","","","",""
"Grüne","2002","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Grüne","2002","Saxony","lower secondary degree","","","",""
"Grüne","2002","Saxony","secondary school degree","","","",""
"Grüne","2002","Saxony","college entrance qualification","","","",""
"Grüne","2002","Saxony","Other degree","","","",""
"Grüne","2002","Saxony","no degree/no degree yet","","","",""
"Grüne","2002","Saxony-Anhalt","lower secondary degree","","","",""
"Grüne","2002","Saxony-Anhalt","secondary school degree","","","",""
"Grüne","2002","Saxony-Anhalt","college entrance qualification","","","",""
"Grüne","2002","Saxony-Anhalt","Other degree","","","",""
"Grüne","2002","Saxony-Anhalt","no degree/no degree yet","","","",""
"Grüne","2002","Thuringia","lower secondary degree","","","",""
"Grüne","2002","Thuringia","secondary school degree","","","",""
"Grüne","2002","Thuringia","college entrance qualification","","","",""
"Grüne","2002","Thuringia","Other degree","","","",""
"Grüne","2002","Thuringia","no degree/no degree yet","","","",""
"PDS/Linke","2002","Schleswig-Holstein","lower secondary degree","","","",""
"PDS/Linke","2002","Schleswig-Holstein","secondary school degree","","","",""
"PDS/Linke","2002","Schleswig-Holstein","college entrance qualification","","","",""
"PDS/Linke","2002","Schleswig-Holstein","Other degree","","","",""
"PDS/Linke","2002","Schleswig-Holstein","no degree/no degree yet","","","",""
"PDS/Linke","2002","Hamburg","lower secondary degree","","","",""
"PDS/Linke","2002","Hamburg","secondary school degree","","","",""
"PDS/Linke","2002","Hamburg","college entrance qualification","","","",""
"PDS/Linke","2002","Hamburg","Other degree","","","",""
"PDS/Linke","2002","Hamburg","no degree/no degree yet","","","",""
"PDS/Linke","2002","Lower Saxony","lower secondary degree","","","",""
"PDS/Linke","2002","Lower Saxony","secondary school degree","","","",""
"PDS/Linke","2002","Lower Saxony","college entrance qualification","","","",""
"PDS/Linke","2002","Lower Saxony","Other degree","","","",""
"PDS/Linke","2002","Lower Saxony","no degree/no degree yet","","","",""
"PDS/Linke","2002","Bremen","lower secondary degree","","","",""
"PDS/Linke","2002","Bremen","secondary school degree","","","",""
"PDS/Linke","2002","Bremen","college entrance qualification","","","",""
"PDS/Linke","2002","Bremen","Other degree","","","",""
"PDS/Linke","2002","Bremen","no degree/no degree yet","","","",""
"PDS/Linke","2002","North Rhine-Westphalia","lower secondary degree","","","",""
"PDS/Linke","2002","North Rhine-Westphalia","secondary school degree","","","",""
"PDS/Linke","2002","North Rhine-Westphalia","college entrance qualification","","","",""
"PDS/Linke","2002","North Rhine-Westphalia","Other degree","","","",""
"PDS/Linke","2002","North Rhine-Westphalia","no degree/no degree yet","","","",""
"PDS/Linke","2002","Hesse","lower secondary degree","","","",""
"PDS/Linke","2002","Hesse","secondary school degree","","","",""
"PDS/Linke","2002","Hesse","college entrance qualification","","","",""
"PDS/Linke","2002","Hesse","Other degree","","","",""
"PDS/Linke","2002","Hesse","no degree/no degree yet","","","",""
"PDS/Linke","2002","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"PDS/Linke","2002","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"PDS/Linke","2002","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"PDS/Linke","2002","Rhineland-Palatinate,Saarland","Other degree","","","",""
"PDS/Linke","2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"PDS/Linke","2002","Baden-Württemberg","lower secondary degree","","","",""
"PDS/Linke","2002","Baden-Württemberg","secondary school degree","","","",""
"PDS/Linke","2002","Baden-Württemberg","college entrance qualification","","","",""
"PDS/Linke","2002","Baden-Württemberg","Other degree","","","",""
"PDS/Linke","2002","Baden-Württemberg","no degree/no degree yet","","","",""
"PDS/Linke","2002","Bavaria","lower secondary degree","","","",""
"PDS/Linke","2002","Bavaria","secondary school degree","","","",""
"PDS/Linke","2002","Bavaria","college entrance qualification","","","",""
"PDS/Linke","2002","Bavaria","Other degree","","","",""
"PDS/Linke","2002","Bavaria","no degree/no degree yet","","","",""
"PDS/Linke","2002","Berlin","lower secondary degree","","","",""
"PDS/Linke","2002","Berlin","secondary school degree","","","",""
"PDS/Linke","2002","Berlin","college entrance qualification","32","0.159912070822146","0.107238275134125","0.212585866510167"
"PDS/Linke","2002","Berlin","Other degree","","","",""
"PDS/Linke","2002","Berlin","no degree/no degree yet","","","",""
"PDS/Linke","2002","Brandenburg","lower secondary degree","36","0.346429779570716","0.257101580450672","0.43575797869076"
"PDS/Linke","2002","Brandenburg","secondary school degree","41","0.377727345697427","0.296245997088049","0.459208694306805"
"PDS/Linke","2002","Brandenburg","college entrance qualification","37","0.473162288575987","0.374812374952648","0.571512202199327"
"PDS/Linke","2002","Brandenburg","Other degree","","","",""
"PDS/Linke","2002","Brandenburg","no degree/no degree yet","","","",""
"PDS/Linke","2002","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"PDS/Linke","2002","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"PDS/Linke","2002","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"PDS/Linke","2002","Mecklenburg-Western Pomerania","Other degree","","","",""
"PDS/Linke","2002","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"PDS/Linke","2002","Saxony","lower secondary degree","39","0.232629944527623","0.167568183175204","0.297691705880041"
"PDS/Linke","2002","Saxony","secondary school degree","46","0.214871317728489","0.161203185984815","0.268539449472163"
"PDS/Linke","2002","Saxony","college entrance qualification","39","0.256603519518819","0.188066163497899","0.32514087553974"
"PDS/Linke","2002","Saxony","Other degree","","","",""
"PDS/Linke","2002","Saxony","no degree/no degree yet","","","",""
"PDS/Linke","2002","Saxony-Anhalt","lower secondary degree","","","",""
"PDS/Linke","2002","Saxony-Anhalt","secondary school degree","","","",""
"PDS/Linke","2002","Saxony-Anhalt","college entrance qualification","","","",""
"PDS/Linke","2002","Saxony-Anhalt","Other degree","","","",""
"PDS/Linke","2002","Saxony-Anhalt","no degree/no degree yet","","","",""
"PDS/Linke","2002","Thuringia","lower secondary degree","","","",""
"PDS/Linke","2002","Thuringia","secondary school degree","","","",""
"PDS/Linke","2002","Thuringia","college entrance qualification","","","",""
"PDS/Linke","2002","Thuringia","Other degree","","","",""
"PDS/Linke","2002","Thuringia","no degree/no degree yet","","","",""
"NPD Combination","2002","Schleswig-Holstein","lower secondary degree","","","",""
"NPD Combination","2002","Schleswig-Holstein","secondary school degree","","","",""
"NPD Combination","2002","Schleswig-Holstein","college entrance qualification","","","",""
"NPD Combination","2002","Schleswig-Holstein","Other degree","","","",""
"NPD Combination","2002","Schleswig-Holstein","no degree/no degree yet","","","",""
"NPD Combination","2002","Hamburg","lower secondary degree","","","",""
"NPD Combination","2002","Hamburg","secondary school degree","","","",""
"NPD Combination","2002","Hamburg","college entrance qualification","","","",""
"NPD Combination","2002","Hamburg","Other degree","","","",""
"NPD Combination","2002","Hamburg","no degree/no degree yet","","","",""
"NPD Combination","2002","Lower Saxony","lower secondary degree","","","",""
"NPD Combination","2002","Lower Saxony","secondary school degree","","","",""
"NPD Combination","2002","Lower Saxony","college entrance qualification","","","",""
"NPD Combination","2002","Lower Saxony","Other degree","","","",""
"NPD Combination","2002","Lower Saxony","no degree/no degree yet","","","",""
"NPD Combination","2002","Bremen","lower secondary degree","","","",""
"NPD Combination","2002","Bremen","secondary school degree","","","",""
"NPD Combination","2002","Bremen","college entrance qualification","","","",""
"NPD Combination","2002","Bremen","Other degree","","","",""
"NPD Combination","2002","Bremen","no degree/no degree yet","","","",""
"NPD Combination","2002","North Rhine-Westphalia","lower secondary degree","","","",""
"NPD Combination","2002","North Rhine-Westphalia","secondary school degree","","","",""
"NPD Combination","2002","North Rhine-Westphalia","college entrance qualification","","","",""
"NPD Combination","2002","North Rhine-Westphalia","Other degree","","","",""
"NPD Combination","2002","North Rhine-Westphalia","no degree/no degree yet","","","",""
"NPD Combination","2002","Hesse","lower secondary degree","","","",""
"NPD Combination","2002","Hesse","secondary school degree","","","",""
"NPD Combination","2002","Hesse","college entrance qualification","","","",""
"NPD Combination","2002","Hesse","Other degree","","","",""
"NPD Combination","2002","Hesse","no degree/no degree yet","","","",""
"NPD Combination","2002","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"NPD Combination","2002","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"NPD Combination","2002","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"NPD Combination","2002","Rhineland-Palatinate,Saarland","Other degree","","","",""
"NPD Combination","2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"NPD Combination","2002","Baden-Württemberg","lower secondary degree","","","",""
"NPD Combination","2002","Baden-Württemberg","secondary school degree","","","",""
"NPD Combination","2002","Baden-Württemberg","college entrance qualification","","","",""
"NPD Combination","2002","Baden-Württemberg","Other degree","","","",""
"NPD Combination","2002","Baden-Württemberg","no degree/no degree yet","","","",""
"NPD Combination","2002","Bavaria","lower secondary degree","","","",""
"NPD Combination","2002","Bavaria","secondary school degree","","","",""
"NPD Combination","2002","Bavaria","college entrance qualification","","","",""
"NPD Combination","2002","Bavaria","Other degree","","","",""
"NPD Combination","2002","Bavaria","no degree/no degree yet","","","",""
"NPD Combination","2002","Berlin","lower secondary degree","","","",""
"NPD Combination","2002","Berlin","secondary school degree","","","",""
"NPD Combination","2002","Berlin","college entrance qualification","","","",""
