"party","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"NPD","2007","Full Time","Urban Area","36","0.0180292956063067","0.012731319084182","0.0233272721284314","6"
"NPD","2007","Not Working","Rural Area","10","","","","6"
"NPD","2007","Not Working","Urban Area","12","","","","6"
"Other","2007","Not Working","Rural Area","8","","","","8"
"Other","2007","Full Time","Urban Area","25","","","","8"
"Other","2007","Not Working","Urban Area","14","","","","8"
"Other","2007","Part Time","Rural Area","8","","","","8"
"Other","2007","Full Time","Rural Area","12","","","","8"
"Other","2007","Part Time","Urban Area","11","","","","8"
"PDS/Linke","2007","Full Time","Urban Area","106","0.0422848987882578","0.0342721375979428","0.0502976599785729","5"
"PDS/Linke","2007","Part Time","Rural Area","45","0.0963712675602639","0.0712241011090524","0.121518434011475","5"
"PDS/Linke","2007","Full Time","Rural Area","91","0.0795485229631702","0.0627267638967989","0.0963702820295414","5"
"PDS/Linke","2007","Part Time","Urban Area","45","0.0429751723287038","0.0318434230945441","0.0541069215628634","5"
"PDS/Linke","2007","Not Working","Urban Area","117","0.0412626621180231","0.0334660392187107","0.0490592850173354","5"
"PDS/Linke","2007","Not Working","Rural Area","146","0.126222016516749","0.106125145146791","0.146318887886708","5"
"SPD","2007","Full Time","Urban Area","878","0.369955651120848","0.350732181440581","0.389179120801115","1"
"SPD","2007","Full Time","Rural Area","269","0.262844772737332","0.235480491463034","0.290209054011631","1"
"SPD","2007","Part Time","Rural Area","168","0.305387658225786","0.266139684183467","0.344635632268106","1"
"SPD","2007","Not Working","Rural Area","328","0.331104574849829","0.302625750928305","0.359583398771353","1"
"SPD","2007","Not Working","Urban Area","1008","0.428972684974011","0.409571808618583","0.448373561329439","1"
"SPD","2007","Part Time","Urban Area","493","0.411582254507723","0.384569790553533","0.438594718461913","1"
"AfD","2008","Part Time","Rural Area","","","","","7"
"AfD","2008","Not Working","Urban Area","","","","","7"
"AfD","2008","Not Working","Rural Area","","","","","7"
"AfD","2008","Full Time","Rural Area","","","","","7"
"AfD","2008","Part Time","Urban Area","","","","","7"
"AfD","2008","Full Time","Urban Area","","","","","7"
"CDU/CSU","2008","Full Time","Rural Area","450","0.478732338167853","0.446983005119384","0.510481671216321","2"
"CDU/CSU","2008","Full Time","Urban Area","875","0.369927603169294","0.350045259148556","0.389809947190033","2"
"CDU/CSU","2008","Part Time","Rural Area","204","0.422789630729338","0.378550196913354","0.467029064545322","2"
"CDU/CSU","2008","Not Working","Urban Area","1080","0.452503839501099","0.432332503978703","0.472675175023495","2"
"CDU/CSU","2008","Not Working","Rural Area","468","0.480091913361037","0.449491760614788","0.510692066107286","2"
"CDU/CSU","2008","Part Time","Urban Area","423","0.315548275534399","0.289587158134654","0.341509392934144","2"
"FDP","2008","Not Working","Urban Area","109","0.0396328636394082","0.0317264532742217","0.0475392740045946","3"
"FDP","2008","Part Time","Rural Area","19","","","","3"
"FDP","2008","Not Working","Rural Area","24","","","","3"
"FDP","2008","Full Time","Urban Area","156","0.0598659805138425","0.0500958824691613","0.0696360785585236","3"
"FDP","2008","Full Time","Rural Area","54","0.0530614707575206","0.0388149646654769","0.0673079768495643","3"
"FDP","2008","Part Time","Urban Area","77","0.0512942123272799","0.0389711392992524","0.0636172853553074","3"
"Grüne","2008","Not Working","Rural Area","49","0.0428188061883034","0.0304190693344775","0.0552185430421292","4"
"Grüne","2008","Full Time","Urban Area","293","0.14238604598134","0.127994958202796","0.156777133759885","4"
"Grüne","2008","Full Time","Rural Area","69","0.0847146794494198","0.067017036984512","0.102412321914328","4"
"Grüne","2008","Not Working","Urban Area","130","0.0492479381642039","0.0404787246495985","0.0580171516788093","4"
"Grüne","2008","Part Time","Rural Area","46","0.0998333895160871","0.0729873829288848","0.126679396103289","4"
"Grüne","2008","Part Time","Urban Area","209","0.181958620067936","0.160406350114981","0.203510890020891","4"
"NPD","2008","Part Time","Rural Area","4","","","","6"
"NPD","2008","Not Working","Urban Area","9","","","","6"
"NPD","2008","Full Time","Urban Area","38","0.0145829855543845","0.00964616616664185","0.0195198049421271","6"
"NPD","2008","Not Working","Rural Area","11","","","","6"
"NPD","2008","Full Time","Rural Area","26","","","","6"
"NPD","2008","Part Time","Urban Area","13","","","","6"
"Other","2008","Not Working","Rural Area","9","","","","8"
"Other","2008","Full Time","Urban Area","13","","","","8"
"Other","2008","Not Working","Urban Area","14","","","","8"
"Other","2008","Part Time","Rural Area","8","","","","8"
"Other","2008","Full Time","Rural Area","6","","","","8"
"Other","2008","Part Time","Urban Area","8","","","","8"
"PDS/Linke","2008","Part Time","Rural Area","51","0.0929849772368714","0.0669777549893583","0.118992199484385","5"
"PDS/Linke","2008","Full Time","Urban Area","110","0.0489655161392078","0.0400784729977504","0.0578525592806652","5"
"PDS/Linke","2008","Full Time","Rural Area","101","0.10972024316143","0.0898563457999662","0.129584140522894","5"
"PDS/Linke","2008","Part Time","Urban Area","55","0.0400809914324626","0.029123640067155","0.0510383427977702","5"
"PDS/Linke","2008","Not Working","Rural Area","153","0.129449259745879","0.10888822614021","0.150010293351547","5"
"PDS/Linke","2008","Not Working","Urban Area","128","0.0429301629393314","0.0347155697049037","0.0511447561737591","5"
"SPD","2008","Full Time","Urban Area","780","0.35660349260679","0.336877169899666","0.376329815313915","1"
"SPD","2008","Full Time","Rural Area","245","0.235635430501213","0.208662483274505","0.26260837772792","1"
"SPD","2008","Part Time","Urban Area","446","0.387317430363957","0.360104810933856","0.414530049794057","1"
"SPD","2008","Part Time","Rural Area","147","0.321233947225048","0.279417117124366","0.363050777325731","1"
"SPD","2008","Not Working","Urban Area","869","0.402460259891386","0.382586598834533","0.422333920948238","1"
"SPD","2008","Not Working","Rural Area","310","0.304559158279273","0.276371172702999","0.332747143855547","1"
"AfD","2009","Part Time","Rural Area","","","","","7"
"AfD","2009","Part Time","Urban Area","","","","","7"
"AfD","2009","Not Working","Urban Area","","","","","7"
"AfD","2009","Not Working","Rural Area","","","","","7"
"AfD","2009","Full Time","Urban Area","","","","","7"
"AfD","2009","Full Time","Rural Area","","","","","7"
"CDU/CSU","2009","Full Time","Urban Area","739","0.345599382261378","0.324814365225452","0.366384399297305","2"
"CDU/CSU","2009","Full Time","Rural Area","385","0.428565304306237","0.395719367289495","0.46141124132298","2"
"CDU/CSU","2009","Part Time","Urban Area","356","0.325122352819868","0.297553527952851","0.352691177686885","2"
"CDU/CSU","2009","Part Time","Rural Area","168","0.38593799373987","0.340502664722022","0.431373322757718","2"
"CDU/CSU","2009","Not Working","Urban Area","959","0.427963363197852","0.40720770828723","0.448719018108475","2"
"CDU/CSU","2009","Not Working","Rural Area","451","0.489158759115379","0.457909535989334","0.520407982241423","2"
"FDP","2009","Part Time","Rural Area","29","","","","3"
"FDP","2009","Not Working","Urban Area","169","0.0594524484337573","0.0495327955735135","0.0693721012940011","3"
"FDP","2009","Full Time","Rural Area","79","0.106610403898511","0.0861266245852916","0.127094183211729","3"
"FDP","2009","Part Time","Urban Area","82","0.0751555654886621","0.059638941535168","0.0906721894421562","3"
"FDP","2009","Not Working","Rural Area","44","0.0501708769575024","0.036524419708264","0.0638173342067408","3"
"FDP","2009","Full Time","Urban Area","208","0.0936620595111313","0.080927938061941","0.106396180960322","3"
"Grüne","2009","Full Time","Urban Area","295","0.172097025433385","0.155599513196168","0.188594537670603","4"
"Grüne","2009","Full Time","Rural Area","67","0.0738077378360235","0.0564540664180189","0.091161409254028","4"
"Grüne","2009","Not Working","Rural Area","50","0.0396494838817816","0.0274510243884749","0.0518479433750883","4"
"Grüne","2009","Part Time","Rural Area","62","0.110662163455492","0.0813827913329831","0.139941535578001","4"
"Grüne","2009","Not Working","Urban Area","139","0.0640849513457648","0.0538114739945884","0.0743584286969413","4"
"Grüne","2009","Part Time","Urban Area","218","0.203270456980427","0.179585374014985","0.226955539945868","4"
"NPD","2009","Part Time","Rural Area","4","","","","6"
"NPD","2009","Not Working","Urban Area","10","","","","6"
"NPD","2009","Full Time","Urban Area","34","0.0218577146912529","0.0154670585677717","0.0282483708147342","6"
"NPD","2009","Part Time","Urban Area","11","","","","6"
"NPD","2009","Not Working","Rural Area","15","","","","6"
"NPD","2009","Full Time","Rural Area","27","","","","6"
"Other","2009","Full Time","Urban Area","26","","","","8"
"Other","2009","Full Time","Rural Area","6","","","","8"
"Other","2009","Not Working","Rural Area","11","","","","8"
"Other","2009","Part Time","Urban Area","15","","","","8"
"Other","2009","Part Time","Rural Area","2","","","","8"
"Other","2009","Not Working","Urban Area","16","","","","8"
"PDS/Linke","2009","Part Time","Rural Area","43","0.121934570633842","0.0913955108388281","0.152473630428855","5"
"PDS/Linke","2009","Part Time","Urban Area","59","0.0480430266873667","0.0354564925608119","0.0606295608139216","5"
"PDS/Linke","2009","Full Time","Rural Area","86","0.0979658789783571","0.0782353489880784","0.117696408968636","5"
"PDS/Linke","2009","Full Time","Urban Area","88","0.0373285570784715","0.0290433817825518","0.0456137323743912","5"
"PDS/Linke","2009","Not Working","Urban Area","113","0.0492820135832385","0.0402018995982984","0.0583621275681785","5"
"PDS/Linke","2009","Not Working","Rural Area","147","0.121194966844258","0.100793570551984","0.141596363136532","5"
"SPD","2009","Full Time","Urban Area","621","0.315881365710368","0.295563889062557","0.336198842358179","1"
"SPD","2009","Full Time","Rural Area","222","0.235327872947212","0.207172313360961","0.263483432533463","1"
"SPD","2009","Part Time","Urban Area","368","0.315977373642455","0.288615518188634","0.343339229096275","1"
"SPD","2009","Part Time","Rural Area","133","0.299495904218854","0.256746547938573","0.342245260499135","1"
"SPD","2009","Not Working","Urban Area","777","0.389215231887958","0.368762080345852","0.409668383430065","1"
"SPD","2009","Not Working","Rural Area","265","0.266230341545428","0.238600399016722","0.293860284074134","1"
"AfD","2010","Part Time","Rural Area","","","","","7"
"AfD","2010","Full Time","Rural Area","","","","","7"
"AfD","2010","Not Working","Urban Area","","","","","7"
"AfD","2010","Not Working","Rural Area","","","","","7"
"AfD","2010","Full Time","Urban Area","","","","","7"
"AfD","2010","Part Time","Urban Area","","","","","7"
"CDU/CSU","2010","Full Time","Urban Area","1062","0.335879018513574","0.318815523172232","0.352942513854916","2"
"CDU/CSU","2010","Full Time","Rural Area","576","0.432596311424373","0.405788049569906","0.459404573278839","2"
"CDU/CSU","2010","Part Time","Urban Area","569","0.32028830161022","0.299297312780821","0.341279290439619","2"
"CDU/CSU","2010","Part Time","Rural Area","320","0.376834866898877","0.343867356069644","0.409802377728111","2"
"CDU/CSU","2010","Not Working","Urban Area","1120","0.413895741067421","0.395286692920373","0.432504789214468","2"
"CDU/CSU","2010","Not Working","Rural Area","529","0.476579293187859","0.448633345364937","0.50452524101078","2"
"FDP","2010","Part Time","Rural Area","41","0.0688801316642615","0.0516511810542556","0.0861090822742674","3"
"FDP","2010","Not Working","Rural Area","48","0.0382876352744837","0.0275507655987014","0.0490245049502659","3"
"FDP","2010","Full Time","Rural Area","107","0.0847804792259138","0.0697077553085709","0.0998532031432567","3"
"FDP","2010","Part Time","Urban Area","113","0.0498579208189811","0.0400661476369827","0.0596496940009795","3"
"FDP","2010","Not Working","Urban Area","155","0.0425188276790228","0.0348954575792086","0.0501421977788369","3"
"FDP","2010","Full Time","Urban Area","246","0.0715000661211855","0.0621911928007939","0.080808939441577","3"
"Grüne","2010","Full Time","Urban Area","552","0.187431213590236","0.173331704679455","0.201530722501018","4"
"Grüne","2010","Full Time","Rural Area","118","0.0843177023439099","0.0692823723493647","0.099353032338455","4"
"Grüne","2010","Not Working","Rural Area","83","0.0431795033912358","0.0318063769813842","0.0545526298010875","4"
"Grüne","2010","Part Time","Rural Area","107","0.0915716641829808","0.0719500408521237","0.111193287513838","4"
"Grüne","2010","Not Working","Urban Area","282","0.0829913594324463","0.0725683196506464","0.0934143992142463","4"
"Grüne","2010","Part Time","Urban Area","475","0.204717389493427","0.186564820436312","0.222869958550542","4"
"NPD","2010","Not Working","Rural Area","16","","","","6"
"NPD","2010","Part Time","Rural Area","17","","","","6"
"NPD","2010","Not Working","Urban Area","25","","","","6"
"NPD","2010","Full Time","Urban Area","51","0.0210644968292809","0.0158764302067613","0.0262525634518005","6"
"NPD","2010","Part Time","Urban Area","21","","","","6"
"NPD","2010","Full Time","Rural Area","31","0.0397079151453787","0.0291416527688363","0.0502741775219211","6"
"Other","2010","Full Time","Urban Area","31","0.0133244469017168","0.00918192570695143","0.0174669680964823","8"
"Other","2010","Full Time","Rural Area","16","","","","8"
"Other","2010","Not Working","Rural Area","8","","","","8"
"Other","2010","Part Time","Urban Area","21","","","","8"
"Other","2010","Part Time","Rural Area","14","","","","8"
"Other","2010","Not Working","Urban Area","24","","","","8"
"PDS/Linke","2010","Part Time","Rural Area","105","0.176048284669347","0.150137782811666","0.201958786527028","5"
"PDS/Linke","2010","Full Time","Rural Area","143","0.110150335074248","0.0932095939703421","0.127091076178154","5"
"PDS/Linke","2010","Part Time","Urban Area","116","0.0710638012464907","0.0595048841840925","0.082622718308889","5"
"PDS/Linke","2010","Full Time","Urban Area","164","0.0585698323961607","0.0500861577239187","0.0670535070684027","5"
"PDS/Linke","2010","Not Working","Rural Area","196","0.128878234847962","0.110130231099591","0.147626238596333","5"
"PDS/Linke","2010","Not Working","Urban Area","157","0.0594058517776187","0.0504747098271505","0.0683369937280868","5"
"SPD","2010","Full Time","Rural Area","321","0.236253934102285","0.213268897951266","0.259238970253304","1"
"SPD","2010","Part Time","Urban Area","583","0.322699369375227","0.301666923241795","0.343731815508659","1"
"SPD","2010","Part Time","Rural Area","226","0.244270265837302","0.215040347482578","0.273500184192026","1"
"SPD","2010","Full Time","Urban Area","837","0.312230925647846","0.295488736653379","0.328973114642312","1"
"SPD","2010","Not Working","Urban Area","928","0.387152347833353","0.368748507612941","0.405556188053766","1"
"SPD","2010","Not Working","Rural Area","347","0.303642329903965","0.277913315564133","0.329371344243798","1"
"AfD","2011","Part Time","Rural Area","","","","","7"
"AfD","2011","Full Time","Rural Area","","","","","7"
"AfD","2011","Full Time","Urban Area","","","","","7"
"AfD","2011","Part Time","Urban Area","","","","","7"
"AfD","2011","Not Working","Rural Area","","","","","7"
"AfD","2011","Not Working","Urban Area","","","","","7"
"CDU/CSU","2011","Full Time","Urban Area","804","0.340173081116764","0.32067501438359","0.359671147849937","2"
"CDU/CSU","2011","Full Time","Rural Area","436","0.436661462331748","0.405844224211052","0.467478700452444","2"
"CDU/CSU","2011","Part Time","Rural Area","211","0.383177728265416","0.34265807897411","0.423697377556722","2"
"CDU/CSU","2011","Not Working","Urban Area","1159","0.409502087100987","0.39080432813037","0.428199846071604","2"
"CDU/CSU","2011","Not Working","Rural Area","541","0.506022963760669","0.477568903984327","0.53447702353701","2"
"CDU/CSU","2011","Part Time","Urban Area","407","0.28543463603136","0.26141466261143","0.309454609451291","2"
"FDP","2011","Part Time","Rural Area","9","","","","3"
"FDP","2011","Not Working","Rural Area","19","","","","3"
"FDP","2011","Not Working","Urban Area","81","0.0249289622021257","0.0190007663681569","0.0308571580360945","3"
"FDP","2011","Full Time","Rural Area","43","0.0307531944956687","0.0200256862443423","0.0414807027469951","3"
"FDP","2011","Part Time","Urban Area","44","0.0288381660174168","0.0199373909067504","0.0377389411280833","3"
"FDP","2011","Full Time","Urban Area","104","0.0312589317024751","0.0240972092306665","0.0384206541742837","3"
"Grüne","2011","Full Time","Urban Area","506","0.230913858966354","0.213570266575355","0.248257451357353","4"
"Grüne","2011","Full Time","Rural Area","137","0.127239247537156","0.106533319479149","0.147945175595163","4"
"Grüne","2011","Not Working","Rural Area","93","0.0717486250710989","0.0570612110055234","0.0864360391366744","4"
"Grüne","2011","Part Time","Rural Area","102","0.129837142505112","0.10182248801307","0.157851796997154","4"
"Grüne","2011","Not Working","Urban Area","300","0.10629921772934","0.094579600782135","0.118018834676546","4"
"Grüne","2011","Part Time","Urban Area","390","0.287741805044117","0.263663915642041","0.311819694446192","4"
"NPD","2011","Full Time","Urban Area","29","","","","6"
"NPD","2011","Part Time","Rural Area","14","","","","6"
"NPD","2011","Not Working","Rural Area","9","","","","6"
"NPD","2011","Not Working","Urban Area","11","","","","6"
"NPD","2011","Part Time","Urban Area","17","","","","6"
"NPD","2011","Full Time","Rural Area","27","","","","6"
"Other","2011","Full Time","Urban Area","31","0.0242187697803349","0.017892046562457","0.0305454929982129","8"
"Other","2011","Full Time","Rural Area","17","","","","8"
"Other","2011","Part Time","Urban Area","19","","","","8"
"Other","2011","Part Time","Rural Area","8","","","","8"
"Other","2011","Not Working","Urban Area","20","","","","8"
"Other","2011","Not Working","Rural Area","13","","","","8"
"PDS/Linke","2011","Part Time","Rural Area","58","0.152573229127509","0.122603985369524","0.182542472885494","5"
"PDS/Linke","2011","Part Time","Urban Area","62","0.0580260282781816","0.0455915067076314","0.0704605498487318","5"
"PDS/Linke","2011","Full Time","Rural Area","92","0.0793414803360862","0.0625481825769914","0.0961347780951809","5"
"PDS/Linke","2011","Full Time","Urban Area","107","0.0397137235305263","0.0316766631488753","0.0477507839121772","5"
"PDS/Linke","2011","Not Working","Rural Area","151","0.0972658986971716","0.0804016898193665","0.114130107574977","5"
"PDS/Linke","2011","Not Working","Urban Area","114","0.0428773332901325","0.0351745088797036","0.0505801577005613","5"
"SPD","2011","Part Time","Rural Area","151","0.276070106947632","0.238810053612756","0.313330160282508","1"
"SPD","2011","Not Working","Urban Area","972","0.401261146075629","0.382623777701082","0.419898514450177","1"
"SPD","2011","Full Time","Rural Area","243","0.253066209079548","0.226051849026472","0.280080569132624","1"
"SPD","2011","Part Time","Urban Area","419","0.310116278005968","0.285515522974675","0.334717033037262","1"
"SPD","2011","Full Time","Urban Area","687","0.324340168862724","0.305074194177271","0.343606143548177","1"
"SPD","2011","Not Working","Rural Area","360","0.296043698635412","0.270062660065527","0.322024737205297","1"
"AfD","2012","Part Time","Rural Area","","","","","7"
"AfD","2012","Not Working","Urban Area","","","","","7"
"AfD","2012","Not Working","Rural Area","","","","","7"
"AfD","2012","Full Time","Rural Area","","","","","7"
"AfD","2012","Part Time","Urban Area","","","","","7"
"AfD","2012","Full Time","Urban Area","","","","","7"
"CDU/CSU","2012","Full Time","Urban Area","726","0.327996432835892","0.307702936130971","0.348289929540814","2"
"CDU/CSU","2012","Full Time","Rural Area","416","0.429990158556505","0.398475372933248","0.461504944179762","2"
"CDU/CSU","2012","Not Working","Rural Area","555","0.500303689395329","0.472212331935846","0.528395046854813","2"
"CDU/CSU","2012","Part Time","Rural Area","222","0.434129901749539","0.391893347746769","0.476366455752308","2"
"CDU/CSU","2012","Not Working","Urban Area","1158","0.451262858205075","0.431876376852702","0.470649339557447","2"
"CDU/CSU","2012","Part Time","Urban Area","433","0.322346756373103","0.297322504376312","0.347371008369894","2"
"FDP","2012","Not Working","Urban Area","68","0.0212406818922513","0.0156234261002626","0.0268579376842401","3"
"FDP","2012","Part Time","Rural Area","7","","","","3"
"FDP","2012","Not Working","Rural Area","19","","","","3"
"FDP","2012","Part Time","Urban Area","30","0.0150298925188167","0.00851533152646868","0.0215444535111647","3"
"FDP","2012","Full Time","Urban Area","75","0.0268456633646145","0.0198590860883291","0.0338322406408998","3"
"FDP","2012","Full Time","Rural Area","29","","","","3"
"Grüne","2012","Not Working","Urban Area","241","0.090478982872953","0.0793030896722934","0.101654876073613","4"
"Grüne","2012","Part Time","Rural Area","99","0.146625223085126","0.116481666051047","0.176768780119205","4"
"Grüne","2012","Full Time","Urban Area","433","0.232976395609026","0.214703942274719","0.251248848943333","4"
"Grüne","2012","Full Time","Rural Area","114","0.114336195662769","0.0940794236930587","0.13459296763248","4"
"Grüne","2012","Part Time","Urban Area","369","0.266843749717254","0.243161525973462","0.290525973461046","4"
"Grüne","2012","Not Working","Rural Area","87","0.0568584665760438","0.0438481217093814","0.0698688114427062","4"
"NPD","2012","Full Time","Urban Area","25","","","","6"
"NPD","2012","Full Time","Rural Area","21","","","","6"
"NPD","2012","Part Time","Urban Area","17","","","","6"
"NPD","2012","Not Working","Urban Area","12","","","","6"
"NPD","2012","Part Time","Rural Area","4","","","","6"
"NPD","2012","Not Working","Rural Area","8","","","","6"
"Other","2012","Full Time","Urban Area","12","","","","8"
"Other","2012","Full Time","Rural Area","12","","","","8"
"Other","2012","Part Time","Rural Area","8","","","","8"
"Other","2012","Part Time","Urban Area","11","","","","8"
"Other","2012","Not Working","Urban Area","7","","","","8"
"Other","2012","Not Working","Rural Area","7","","","","8"
"PDS/Linke","2012","Full Time","Urban Area","94","0.0442420393476528","0.0353535477400572","0.0531305309552485","5"
"PDS/Linke","2012","Full Time","Rural Area","88","0.0895797757613831","0.0714007813486634","0.107758770174103","5"
"PDS/Linke","2012","Not Working","Urban Area","116","0.047445917399772","0.0391637069050355","0.0557281278945084","5"
"PDS/Linke","2012","Part Time","Urban Area","56","0.0456623079022393","0.0344852973908608","0.0568393184136178","5"
"PDS/Linke","2012","Part Time","Rural Area","36","0.0742351159863695","0.0518955206328907","0.0965747113398482","5"
"PDS/Linke","2012","Not Working","Rural Area","140","0.0873669382599667","0.07150250876425","0.103231367755683","5"
"SPD","2012","Part Time","Rural Area","153","0.292013418649313","0.253266767505677","0.330760069792948","1"
"SPD","2012","Not Working","Urban Area","929","0.380580779153312","0.361665281024325","0.3994962772823","1"
"SPD","2012","Part Time","Urban Area","424","0.320884189027028","0.295889843346554","0.345878534707503","1"
"SPD","2012","Full Time","Rural Area","268","0.2926376072252","0.263675512194039","0.32159970225636","1"
"SPD","2012","Not Working","Rural Area","401","0.325278815862478","0.298958392840245","0.351599238884711","1"
"SPD","2012","Full Time","Urban Area","691","0.348155364054824","0.327563525278448","0.368747202831199","1"
"AfD","2013","Full Time","Rural Area","","","","","7"
"AfD","2013","Full Time","Urban Area","","","","","7"
"AfD","2013","Part Time","Urban Area","","","","","7"
"AfD","2013","Part Time","Rural Area","","","","","7"
"AfD","2013","Not Working","Urban Area","","","","","7"
"AfD","2013","Not Working","Rural Area","","","","","7"
"CDU/CSU","2013","Full Time","Rural Area","418","0.464902849402994","0.432226464992108","0.49757923381388","2"
"CDU/CSU","2013","Full Time","Urban Area","746","0.367899513411135","0.346706712002938","0.389092314819333","2"
"CDU/CSU","2013","Part Time","Rural Area","245","0.48412363877108","0.441496901903047","0.526750375639113","2"
"CDU/CSU","2013","Not Working","Urban Area","1473","0.43905605988269","0.422536788482719","0.45557533128266","2"
"CDU/CSU","2013","Not Working","Rural Area","659","0.490753646897007","0.464472977530401","0.517034316263614","2"
"CDU/CSU","2013","Part Time","Urban Area","421","0.325240847839234","0.299353670153328","0.35112802552514","2"
"FDP","2013","Full Time","Rural Area","22","","","","3"
"FDP","2013","Part Time","Urban Area","41","0.0257083116093967","0.0169627229480659","0.0344539002707275","3"
"FDP","2013","Part Time","Rural Area","13","","","","3"
"FDP","2013","Not Working","Urban Area","104","0.0286439147141135","0.0230915678572985","0.0341962615709286","3"
"FDP","2013","Not Working","Rural Area","20","","","","3"
"FDP","2013","Full Time","Urban Area","72","0.0311024733088768","0.0234734825974179","0.0387314640203358","3"
"Grüne","2013","Full Time","Urban Area","423","0.223322554463462","0.205019762656409","0.241625346270515","4"
"Grüne","2013","Part Time","Urban Area","318","0.243703670354229","0.219979840433996","0.267427500274461","4"
"Grüne","2013","Part Time","Rural Area","84","0.145302484795728","0.115243530296715","0.175361439294741","4"
"Grüne","2013","Not Working","Urban Area","405","0.0978808781119371","0.0879896084309212","0.107772147792953","4"
"Grüne","2013","Full Time","Rural Area","125","0.12863671886343","0.106702676503374","0.150570761223486","4"
"Grüne","2013","Not Working","Rural Area","109","0.0738385628248335","0.0600910018198726","0.0875861238297944","4"
"NPD","2013","Part Time","Rural Area","3","","","","6"
"NPD","2013","Full Time","Urban Area","21","","","","6"
"NPD","2013","Full Time","Rural Area","14","","","","6"
"NPD","2013","Part Time","Urban Area","4","","","","6"
"NPD","2013","Not Working","Urban Area","17","","","","6"
"NPD","2013","Not Working","Rural Area","4","","","","6"
"Other","2013","Part Time","Rural Area","7","","","","8"
"Other","2013","Full Time","Urban Area","22","","","","8"
"Other","2013","Full Time","Rural Area","14","","","","8"
"Other","2013","Part Time","Urban Area","9","","","","8"
"Other","2013","Not Working","Urban Area","33","0.00956314670715524","0.00632359456001613","0.0128026988542944","8"
"Other","2013","Not Working","Rural Area","15","","","","8"
"PDS/Linke","2013","Full Time","Rural Area","69","0.0753627026295614","0.0580685013388863","0.0926569039202366","5"
"PDS/Linke","2013","Full Time","Urban Area","84","0.0377895845062137","0.0294094346528674","0.0461697343595599","5"
"PDS/Linke","2013","Part Time","Rural Area","35","0.0617055116836318","0.0411814792940383","0.0822295440732254","5"
"PDS/Linke","2013","Part Time","Urban Area","51","0.044957986623589","0.0335075397552997","0.0564084334918784","5"
"PDS/Linke","2013","Not Working","Urban Area","156","0.0395378754262381","0.0330512629027503","0.046024487949726","5"
"PDS/Linke","2013","Not Working","Rural Area","144","0.085851465311453","0.0711241721941884","0.100578758428718","5"
"SPD","2013","Part Time","Rural Area","141","0.254846303459338","0.217676246283522","0.292016360635154","1"
"SPD","2013","Full Time","Urban Area","621","0.318802270251851","0.29832236240476","0.339282178098943","1"
"SPD","2013","Full Time","Rural Area","233","0.267375798953605","0.238379788249395","0.296371809657815","1"
"SPD","2013","Not Working","Urban Area","1279","0.379257863896121","0.363107062351835","0.395408665440406","1"
"SPD","2013","Part Time","Urban Area","414","0.341080791598531","0.314883735771623","0.36727784742544","1"
"SPD","2013","Not Working","Rural Area","439","0.309867188050423","0.285556635804972","0.334177740295874","1"
"AfD","2014","Full Time","Rural Area","32","0.0175684216884021","0.0106594327321436","0.0244774106446606","7"
"AfD","2014","Not Working","Urban Area","54","0.0134434707022666","0.0092799091629658","0.0176070322415673","7"
"AfD","2014","Full Time","Urban Area","65","0.0207938881839143","0.0156953942485735","0.0258923821192552","7"
"AfD","2014","Part Time","Urban Area","25","","","","7"
"AfD","2014","Part Time","Rural Area","19","","","","7"
"AfD","2014","Not Working","Rural Area","14","","","","7"
"CDU/CSU","2014","Full Time","Urban Area","1125","0.366423309641058","0.349207472757592","0.383639146524524","2"
"CDU/CSU","2014","Full Time","Rural Area","661","0.463084912173909","0.436862050263036","0.489307774084782","2"
"CDU/CSU","2014","Part Time","Rural Area","384","0.431588165246326","0.399318822428141","0.463857508064512","2"
"CDU/CSU","2014","Part Time","Urban Area","693","0.327456602871915","0.307318063352061","0.347595142391769","2"
"CDU/CSU","2014","Not Working","Urban Area","1290","0.455478017794487","0.437473159097139","0.473482876491835","2"
"CDU/CSU","2014","Not Working","Rural Area","651","0.489275474890441","0.463137014141549","0.515413935639333","2"
"FDP","2014","Part Time","Urban Area","50","0.020813743392143","0.0146874373045723","0.0269400494797136","3"
"FDP","2014","Part Time","Rural Area","15","","","","3"
"FDP","2014","Not Working","Urban Area","81","0.0244309825373577","0.0188495232105231","0.0300124418641923","3"
"FDP","2014","Full Time","Rural Area","38","0.0213052850795125","0.0137113957333263","0.0288991744256986","3"
"FDP","2014","Full Time","Urban Area","99","0.0306419906021438","0.0244840203555657","0.0367999608487219","3"
"FDP","2014","Not Working","Rural Area","19","","","","3"
"Grüne","2014","Full Time","Urban Area","576","0.187004737133437","0.173072934648531","0.200936539618344","4"
"Grüne","2014","Full Time","Rural Area","144","0.101490375961042","0.0856096348674309","0.117371117054653","4"
"Grüne","2014","Part Time","Urban Area","506","0.239583243755455","0.221266637975385","0.257899849535525","4"
"Grüne","2014","Part Time","Rural Area","132","0.135580086571069","0.113276015699992","0.157884157442145","4"
"Grüne","2014","Not Working","Urban Area","261","0.0736648021009983","0.0642206625818046","0.083108941620192","4"
"Grüne","2014","Not Working","Rural Area","92","0.0571570407056342","0.0450185559384768","0.0692955254727916","4"
"NPD","2014","Full Time","Urban Area","27","","","","6"
