"party","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Other","2014","66 and older","Male","7","","","","8"
"Other","2014","66 and older","Female","7","","","","8"
"Other","2014","35-65 y.","Female","40","0.0115779698775493","0.00799688099527267","0.0151590587598259","8"
"Other","2014","16-34 y.","Male","13","","","","8"
"Other","2014","16-34 y.","Female","11","","","","8"
"Other","2014","35-65 y.","Male","28","","","","8"
"PDS/Linke","2014","16-34 y.","Female","78","0.0786708252046355","0.0619088370861545","0.0954328133231166","5"
"PDS/Linke","2014","35-65 y.","Female","270","0.0729736050339672","0.0642668437947048","0.0816803662732296","5"
"PDS/Linke","2014","16-34 y.","Male","95","0.084525194307047","0.0671797309421774","0.101870657671917","5"
"PDS/Linke","2014","35-65 y.","Male","258","0.0772999878105407","0.0681379307569262","0.0864620448641552","5"
"PDS/Linke","2014","66 and older","Female","97","0.0500407463327894","0.0389478355897749","0.0611336570758039","5"
"PDS/Linke","2014","66 and older","Male","116","0.0610198267439113","0.0492095985840383","0.0728300549037844","5"
"SPD","2014","35-65 y.","Female","1007","0.314787013086147","0.299239931394526","0.330334094777768","1"
"SPD","2014","66 and older","Male","544","0.362589809735646","0.338869962376805","0.386309657094486","1"
"SPD","2014","16-34 y.","Male","296","0.322972240455583","0.293814393315092","0.352130087596075","1"
"SPD","2014","16-34 y.","Female","280","0.284356693731823","0.256270602741102","0.312442784722544","1"
"SPD","2014","66 and older","Female","491","0.331997365688814","0.308037325234988","0.35595740614264","1"
"SPD","2014","35-65 y.","Male","970","0.315005582292538","0.299069716735728","0.330941447849347","1"
"AfD","2015","16-34 y.","Female","24","","","","7"
"AfD","2015","35-65 y.","Male","100","0.0370252513249439","0.0300892236936445","0.0439612789562434","7"
"AfD","2015","66 and older","Female","17","","","","7"
"AfD","2015","66 and older","Male","45","0.0347431674636788","0.0254602681113694","0.0440260668159883","7"
"AfD","2015","35-65 y.","Female","55","0.0230458588768404","0.0175058414002979","0.0285858763533828","7"
"AfD","2015","16-34 y.","Male","32","0.0391075993064756","0.0255899086667356","0.0526252899462156","7"
"CDU/CSU","2015","16-34 y.","Male","279","0.37946300661459","0.345625129752709","0.413300883476472","2"
"CDU/CSU","2015","16-34 y.","Female","267","0.309388555468876","0.277769745506792","0.34100736543096","2"
"CDU/CSU","2015","35-65 y.","Male","1154","0.395654957080108","0.377692938338815","0.413616975821401","2"
"CDU/CSU","2015","35-65 y.","Female","1023","0.361861669411569","0.344119517077499","0.37960382174564","2"
"CDU/CSU","2015","66 and older","Male","733","0.500762524395338","0.475417250198056","0.52610779859262","2"
"CDU/CSU","2015","66 and older","Female","690","0.517938124534519","0.491716999576461","0.544159249492577","2"
"FDP","2015","16-34 y.","Male","33","0.0476660679504269","0.0328089750628006","0.0625231608380531","3"
"FDP","2015","16-34 y.","Female","7","","","","3"
"FDP","2015","35-65 y.","Female","47","0.0123769858708915","0.0082949140174125","0.0164590577243706","3"
"FDP","2015","35-65 y.","Male","90","0.0264670691350145","0.0205707279347185","0.0323634103353104","3"
"FDP","2015","66 and older","Male","54","0.0283979900396901","0.0199779239904483","0.0368180560889319","3"
"FDP","2015","66 and older","Female","39","0.0273778182829435","0.0188146892055565","0.0359409473603305","3"
"Grüne","2015","16-34 y.","Male","121","0.169901586577903","0.143713844526501","0.196089328629304","4"
"Grüne","2015","16-34 y.","Female","212","0.273406416035921","0.242918577008997","0.303894255062845","4"
"Grüne","2015","35-65 y.","Male","364","0.13485214465491","0.12230547527111","0.147398814038711","4"
"Grüne","2015","35-65 y.","Female","629","0.217964391176811","0.202720928377295","0.233207853976326","4"
"Grüne","2015","66 and older","Male","70","0.0378186195533221","0.028149012963941","0.0474882261427033","4"
"Grüne","2015","66 and older","Female","77","0.055990471741563","0.0439260575335026","0.0680548859496233","4"
"NPD","2015","16-34 y.","Male","22","","","","6"
"NPD","2015","35-65 y.","Female","14","","","","6"
"NPD","2015","16-34 y.","Female","17","","","","6"
"NPD","2015","66 and older","Male","3","","","","6"
"NPD","2015","35-65 y.","Male","41","0.014833814661269","0.0103932772831141","0.0192743520394238","6"
"NPD","2015","66 and older","Female","1","","","","6"
"Other","2015","35-65 y.","Female","23","","","","8"
"Other","2015","66 and older","Male","8","","","","8"
"Other","2015","66 and older","Female","6","","","","8"
"Other","2015","16-34 y.","Male","18","","","","8"
"Other","2015","16-34 y.","Female","14","","","","8"
"Other","2015","35-65 y.","Male","29","","","","8"
"PDS/Linke","2015","16-34 y.","Female","81","0.0893622195887401","0.069849117430113","0.108875321747367","5"
"PDS/Linke","2015","35-65 y.","Female","241","0.0743945964397011","0.0647059918160884","0.0840832010633138","5"
"PDS/Linke","2015","16-34 y.","Male","85","0.0872729028724714","0.0675920131316856","0.106953792613257","5"
"PDS/Linke","2015","35-65 y.","Male","232","0.0741631699947837","0.0645378378141172","0.0837885021754502","5"
"PDS/Linke","2015","66 and older","Female","85","0.0476419866921747","0.0364641942990869","0.0588197790852625","5"
"PDS/Linke","2015","66 and older","Male","98","0.0485533398796829","0.0376582887577909","0.0594483910015748","5"
"SPD","2015","16-34 y.","Male","200","0.224436066027294","0.195342988004837","0.25352914404975","1"
"SPD","2015","16-34 y.","Female","199","0.241469583082722","0.212194763389209","0.270744402776236","1"
"SPD","2015","35-65 y.","Male","837","0.306115611595612","0.289186247121529","0.323044976069694","1"
"SPD","2015","35-65 y.","Female","786","0.292819516165079","0.276018221856736","0.309620810473422","1"
"SPD","2015","66 and older","Male","484","0.341922362186292","0.317877083557257","0.365967640815326","1"
"SPD","2015","66 and older","Female","480","0.336502621843592","0.31170701058556","0.361298233101624","1"
"AfD","2016","35-65 y.","Male","194","0.0710762703150344","0.0611976272208361","0.0809549134092327","7"
"AfD","2016","66 and older","Female","20","","","","7"
"AfD","2016","16-34 y.","Female","44","0.0761251230154206","0.0565352173845796","0.0957150286462616","7"
"AfD","2016","35-65 y.","Female","121","0.0460336108555645","0.0380459167766294","0.0540213049344997","7"
"AfD","2016","66 and older","Male","61","0.0437523881559333","0.033094873599159","0.0544099027127076","7"
"AfD","2016","16-34 y.","Male","77","0.0976679774838861","0.0760587933580427","0.11927716160973","7"
"CDU/CSU","2016","16-34 y.","Male","219","0.320995936764046","0.2870126764812","0.354979197046892","2"
"CDU/CSU","2016","16-34 y.","Female","211","0.265645930933886","0.23301976067295","0.298272101194822","2"
"CDU/CSU","2016","35-65 y.","Female","954","0.359649120729847","0.341356923636044","0.37794131782365","2"
"CDU/CSU","2016","35-65 y.","Male","983","0.358421442139045","0.339985435186561","0.376857449091529","2"
"CDU/CSU","2016","66 and older","Male","676","0.494028469617619","0.467978399293306","0.520078539941931","2"
"CDU/CSU","2016","66 and older","Female","630","0.533070643404269","0.505301964327908","0.56083932248063","2"
"FDP","2016","16-34 y.","Male","24","","","","3"
"FDP","2016","16-34 y.","Female","10","","","","3"
"FDP","2016","35-65 y.","Female","43","0.0186143635733937","0.0134625361040828","0.0237661910427046","3"
"FDP","2016","35-65 y.","Male","93","0.0349960331742134","0.0279309234610444","0.0420611428873825","3"
"FDP","2016","66 and older","Male","72","0.0414987936955333","0.0311071573721786","0.051890430018888","3"
"FDP","2016","66 and older","Female","38","0.0271073451622274","0.0180684946570296","0.0361461956674251","3"
"Grüne","2016","16-34 y.","Female","186","0.279372156601333","0.246227857403666","0.312516455799","4"
"Grüne","2016","35-65 y.","Male","391","0.162721291444483","0.148530645445914","0.176911937443053","4"
"Grüne","2016","66 and older","Male","76","0.0493686176596824","0.0380810224084771","0.0606562129108876","4"
"Grüne","2016","66 and older","Female","83","0.0747794115691168","0.0601390799418024","0.0894197431964313","4"
"Grüne","2016","16-34 y.","Male","136","0.178814922063854","0.150921519730015","0.206708324397692","4"
"Grüne","2016","35-65 y.","Female","629","0.229620362778131","0.213588833132708","0.245651892423555","4"
"NPD","2016","35-65 y.","Female","13","","","","6"
"NPD","2016","16-34 y.","Male","16","","","","6"
"NPD","2016","35-65 y.","Male","31","0.0151231294391356","0.0104311429259683","0.0198151159523028","6"
"NPD","2016","66 and older","Female","","","","","6"
"NPD","2016","66 and older","Male","1","","","","6"
"NPD","2016","16-34 y.","Female","10","","","","6"
"Other","2016","35-65 y.","Female","21","","","","8"
"Other","2016","66 and older","Male","4","","","","8"
"Other","2016","66 and older","Female","4","","","","8"
"Other","2016","16-34 y.","Male","19","","","","8"
"Other","2016","16-34 y.","Female","18","","","","8"
"Other","2016","35-65 y.","Male","35","0.0152702229017493","0.010555825650233","0.0199846201532656","8"
"PDS/Linke","2016","16-34 y.","Male","78","0.103741667102926","0.081545790467001","0.125937543738852","5"
"PDS/Linke","2016","16-34 y.","Female","69","0.0895445141307527","0.0684528614011705","0.110636166860335","5"
"PDS/Linke","2016","35-65 y.","Female","196","0.0645086602222296","0.055144986712994","0.0738723337314652","5"
"PDS/Linke","2016","35-65 y.","Male","192","0.0691762817414173","0.0594206077449694","0.0789319557378651","5"
"PDS/Linke","2016","66 and older","Female","82","0.0483460292510127","0.0364073252247964","0.060284733277229","5"
"PDS/Linke","2016","66 and older","Male","86","0.0444792211634568","0.0337376322916158","0.0552208100352977","5"
"SPD","2016","16-34 y.","Male","156","0.206037308997055","0.176596342044825","0.235478275949284","1"
"SPD","2016","16-34 y.","Female","156","0.242708679158913","0.211039565799504","0.274377792518323","1"
"SPD","2016","35-65 y.","Male","680","0.273215328844922","0.256083632750273","0.29034702493957","1"
"SPD","2016","35-65 y.","Female","667","0.269974915791171","0.253053060986478","0.286896770595865","1"
"SPD","2016","66 and older","Male","439","0.323260752145548","0.298890667209725","0.347630837081371","1"
"SPD","2016","66 and older","Female","383","0.304763557794522","0.279143209461544","0.330383906127499","1"
"AfD","2017","16-34 y.","Male","62","0.0842548146366158","0.0673487159973132","0.101160913275918","7"
"AfD","2017","16-34 y.","Female","23","","","","7"
"AfD","2017","35-65 y.","Female","118","0.0423347919858218","0.0352341975652779","0.0494353864063658","7"
"AfD","2017","66 and older","Female","21","","","","7"
"AfD","2017","35-65 y.","Male","234","0.0955457335877571","0.0851790917928229","0.105912375382691","7"
"AfD","2017","66 and older","Male","54","0.0342741365925177","0.0249706146557736","0.0435776585292618","7"
"CDU/CSU","2017","16-34 y.","Male","376","0.336536861368816","0.307777222239026","0.365296500498605","2"
"CDU/CSU","2017","16-34 y.","Female","297","0.306416836661187","0.275352041593245","0.337481631729129","2"
"CDU/CSU","2017","35-65 y.","Male","1193","0.333938709174321","0.317307278254311","0.350570140094332","2"
"CDU/CSU","2017","35-65 y.","Female","1151","0.345678512546724","0.328907050630107","0.362449974463341","2"
"CDU/CSU","2017","66 and older","Male","663","0.464700145421737","0.439195331460685","0.490204959382788","2"
"CDU/CSU","2017","66 and older","Female","619","0.472689045599807","0.445817200051977","0.499560891147637","2"
"FDP","2017","16-34 y.","Male","48","0.0475886991352349","0.0346311489544785","0.0605462493159912","3"
"FDP","2017","35-65 y.","Female","83","0.0270890924743827","0.0213641266173381","0.0328140583314273","3"
"FDP","2017","35-65 y.","Male","151","0.0483973783948076","0.0408294350808501","0.0559653217087651","3"
"FDP","2017","16-34 y.","Female","23","","","","3"
"FDP","2017","66 and older","Male","77","0.0392061901664074","0.0292812108048312","0.0491311695279836","3"
"FDP","2017","66 and older","Female","47","0.0410399089482758","0.0303621579249713","0.0517176599715804","3"
"Grüne","2017","16-34 y.","Male","145","0.126669730612629","0.106426286977948","0.14691317424731","4"
"Grüne","2017","16-34 y.","Female","185","0.229752314393367","0.201405252106563","0.258099376680171","4"
"Grüne","2017","35-65 y.","Male","369","0.120259713229596","0.108789368799011","0.131730057660182","4"
"Grüne","2017","35-65 y.","Female","550","0.172138310277469","0.158825896821424","0.185450723733515","4"
"Grüne","2017","66 and older","Male","67","0.0374923037780466","0.0277780294838928","0.0472065780722004","4"
"Grüne","2017","66 and older","Female","81","0.0661495583756403","0.0527719503142634","0.0795271664370172","4"
"NPD","2017","16-34 y.","Female","7","","","","6"
"NPD","2017","16-34 y.","Male","17","","","","6"
"NPD","2017","35-65 y.","Male","41","0.00934294168392866","0.00595026382124546","0.0127356195466119","6"
"NPD","2017","35-65 y.","Female","21","","","","6"
"NPD","2017","66 and older","Male","","","","","6"
"NPD","2017","66 and older","Female","1","","","","6"
"Other","2017","16-34 y.","Male","29","","","","8"
"Other","2017","16-34 y.","Female","20","","","","8"
"Other","2017","35-65 y.","Male","39","0.0160662021389369","0.0116323756911246","0.0205000285867491","8"
"Other","2017","35-65 y.","Female","24","","","","8"
"Other","2017","66 and older","Male","4","","","","8"
"Other","2017","66 and older","Female","3","","","","8"
"PDS/Linke","2017","16-34 y.","Male","115","0.135980352285741","0.11511822441476","0.156842480156722","5"
"PDS/Linke","2017","35-65 y.","Male","208","0.0686049765108927","0.0596907451129642","0.0775192079088212","5"
"PDS/Linke","2017","16-34 y.","Female","84","0.111223518221271","0.0900371019620308","0.132409934480511","5"
"PDS/Linke","2017","35-65 y.","Female","223","0.0711217481619233","0.0620577513163199","0.0801857450075267","5"
"PDS/Linke","2017","66 and older","Female","89","0.046732191126034","0.0353718371210051","0.0580925451310628","5"
"PDS/Linke","2017","66 and older","Male","98","0.0479465189575531","0.0370208910269139","0.0588721468881922","5"
"SPD","2017","16-34 y.","Male","245","0.213187322758168","0.188260032253134","0.238114613263202","1"
"SPD","2017","16-34 y.","Female","207","0.262541043359162","0.232890651304991","0.292191435413333","1"
"SPD","2017","35-65 y.","Male","854","0.307844345279759","0.291566136557008","0.32412255400251","1"
"SPD","2017","35-65 y.","Female","919","0.326246224920809","0.309712812844202","0.342779636997415","1"
"SPD","2017","66 and older","Male","506","0.375037279276036","0.350280082476492","0.399794476075579","1"
"SPD","2017","66 and older","Female","465","0.362377289158655","0.336504770811996","0.388249807505314","1"
"AfD","2018","16-34 y.","Male","83","0.103165285228323","0.0858027082028725","0.120527862253773","7"
"AfD","2018","16-34 y.","Female","46","0.0598505096489836","0.0447025191669498","0.0749985001310175","7"
"AfD","2018","35-65 y.","Male","307","0.108818784829179","0.0978155776429381","0.11982199201542","7"
"AfD","2018","35-65 y.","Female","177","0.0611990242245848","0.0526896107884086","0.0697084376607609","7"
"AfD","2018","66 and older","Male","78","0.0538426875456167","0.0423436293168013","0.065341745774432","7"
"AfD","2018","66 and older","Female","28","","","","7"
"CDU/CSU","2018","16-34 y.","Male","380","0.253816665046855","0.228975381734868","0.278657948358842","2"
"CDU/CSU","2018","16-34 y.","Female","271","0.256778989412826","0.228881740879461","0.284676237946192","2"
"CDU/CSU","2018","66 and older","Male","660","0.468159266457644","0.442737551568571","0.493580981346716","2"
"CDU/CSU","2018","66 and older","Female","641","0.495348388128788","0.468776045341553","0.521920730916024","2"
"CDU/CSU","2018","35-65 y.","Male","1129","0.327214892414622","0.310636628143793","0.343793156685451","2"
"CDU/CSU","2018","35-65 y.","Female","1062","0.338399986051981","0.321602142551745","0.355197829552217","2"
"FDP","2018","35-65 y.","Female","112","0.0380925371872023","0.0312969465883925","0.0448881277860121","3"
"FDP","2018","16-34 y.","Male","86","0.0837932961249576","0.0679774453667804","0.0996091468831348","3"
"FDP","2018","35-65 y.","Male","161","0.0541175196954483","0.0461233773784582","0.0621116620124384","3"
"FDP","2018","66 and older","Female","56","0.0418723436033931","0.0312271403129814","0.0525175468938047","3"
"FDP","2018","16-34 y.","Female","39","0.0394857441447451","0.0270493433262413","0.0519221449632488","3"
"FDP","2018","66 and older","Male","87","0.0434938325109962","0.0331024110502409","0.0538852539717515","3"
"Grüne","2018","16-34 y.","Male","207","0.177859184981593","0.156031763129037","0.199686606834149","4"
"Grüne","2018","16-34 y.","Female","247","0.292296584234686","0.263252334949886","0.321340833519486","4"
"Grüne","2018","35-65 y.","Female","671","0.205736036915277","0.191385167131122","0.220086906699433","4"
"Grüne","2018","35-65 y.","Male","439","0.14003010378079","0.12776879943083","0.15229140813075","4"
"Grüne","2018","66 and older","Male","87","0.0482315412775016","0.0373159200386575","0.0591471625163456","4"
"Grüne","2018","66 and older","Female","114","0.0896658262945282","0.0744816045467195","0.104850048042337","4"
"NPD","2018","16-34 y.","Male","6","","","","6"
"NPD","2018","16-34 y.","Female","5","","","","6"
"NPD","2018","35-65 y.","Male","12","","","","6"
"NPD","2018","35-65 y.","Female","7","","","","6"
"NPD","2018","66 and older","Male","","","","","6"
"NPD","2018","66 and older","Female","","","","","6"
"Other","2018","16-34 y.","Male","41","0.0421363169693592","0.0306687488556212","0.0536038850830971","8"
"Other","2018","16-34 y.","Female","30","0.0240919958591","0.0143001747730581","0.0338838169451419","8"
"Other","2018","35-65 y.","Male","50","0.023006171511883","0.0177088976048895","0.0283034454188766","8"
"Other","2018","35-65 y.","Female","35","0.00900998310602661","0.00565541017851677","0.0123645560335365","8"
"Other","2018","66 and older","Male","3","","","","8"
"Other","2018","66 and older","Female","7","","","","8"
"PDS/Linke","2018","16-34 y.","Male","151","0.14619051371175","0.126023979268901","0.166357048154599","5"
"PDS/Linke","2018","16-34 y.","Female","124","0.13666078609733","0.114725902671827","0.158595669522833","5"
"PDS/Linke","2018","35-65 y.","Male","237","0.0697208344776771","0.0607222897755048","0.0787193791798493","5"
"PDS/Linke","2018","35-65 y.","Female","263","0.0858313132695","0.0758869573668723","0.0957756691721278","5"
"PDS/Linke","2018","66 and older","Female","100","0.0517211301575531","0.0399510159584203","0.063491244356686","5"
"PDS/Linke","2018","66 and older","Male","102","0.0485428478738827","0.0375938473473693","0.0594918484003961","5"
"SPD","2018","16-34 y.","Male","225","0.189140916136555","0.166786845145978","0.211494987127131","1"
"SPD","2018","16-34 y.","Female","180","0.189626618150904","0.16459350437576","0.214659731926047","1"
"SPD","2018","35-65 y.","Male","742","0.272509140011536","0.256776969306916","0.288241310716156","1"
"SPD","2018","35-65 y.","Female","721","0.26007821504433","0.244504740953564","0.275651689135097","1"
"SPD","2018","66 and older","Male","463","0.333482592963943","0.309463336119718","0.357501849808168","1"
"SPD","2018","66 and older","Female","414","0.304647301651845","0.280185982337351","0.329108620966338","1"
"AfD","2019","16-34 y.","Male","80","0.128695610083079","0.10649529224146","0.150895927924698","7"
"AfD","2019","35-65 y.","Male","326","0.116021049208472","0.105218251883473","0.12682384653347","7"
"AfD","2019","16-34 y.","Female","36","0.0390116193371527","0.0257752694256496","0.0522479692486559","7"
"AfD","2019","35-65 y.","Female","174","0.0628233798131148","0.054384608544719","0.0712621510815106","7"
"AfD","2019","66 and older","Female","32","0.0247644933552775","0.0166210381859666","0.0329079485245885","7"
"AfD","2019","66 and older","Male","93","0.0577271443155887","0.0463629877182307","0.0690913009129468","7"
"CDU/CSU","2019","16-34 y.","Female","136","0.174612517581544","0.148660040965722","0.200564994197367","2"
"CDU/CSU","2019","16-34 y.","Male","172","0.216485079291184","0.189180845440518","0.24378931314185","2"
"CDU/CSU","2019","35-65 y.","Male","1148","0.30108970578458","0.28561560061162","0.31656381095754","2"
"CDU/CSU","2019","35-65 y.","Female","973","0.296654463596276","0.280768350295773","0.312540576896779","2"
"CDU/CSU","2019","66 and older","Male","729","0.439285194102324","0.415102586588939","0.463467801615708","2"
"CDU/CSU","2019","66 and older","Female","643","0.463674340559438","0.437543098496898","0.489805582621979","2"
"FDP","2019","35-65 y.","Female","128","0.0298474190484268","0.0239293332471819","0.0357655048496717","3"
"FDP","2019","16-34 y.","Male","82","0.0762983476066202","0.0586982206226859","0.0938984745905544","3"
"FDP","2019","35-65 y.","Male","252","0.0533336637848511","0.0457540679526202","0.060913259617082","3"
"FDP","2019","66 and older","Male","105","0.0534086204391567","0.0424527778191487","0.0643644630591647","3"
"FDP","2019","16-34 y.","Female","43","0.0461428841253316","0.0318009998996381","0.060484768351025","3"
"FDP","2019","66 and older","Female","58","0.0381457947496646","0.0281084881195307","0.0481831013797986","3"
"Grüne","2019","16-34 y.","Male","266","0.273110381908576","0.243571387099837","0.302649376717316","4"
"Grüne","2019","16-34 y.","Female","356","0.442055227392739","0.408104736821916","0.476005717963561","4"
"Grüne","2019","35-65 y.","Female","1066","0.316174000374703","0.300002745364043","0.332345255385363","4"
"Grüne","2019","66 and older","Female","198","0.136349079750128","0.118367226072155","0.1543309334281","4"
"Grüne","2019","35-65 y.","Male","702","0.213698416819424","0.199870966733068","0.22752586690578","4"
"Grüne","2019","66 and older","Male","142","0.0777884104146751","0.0647377776620329","0.0908390431673173","4"
"NPD","2019","16-34 y.","Male","8","","","","6"
"NPD","2019","16-34 y.","Female","2","","","","6"
"NPD","2019","35-65 y.","Male","13","","","","6"
"NPD","2019","66 and older","Female","","","","","6"
"NPD","2019","35-65 y.","Female","6","","","","6"
"NPD","2019","66 and older","Male","","","","","6"
"Other","2019","16-34 y.","Male","51","0.0466680221747836","0.0326842560160666","0.0606517883335006","8"
"Other","2019","16-34 y.","Female","43","0.03763013170742","0.0246209176471574","0.0506393457676825","8"
"Other","2019","35-65 y.","Male","76","0.0230104529706581","0.0179527372574871","0.0280681686838292","8"
"Other","2019","35-65 y.","Female","69","0.0222207877831294","0.017094441138563","0.0273471344276957","8"
"Other","2019","66 and older","Male","16","","","","8"
"Other","2019","66 and older","Female","9","","","","8"
"PDS/Linke","2019","16-34 y.","Male","94","0.131738015883217","0.109316068609101","0.154159963157332","5"
"PDS/Linke","2019","16-34 y.","Female","106","0.140257556506811","0.116518716128472","0.16399639688515","5"
"PDS/Linke","2019","35-65 y.","Male","240","0.0763856993858485","0.0674259012311162","0.0853454975405808","5"
"PDS/Linke","2019","35-65 y.","Female","242","0.0726753237414796","0.0636467896978031","0.081703857785156","5"
"PDS/Linke","2019","66 and older","Male","123","0.0637970334450131","0.0518888893521303","0.075705177537896","5"
"PDS/Linke","2019","66 and older","Female","99","0.058507372108256","0.0462088481464271","0.070805896070085","5"
"SPD","2019","16-34 y.","Male","121","0.12249236273348","0.100756727704782","0.144227997762178","1"
"SPD","2019","16-34 y.","Female","100","0.119417996769759","0.0972497179168666","0.141586275622652","1"
"SPD","2019","35-65 y.","Male","619","0.211603978462195","0.19782614285858","0.22538181406581","1"
"SPD","2019","35-65 y.","Female","518","0.198562197749602","0.184688537931922","0.212435857567282","1"
"SPD","2019","66 and older","Male","410","0.295305154387553","0.273077435608018","0.317532873167088","1"
"SPD","2019","66 and older","Female","360","0.273066630640771","0.249720180641459","0.296413080640083","1"
