"party","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","2016","(3a) lower tertiary education","higher education","80","0.0669088444347459","0.0513365091316557","0.0824811797378362"
"PDS/Linke","2016","(3b) higher tertiary education","in school","","","",""
"PDS/Linke","2016","(3b) higher tertiary education","inadequately","","","",""
"PDS/Linke","2016","(3b) higher tertiary education","general elemantary","","","",""
"PDS/Linke","2016","(3b) higher tertiary education","middle vocational","","","",""
"PDS/Linke","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"PDS/Linke","2016","(3b) higher tertiary education","higher vocational","","","",""
"PDS/Linke","2016","(3b) higher tertiary education","higher education","194","0.0838905043524371","0.0721559717596007","0.0956250369452735"
"NPD Combination","2016","(0) in school","in school","","","",""
"NPD Combination","2016","(0) in school","inadequately","","","",""
"NPD Combination","2016","(0) in school","general elemantary","","","",""
"NPD Combination","2016","(0) in school","middle vocational","","","",""
"NPD Combination","2016","(0) in school","vocational + Abi","","","",""
"NPD Combination","2016","(0) in school","higher vocational","","","",""
"NPD Combination","2016","(0) in school","higher education","","","",""
"NPD Combination","2016","(1a) inadequately completed","in school","","","",""
"NPD Combination","2016","(1a) inadequately completed","inadequately","","","",""
"NPD Combination","2016","(1a) inadequately completed","general elemantary","","","",""
"NPD Combination","2016","(1a) inadequately completed","middle vocational","","","",""
"NPD Combination","2016","(1a) inadequately completed","vocational + Abi","","","",""
"NPD Combination","2016","(1a) inadequately completed","higher vocational","","","",""
"NPD Combination","2016","(1a) inadequately completed","higher education","","","",""
"NPD Combination","2016","(1b) general elementary school","in school","","","",""
"NPD Combination","2016","(1b) general elementary school","inadequately","","","",""
"NPD Combination","2016","(1b) general elementary school","general elemantary","","","",""
"NPD Combination","2016","(1b) general elementary school","middle vocational","","","",""
"NPD Combination","2016","(1b) general elementary school","vocational + Abi","","","",""
"NPD Combination","2016","(1b) general elementary school","higher vocational","","","",""
"NPD Combination","2016","(1b) general elementary school","higher education","","","",""
"NPD Combination","2016","(1c) basic vocational qualification","in school","","","",""
"NPD Combination","2016","(1c) basic vocational qualification","inadequately","","","",""
"NPD Combination","2016","(1c) basic vocational qualification","general elemantary","","","",""
"NPD Combination","2016","(1c) basic vocational qualification","middle vocational","","","",""
"NPD Combination","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"NPD Combination","2016","(1c) basic vocational qualification","higher vocational","","","",""
"NPD Combination","2016","(1c) basic vocational qualification","higher education","","","",""
"NPD Combination","2016","(2b) intermediate general qualification","in school","","","",""
"NPD Combination","2016","(2b) intermediate general qualification","inadequately","","","",""
"NPD Combination","2016","(2b) intermediate general qualification","general elemantary","","","",""
"NPD Combination","2016","(2b) intermediate general qualification","middle vocational","","","",""
"NPD Combination","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"NPD Combination","2016","(2b) intermediate general qualification","higher vocational","","","",""
"NPD Combination","2016","(2b) intermediate general qualification","higher education","","","",""
"NPD Combination","2016","(2a) intermediate vocational","in school","","","",""
"NPD Combination","2016","(2a) intermediate vocational","inadequately","","","",""
"NPD Combination","2016","(2a) intermediate vocational","general elemantary","","","",""
"NPD Combination","2016","(2a) intermediate vocational","middle vocational","","","",""
"NPD Combination","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"NPD Combination","2016","(2a) intermediate vocational","higher vocational","","","",""
"NPD Combination","2016","(2a) intermediate vocational","higher education","","","",""
"NPD Combination","2016","(2c_gen) general maturity certificate","in school","","","",""
"NPD Combination","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"NPD Combination","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"NPD Combination","2016","(2c_gen) general maturity certificate","middle vocational","","","",""
"NPD Combination","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"NPD Combination","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"NPD Combination","2016","(2c_gen) general maturity certificate","higher education","","","",""
"NPD Combination","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"NPD Combination","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"NPD Combination","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"NPD Combination","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"NPD Combination","2016","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"NPD Combination","2016","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"NPD Combination","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"NPD Combination","2016","(3a) lower tertiary education","in school","","","",""
"NPD Combination","2016","(3a) lower tertiary education","inadequately","","","",""
"NPD Combination","2016","(3a) lower tertiary education","general elemantary","","","",""
"NPD Combination","2016","(3a) lower tertiary education","middle vocational","","","",""
"NPD Combination","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"NPD Combination","2016","(3a) lower tertiary education","higher vocational","","","",""
"NPD Combination","2016","(3a) lower tertiary education","higher education","","","",""
"NPD Combination","2016","(3b) higher tertiary education","in school","","","",""
"NPD Combination","2016","(3b) higher tertiary education","inadequately","","","",""
"NPD Combination","2016","(3b) higher tertiary education","general elemantary","","","",""
"NPD Combination","2016","(3b) higher tertiary education","middle vocational","","","",""
"NPD Combination","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"NPD Combination","2016","(3b) higher tertiary education","higher vocational","","","",""
"NPD Combination","2016","(3b) higher tertiary education","higher education","","","",""
"AfD","2016","(0) in school","in school","","","",""
"AfD","2016","(0) in school","inadequately","","","",""
"AfD","2016","(0) in school","general elemantary","","","",""
"AfD","2016","(0) in school","middle vocational","","","",""
"AfD","2016","(0) in school","vocational + Abi","","","",""
"AfD","2016","(0) in school","higher vocational","","","",""
"AfD","2016","(0) in school","higher education","","","",""
"AfD","2016","(1a) inadequately completed","in school","","","",""
"AfD","2016","(1a) inadequately completed","inadequately","","","",""
"AfD","2016","(1a) inadequately completed","general elemantary","","","",""
"AfD","2016","(1a) inadequately completed","middle vocational","","","",""
"AfD","2016","(1a) inadequately completed","vocational + Abi","","","",""
"AfD","2016","(1a) inadequately completed","higher vocational","","","",""
"AfD","2016","(1a) inadequately completed","higher education","","","",""
"AfD","2016","(1b) general elementary school","in school","","","",""
"AfD","2016","(1b) general elementary school","inadequately","","","",""
"AfD","2016","(1b) general elementary school","general elemantary","31","0.0529010686472208","0.0327291403123282","0.0730729969821134"
"AfD","2016","(1b) general elementary school","middle vocational","","","",""
"AfD","2016","(1b) general elementary school","vocational + Abi","","","",""
"AfD","2016","(1b) general elementary school","higher vocational","","","",""
"AfD","2016","(1b) general elementary school","higher education","","","",""
"AfD","2016","(1c) basic vocational qualification","in school","","","",""
"AfD","2016","(1c) basic vocational qualification","inadequately","","","",""
"AfD","2016","(1c) basic vocational qualification","general elemantary","","","",""
"AfD","2016","(1c) basic vocational qualification","middle vocational","141","0.0711941871525492","0.0593311956800543","0.0830571786250441"
"AfD","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"AfD","2016","(1c) basic vocational qualification","higher vocational","","","",""
"AfD","2016","(1c) basic vocational qualification","higher education","","","",""
"AfD","2016","(2b) intermediate general qualification","in school","","","",""
"AfD","2016","(2b) intermediate general qualification","inadequately","","","",""
"AfD","2016","(2b) intermediate general qualification","general elemantary","","","",""
"AfD","2016","(2b) intermediate general qualification","middle vocational","","","",""
"AfD","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"AfD","2016","(2b) intermediate general qualification","higher vocational","","","",""
"AfD","2016","(2b) intermediate general qualification","higher education","","","",""
"AfD","2016","(2a) intermediate vocational","in school","","","",""
"AfD","2016","(2a) intermediate vocational","inadequately","","","",""
"AfD","2016","(2a) intermediate vocational","general elemantary","","","",""
"AfD","2016","(2a) intermediate vocational","middle vocational","134","0.0714925476769865","0.0590571165384998","0.0839279788154731"
"AfD","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"AfD","2016","(2a) intermediate vocational","higher vocational","","","",""
"AfD","2016","(2a) intermediate vocational","higher education","","","",""
"AfD","2016","(2c_gen) general maturity certificate","in school","","","",""
"AfD","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"AfD","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"AfD","2016","(2c_gen) general maturity certificate","middle vocational","","","",""
"AfD","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"AfD","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"AfD","2016","(2c_gen) general maturity certificate","higher education","","","",""
"AfD","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"AfD","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"AfD","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"AfD","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"AfD","2016","(2c_voc) vocational maturity certificate","vocational + Abi","42","0.0595041231616615","0.042965901978033","0.0760423443452899"
"AfD","2016","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"AfD","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"AfD","2016","(3a) lower tertiary education","in school","","","",""
"AfD","2016","(3a) lower tertiary education","inadequately","","","",""
"AfD","2016","(3a) lower tertiary education","general elemantary","","","",""
"AfD","2016","(3a) lower tertiary education","middle vocational","","","",""
"AfD","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"AfD","2016","(3a) lower tertiary education","higher vocational","","","",""
"AfD","2016","(3a) lower tertiary education","higher education","33","0.0306918511312854","0.0199422482975904","0.0414414539649804"
"AfD","2016","(3b) higher tertiary education","in school","","","",""
"AfD","2016","(3b) higher tertiary education","inadequately","","","",""
"AfD","2016","(3b) higher tertiary education","general elemantary","","","",""
"AfD","2016","(3b) higher tertiary education","middle vocational","","","",""
"AfD","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"AfD","2016","(3b) higher tertiary education","higher vocational","","","",""
"AfD","2016","(3b) higher tertiary education","higher education","44","0.0212998442714781","0.0151883312232383","0.027411357319718"
"Other","2016","(0) in school","in school","","","",""
"Other","2016","(0) in school","inadequately","","","",""
"Other","2016","(0) in school","general elemantary","","","",""
"Other","2016","(0) in school","middle vocational","","","",""
"Other","2016","(0) in school","vocational + Abi","","","",""
"Other","2016","(0) in school","higher vocational","","","",""
"Other","2016","(0) in school","higher education","","","",""
"Other","2016","(1a) inadequately completed","in school","","","",""
"Other","2016","(1a) inadequately completed","inadequately","","","",""
"Other","2016","(1a) inadequately completed","general elemantary","","","",""
"Other","2016","(1a) inadequately completed","middle vocational","","","",""
"Other","2016","(1a) inadequately completed","vocational + Abi","","","",""
"Other","2016","(1a) inadequately completed","higher vocational","","","",""
"Other","2016","(1a) inadequately completed","higher education","","","",""
"Other","2016","(1b) general elementary school","in school","","","",""
"Other","2016","(1b) general elementary school","inadequately","","","",""
"Other","2016","(1b) general elementary school","general elemantary","","","",""
"Other","2016","(1b) general elementary school","middle vocational","","","",""
"Other","2016","(1b) general elementary school","vocational + Abi","","","",""
"Other","2016","(1b) general elementary school","higher vocational","","","",""
"Other","2016","(1b) general elementary school","higher education","","","",""
"Other","2016","(1c) basic vocational qualification","in school","","","",""
"Other","2016","(1c) basic vocational qualification","inadequately","","","",""
"Other","2016","(1c) basic vocational qualification","general elemantary","","","",""
"Other","2016","(1c) basic vocational qualification","middle vocational","","","",""
"Other","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"Other","2016","(1c) basic vocational qualification","higher vocational","","","",""
"Other","2016","(1c) basic vocational qualification","higher education","","","",""
"Other","2016","(2b) intermediate general qualification","in school","","","",""
"Other","2016","(2b) intermediate general qualification","inadequately","","","",""
"Other","2016","(2b) intermediate general qualification","general elemantary","","","",""
"Other","2016","(2b) intermediate general qualification","middle vocational","","","",""
"Other","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"Other","2016","(2b) intermediate general qualification","higher vocational","","","",""
"Other","2016","(2b) intermediate general qualification","higher education","","","",""
"Other","2016","(2a) intermediate vocational","in school","","","",""
"Other","2016","(2a) intermediate vocational","inadequately","","","",""
"Other","2016","(2a) intermediate vocational","general elemantary","","","",""
"Other","2016","(2a) intermediate vocational","middle vocational","31","0.0184366302954525","0.0119437453360749","0.02492951525483"
"Other","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"Other","2016","(2a) intermediate vocational","higher vocational","","","",""
"Other","2016","(2a) intermediate vocational","higher education","","","",""
"Other","2016","(2c_gen) general maturity certificate","in school","","","",""
"Other","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"Other","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"Other","2016","(2c_gen) general maturity certificate","middle vocational","","","",""
"Other","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Other","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"Other","2016","(2c_gen) general maturity certificate","higher education","","","",""
"Other","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"Other","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Other","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Other","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Other","2016","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Other","2016","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Other","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"Other","2016","(3a) lower tertiary education","in school","","","",""
"Other","2016","(3a) lower tertiary education","inadequately","","","",""
"Other","2016","(3a) lower tertiary education","general elemantary","","","",""
"Other","2016","(3a) lower tertiary education","middle vocational","","","",""
"Other","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"Other","2016","(3a) lower tertiary education","higher vocational","","","",""
"Other","2016","(3a) lower tertiary education","higher education","","","",""
"Other","2016","(3b) higher tertiary education","in school","","","",""
"Other","2016","(3b) higher tertiary education","inadequately","","","",""
"Other","2016","(3b) higher tertiary education","general elemantary","","","",""
"Other","2016","(3b) higher tertiary education","middle vocational","","","",""
"Other","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"Other","2016","(3b) higher tertiary education","higher vocational","","","",""
"Other","2016","(3b) higher tertiary education","higher education","","","",""
"CDU/CSU","2017","(0) in school","in school","30","0.318610280954474","0.229061618697701","0.408158943211247"
"CDU/CSU","2017","(0) in school","inadequately","","","",""
"CDU/CSU","2017","(0) in school","general elemantary","","","",""
"CDU/CSU","2017","(0) in school","middle vocational","","","",""
"CDU/CSU","2017","(0) in school","vocational + Abi","","","",""
"CDU/CSU","2017","(0) in school","higher vocational","","","",""
"CDU/CSU","2017","(0) in school","higher education","","","",""
"CDU/CSU","2017","(1a) inadequately completed","in school","","","",""
"CDU/CSU","2017","(1a) inadequately completed","inadequately","117","0.201053790069502","0.144655994535732","0.257451585603273"
"CDU/CSU","2017","(1a) inadequately completed","general elemantary","","","",""
"CDU/CSU","2017","(1a) inadequately completed","middle vocational","","","",""
"CDU/CSU","2017","(1a) inadequately completed","vocational + Abi","","","",""
"CDU/CSU","2017","(1a) inadequately completed","higher vocational","","","",""
"CDU/CSU","2017","(1a) inadequately completed","higher education","","","",""
"CDU/CSU","2017","(1b) general elementary school","in school","","","",""
"CDU/CSU","2017","(1b) general elementary school","inadequately","","","",""
"CDU/CSU","2017","(1b) general elementary school","general elemantary","268","0.401435476686244","0.362180200120834","0.440690753251654"
"CDU/CSU","2017","(1b) general elementary school","middle vocational","","","",""
"CDU/CSU","2017","(1b) general elementary school","vocational + Abi","","","",""
"CDU/CSU","2017","(1b) general elementary school","higher vocational","","","",""
"CDU/CSU","2017","(1b) general elementary school","higher education","","","",""
"CDU/CSU","2017","(1c) basic vocational qualification","in school","","","",""
"CDU/CSU","2017","(1c) basic vocational qualification","inadequately","","","",""
"CDU/CSU","2017","(1c) basic vocational qualification","general elemantary","","","",""
"CDU/CSU","2017","(1c) basic vocational qualification","middle vocational","783","0.419114134732953","0.396672540920169","0.441555728545737"
"CDU/CSU","2017","(1c) basic vocational qualification","vocational + Abi","","","",""
"CDU/CSU","2017","(1c) basic vocational qualification","higher vocational","81","0.492981026806764","0.417155215869301","0.568806837744227"
"CDU/CSU","2017","(1c) basic vocational qualification","higher education","","","",""
"CDU/CSU","2017","(2b) intermediate general qualification","in school","","","",""
"CDU/CSU","2017","(2b) intermediate general qualification","inadequately","","","",""
"CDU/CSU","2017","(2b) intermediate general qualification","general elemantary","77","0.45274960886935","0.385586785344183","0.519912432394517"
"CDU/CSU","2017","(2b) intermediate general qualification","middle vocational","","","",""
"CDU/CSU","2017","(2b) intermediate general qualification","vocational + Abi","","","",""
"CDU/CSU","2017","(2b) intermediate general qualification","higher vocational","","","",""
"CDU/CSU","2017","(2b) intermediate general qualification","higher education","","","",""
"CDU/CSU","2017","(2a) intermediate vocational","in school","","","",""
"CDU/CSU","2017","(2a) intermediate vocational","inadequately","","","",""
"CDU/CSU","2017","(2a) intermediate vocational","general elemantary","","","",""
"CDU/CSU","2017","(2a) intermediate vocational","middle vocational","771","0.402241132195902","0.380157812651454","0.42432445174035"
"CDU/CSU","2017","(2a) intermediate vocational","vocational + Abi","","","",""
"CDU/CSU","2017","(2a) intermediate vocational","higher vocational","150","0.432637233907259","0.378773212658321","0.486501255156197"
"CDU/CSU","2017","(2a) intermediate vocational","higher education","","","",""
"CDU/CSU","2017","(2c_gen) general maturity certificate","in school","","","",""
"CDU/CSU","2017","(2c_gen) general maturity certificate","inadequately","","","",""
"CDU/CSU","2017","(2c_gen) general maturity certificate","general elemantary","","","",""
"CDU/CSU","2017","(2c_gen) general maturity certificate","middle vocational","204","0.285027223964943","0.249085433896642","0.320969014033244"
"CDU/CSU","2017","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"CDU/CSU","2017","(2c_gen) general maturity certificate","higher vocational","","","",""
"CDU/CSU","2017","(2c_gen) general maturity certificate","higher education","","","",""
"CDU/CSU","2017","(2c_voc) vocational maturity certificate","in school","","","",""
"CDU/CSU","2017","(2c_voc) vocational maturity certificate","inadequately","","","",""
"CDU/CSU","2017","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"CDU/CSU","2017","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"CDU/CSU","2017","(2c_voc) vocational maturity certificate","vocational + Abi","314","0.338270531002832","0.307011243465522","0.369529818540142"
"CDU/CSU","2017","(2c_voc) vocational maturity certificate","higher vocational","110","0.429947404976981","0.367829284402651","0.492065525551311"
"CDU/CSU","2017","(2c_voc) vocational maturity certificate","higher education","","","",""
"CDU/CSU","2017","(3a) lower tertiary education","in school","","","",""
"CDU/CSU","2017","(3a) lower tertiary education","inadequately","","","",""
"CDU/CSU","2017","(3a) lower tertiary education","general elemantary","","","",""
"CDU/CSU","2017","(3a) lower tertiary education","middle vocational","","","",""
"CDU/CSU","2017","(3a) lower tertiary education","vocational + Abi","","","",""
"CDU/CSU","2017","(3a) lower tertiary education","higher vocational","","","",""
"CDU/CSU","2017","(3a) lower tertiary education","higher education","423","0.384805714754543","0.355625440625125","0.41398598888396"
"CDU/CSU","2017","(3b) higher tertiary education","in school","","","",""
"CDU/CSU","2017","(3b) higher tertiary education","inadequately","","","",""
"CDU/CSU","2017","(3b) higher tertiary education","general elemantary","","","",""
"CDU/CSU","2017","(3b) higher tertiary education","middle vocational","","","",""
"CDU/CSU","2017","(3b) higher tertiary education","vocational + Abi","","","",""
"CDU/CSU","2017","(3b) higher tertiary education","higher vocational","","","",""
"CDU/CSU","2017","(3b) higher tertiary education","higher education","861","0.313372209661992","0.295218087507807","0.331526331816178"
"SPD","2017","(0) in school","in school","","","",""
"SPD","2017","(0) in school","inadequately","","","",""
"SPD","2017","(0) in school","general elemantary","","","",""
"SPD","2017","(0) in school","middle vocational","","","",""
"SPD","2017","(0) in school","vocational + Abi","","","",""
"SPD","2017","(0) in school","higher vocational","","","",""
"SPD","2017","(0) in school","higher education","","","",""
"SPD","2017","(1a) inadequately completed","in school","","","",""
"SPD","2017","(1a) inadequately completed","inadequately","49","0.568242015001772","0.498541805094482","0.637942224909062"
"SPD","2017","(1a) inadequately completed","general elemantary","","","",""
"SPD","2017","(1a) inadequately completed","middle vocational","","","",""
"SPD","2017","(1a) inadequately completed","vocational + Abi","","","",""
"SPD","2017","(1a) inadequately completed","higher vocational","","","",""
"SPD","2017","(1a) inadequately completed","higher education","","","",""
"SPD","2017","(1b) general elementary school","in school","","","",""
"SPD","2017","(1b) general elementary school","inadequately","","","",""
"SPD","2017","(1b) general elementary school","general elemantary","211","0.420865338268824","0.381329036866658","0.46040163967099"
"SPD","2017","(1b) general elementary school","middle vocational","","","",""
"SPD","2017","(1b) general elementary school","vocational + Abi","","","",""
"SPD","2017","(1b) general elementary school","higher vocational","","","",""
"SPD","2017","(1b) general elementary school","higher education","","","",""
"SPD","2017","(1c) basic vocational qualification","in school","","","",""
"SPD","2017","(1c) basic vocational qualification","inadequately","","","",""
"SPD","2017","(1c) basic vocational qualification","general elemantary","","","",""
"SPD","2017","(1c) basic vocational qualification","middle vocational","700","0.408890470394577","0.386530068035057","0.431250872754097"
"SPD","2017","(1c) basic vocational qualification","vocational + Abi","","","",""
"SPD","2017","(1c) basic vocational qualification","higher vocational","61","0.360104646985492","0.287300067714003","0.432909226256982"
"SPD","2017","(1c) basic vocational qualification","higher education","","","",""
"SPD","2017","(2b) intermediate general qualification","in school","","","",""
"SPD","2017","(2b) intermediate general qualification","inadequately","","","",""
"SPD","2017","(2b) intermediate general qualification","general elemantary","62","0.254566280192401","0.19578868428931","0.313343876095491"
"SPD","2017","(2b) intermediate general qualification","middle vocational","","","",""
"SPD","2017","(2b) intermediate general qualification","vocational + Abi","","","",""
"SPD","2017","(2b) intermediate general qualification","higher vocational","","","",""
"SPD","2017","(2b) intermediate general qualification","higher education","","","",""
"SPD","2017","(2a) intermediate vocational","in school","","","",""
"SPD","2017","(2a) intermediate vocational","inadequately","","","",""
"SPD","2017","(2a) intermediate vocational","general elemantary","","","",""
"SPD","2017","(2a) intermediate vocational","middle vocational","572","0.307309459269476","0.286530887321651","0.328088031217301"
"SPD","2017","(2a) intermediate vocational","vocational + Abi","","","",""
"SPD","2017","(2a) intermediate vocational","higher vocational","92","0.29645069097013","0.246799472086251","0.34610190985401"
"SPD","2017","(2a) intermediate vocational","higher education","","","",""
"SPD","2017","(2c_gen) general maturity certificate","in school","","","",""
"SPD","2017","(2c_gen) general maturity certificate","inadequately","","","",""
"SPD","2017","(2c_gen) general maturity certificate","general elemantary","","","",""
"SPD","2017","(2c_gen) general maturity certificate","middle vocational","162","0.279806123582277","0.244065255335047","0.315546991829508"
"SPD","2017","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"SPD","2017","(2c_gen) general maturity certificate","higher vocational","","","",""
"SPD","2017","(2c_gen) general maturity certificate","higher education","","","",""
"SPD","2017","(2c_voc) vocational maturity certificate","in school","","","",""
"SPD","2017","(2c_voc) vocational maturity certificate","inadequately","","","",""
"SPD","2017","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"SPD","2017","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"SPD","2017","(2c_voc) vocational maturity certificate","vocational + Abi","269","0.319014761746366","0.288219706068184","0.349809817424548"
"SPD","2017","(2c_voc) vocational maturity certificate","higher vocational","62","0.284795612500087","0.228167131792018","0.341424093208155"
"SPD","2017","(2c_voc) vocational maturity certificate","higher education","","","",""
"SPD","2017","(3a) lower tertiary education","in school","","","",""
"SPD","2017","(3a) lower tertiary education","inadequately","","","",""
"SPD","2017","(3a) lower tertiary education","general elemantary","","","",""
"SPD","2017","(3a) lower tertiary education","middle vocational","","","",""
"SPD","2017","(3a) lower tertiary education","vocational + Abi","","","",""
"SPD","2017","(3a) lower tertiary education","higher vocational","","","",""
"SPD","2017","(3a) lower tertiary education","higher education","279","0.255018192654447","0.228877271928185","0.28115911338071"
"SPD","2017","(3b) higher tertiary education","in school","","","",""
"SPD","2017","(3b) higher tertiary education","inadequately","","","",""
"SPD","2017","(3b) higher tertiary education","general elemantary","","","",""
"SPD","2017","(3b) higher tertiary education","middle vocational","","","",""
"SPD","2017","(3b) higher tertiary education","vocational + Abi","","","",""
"SPD","2017","(3b) higher tertiary education","higher vocational","","","",""
"SPD","2017","(3b) higher tertiary education","higher education","600","0.247059262388439","0.230179540272063","0.263938984504814"
"FDP","2017","(0) in school","in school","","","",""
"FDP","2017","(0) in school","inadequately","","","",""
"FDP","2017","(0) in school","general elemantary","","","",""
"FDP","2017","(0) in school","middle vocational","","","",""
"FDP","2017","(0) in school","vocational + Abi","","","",""
"FDP","2017","(0) in school","higher vocational","","","",""
"FDP","2017","(0) in school","higher education","","","",""
"FDP","2017","(1a) inadequately completed","in school","","","",""
"FDP","2017","(1a) inadequately completed","inadequately","","","",""
"FDP","2017","(1a) inadequately completed","general elemantary","","","",""
"FDP","2017","(1a) inadequately completed","middle vocational","","","",""
"FDP","2017","(1a) inadequately completed","vocational + Abi","","","",""
"FDP","2017","(1a) inadequately completed","higher vocational","","","",""
"FDP","2017","(1a) inadequately completed","higher education","","","",""
"FDP","2017","(1b) general elementary school","in school","","","",""
"FDP","2017","(1b) general elementary school","inadequately","","","",""
"FDP","2017","(1b) general elementary school","general elemantary","","","",""
"FDP","2017","(1b) general elementary school","middle vocational","","","",""
"FDP","2017","(1b) general elementary school","vocational + Abi","","","",""
"FDP","2017","(1b) general elementary school","higher vocational","","","",""
"FDP","2017","(1b) general elementary school","higher education","","","",""
"FDP","2017","(1c) basic vocational qualification","in school","","","",""
"FDP","2017","(1c) basic vocational qualification","inadequately","","","",""
"FDP","2017","(1c) basic vocational qualification","general elemantary","","","",""
"FDP","2017","(1c) basic vocational qualification","middle vocational","37","0.0204760606514921","0.0140347703898989","0.0269173509130853"
"FDP","2017","(1c) basic vocational qualification","vocational + Abi","","","",""
"FDP","2017","(1c) basic vocational qualification","higher vocational","","","",""
"FDP","2017","(1c) basic vocational qualification","higher education","","","",""
"FDP","2017","(2b) intermediate general qualification","in school","","","",""
"FDP","2017","(2b) intermediate general qualification","inadequately","","","",""
"FDP","2017","(2b) intermediate general qualification","general elemantary","","","",""
"FDP","2017","(2b) intermediate general qualification","middle vocational","","","",""
"FDP","2017","(2b) intermediate general qualification","vocational + Abi","","","",""
"FDP","2017","(2b) intermediate general qualification","higher vocational","","","",""
"FDP","2017","(2b) intermediate general qualification","higher education","","","",""
"FDP","2017","(2a) intermediate vocational","in school","","","",""
"FDP","2017","(2a) intermediate vocational","inadequately","","","",""
"FDP","2017","(2a) intermediate vocational","general elemantary","","","",""
"FDP","2017","(2a) intermediate vocational","middle vocational","54","0.0338020543364595","0.0256632106729999","0.0419408979999192"
"FDP","2017","(2a) intermediate vocational","vocational + Abi","","","",""
"FDP","2017","(2a) intermediate vocational","higher vocational","","","",""
"FDP","2017","(2a) intermediate vocational","higher education","","","",""
"FDP","2017","(2c_gen) general maturity certificate","in school","","","",""
"FDP","2017","(2c_gen) general maturity certificate","inadequately","","","",""
"FDP","2017","(2c_gen) general maturity certificate","general elemantary","","","",""
"FDP","2017","(2c_gen) general maturity certificate","middle vocational","","","",""
"FDP","2017","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"FDP","2017","(2c_gen) general maturity certificate","higher vocational","","","",""
"FDP","2017","(2c_gen) general maturity certificate","higher education","","","",""
"FDP","2017","(2c_voc) vocational maturity certificate","in school","","","",""
"FDP","2017","(2c_voc) vocational maturity certificate","inadequately","","","",""
"FDP","2017","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"FDP","2017","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"FDP","2017","(2c_voc) vocational maturity certificate","vocational + Abi","42","0.0642485710386619","0.0480484320382352","0.0804487100390886"
"FDP","2017","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"FDP","2017","(2c_voc) vocational maturity certificate","higher education","","","",""
