"party","year","sex","n","percent","lower_confidence","upper_confidence","value"
"SPD","1986","Male","1456","0.467773985045521","0.449547902176185","0.486000067914858","1"
"AfD","1987","Male","","","","","7"
"AfD","1987","Female","","","","","7"
"CDU/CSU","1987","Female","1193","0.463350962945986","0.44485773020693","0.481844195685042","2"
"CDU/CSU","1987","Male","1226","0.443425359752493","0.425736544444122","0.461114175060864","2"
"FDP","1987","Male","155","0.0566150662701878","0.0483862521004123","0.0648438804399632","3"
"FDP","1987","Female","123","0.0513295039510365","0.0431457256869319","0.0595132822151412","3"
"NPD","1987","Female","","","","","6"
"NPD","1987","Male","","","","","6"
"Other","1987","Male","22","","","","8"
"Other","1987","Female","15","","","","8"
"PDS/Linke","1987","Male","","","","","5"
"PDS/Linke","1987","Female","","","","","5"
"SPD","1987","Female","1218","0.408575455218224","0.390344961434744","0.426805949001704","1"
"SPD","1987","Male","1400","0.426112293176888","0.408504607796156","0.44371997855762","1"
"AfD","1988","Male","","","","","7"
"AfD","1988","Female","","","","","7"
"CDU/CSU","1988","Male","1016","0.402792722644174","0.384498319673923","0.421087125614425","2"
"CDU/CSU","1988","Female","998","0.437848034908842","0.418218980408187","0.457477089409498","2"
"FDP","1988","Male","121","0.0486923749455324","0.0406644028294012","0.0567203470616637","3"
"FDP","1988","Female","93","0.0426044014718098","0.034613721096926","0.0505950818466936","3"
"NPD","1988","Male","","","","","6"
"NPD","1988","Female","","","","","6"
"Other","1988","Male","28","","","","8"
"Other","1988","Female","20","","","","8"
"PDS/Linke","1988","Male","","","","","5"
"PDS/Linke","1988","Female","","","","","5"
"SPD","1988","Female","1173","0.451670298960577","0.431980446418803","0.471360151502351","1"
"SPD","1988","Male","1427","0.480194249509835","0.461558626983858","0.498829872035812","1"
"AfD","1989","Male","","","","","7"
"AfD","1989","Female","","","","","7"
"CDU/CSU","1989","Male","879","0.369739435153461","0.351442626619936","0.388036243686985","2"
"CDU/CSU","1989","Female","851","0.409922123659442","0.389917871130787","0.429926376188098","2"
"FDP","1989","Male","78","0.031771434709856","0.025123683639527","0.038419185780185","3"
"FDP","1989","Female","61","0.0311491519569394","0.0240832345143016","0.0382150693995771","3"
"NPD","1989","Female","","","","","6"
"NPD","1989","Male","","","","","6"
"Other","1989","Male","127","0.0533086638168702","0.0447939414975455","0.0618233861361948","8"
"Other","1989","Female","59","0.0283204693976069","0.0215731893823141","0.0350677494128998","8"
"PDS/Linke","1989","Male","","","","","5"
"PDS/Linke","1989","Female","","","","","5"
"SPD","1989","Female","1158","0.461283788200409","0.441007843331217","0.481559733069601","1"
"SPD","1989","Male","1425","0.488583346798161","0.46963705801992","0.507529635576402","1"
"AfD","1990","Female","","","","","7"
"AfD","1990","Male","","","","","7"
"CDU/CSU","1990","Male","956","0.396847041021457","0.378420277363168","0.415273804679746","2"
"CDU/CSU","1990","Female","870","0.403499682707955","0.383789686043833","0.423209679372078","2"
"FDP","1990","Male","106","0.043569450664845","0.0358809523612217","0.0512579489684682","3"
"FDP","1990","Female","91","0.0417604084451222","0.0337236847639946","0.0497971321262498","3"
"NPD","1990","Female","24","","","","6"
"NPD","1990","Male","49","0.0187747452448083","0.0136626946181305","0.0238867958714861","6"
"Other","1990","Female","11","","","","8"
"Other","1990","Male","18","","","","8"
"PDS/Linke","1990","Female","","","","","5"
"PDS/Linke","1990","Male","","","","","5"
"SPD","1990","Female","1233","0.486033389587672","0.465953555580123","0.506113223595221","1"
"SPD","1990","Male","1431","0.485089148555689","0.466265640552292","0.503912656559087","1"
"AfD","1991","Female","","","","","7"
"AfD","1991","Male","","","","","7"
"CDU/CSU","1991","Male","913","0.435453958220073","0.414247934232594","0.456659982207552","2"
"CDU/CSU","1991","Female","863","0.428943337548225","0.407576086146772","0.450310588949678","2"
"FDP","1991","Male","108","0.0558657442871943","0.0460431068105001","0.0656883817638884","3"
"FDP","1991","Female","97","0.0525647570674651","0.0429302124167365","0.0621993017181937","3"
"NPD","1991","Male","35","0.0145077782016903","0.00939372198458989","0.0196218344187907","6"
"NPD","1991","Female","10","","","","6"
"Other","1991","Female","8","","","","8"
"Other","1991","Male","11","","","","8"
"PDS/Linke","1991","Female","2","","","","5"
"PDS/Linke","1991","Male","2","","","","5"
"SPD","1991","Female","961","0.450571794391598","0.4290911863148","0.472052402468396","1"
"SPD","1991","Male","930","0.442222373855964","0.420980670270113","0.463464077441816","1"
"AfD","1992","Female","","","","","7"
"AfD","1992","Male","","","","","7"
"CDU/CSU","1992","Male","1116","0.406853054196518","0.389218396156539","0.424487712236497","2"
"CDU/CSU","1992","Female","988","0.421264505448825","0.402178521848737","0.440350489048913","2"
"FDP","1992","Male","140","0.0511214228000338","0.0432151118637782","0.0590277337362894","3"
"FDP","1992","Female","108","0.0439973270286489","0.0360697631116623","0.0519248909456355","3"
"NPD","1992","Female","","","","","6"
"NPD","1992","Male","","","","","6"
"Other","1992","Female","38","0.0122711503863003","0.00801557232427669","0.0165267284483239","8"
"Other","1992","Male","81","0.0292239375621244","0.0231775497645865","0.0352703253596624","8"
"PDS/Linke","1992","Male","68","0.0182219263991338","0.0134204929751002","0.0230233598231674","5"
"PDS/Linke","1992","Female","58","0.0136029599940207","0.0091254182518247","0.0180805017362167","5"
"SPD","1992","Female","1169","0.4449871331079","0.4257773569098","0.464196909306","1"
"SPD","1992","Male","1383","0.436742257364628","0.418937613326384","0.454546901402872","1"
"AfD","1993","Female","","","","","7"
"AfD","1993","Male","","","","","7"
"CDU/CSU","1993","Male","901","0.370097293826422","0.35187840816927","0.388316179483574","2"
"CDU/CSU","1993","Female","814","0.402300241346535","0.381851484073775","0.422748998619294","2"
"FDP","1993","Male","123","0.0505798163142927","0.0423109690066625","0.0588486636219229","3"
"FDP","1993","Female","80","0.0468557199954345","0.0380429818930511","0.0556684580978179","3"
"NPD","1993","Female","36","0.0156178613129621","0.0104472382789037","0.0207884843470205","6"
"NPD","1993","Male","103","0.0434064536513332","0.0357174867013469","0.0510954206013194","6"
"Other","1993","Male","27","","","","8"
"Other","1993","Female","18","","","","8"
"PDS/Linke","1993","Male","71","0.019961759918315","0.0146840192902807","0.0252395005463492","5"
"PDS/Linke","1993","Female","72","0.0213093924824725","0.0152871466811953","0.0273316382837498","5"
"SPD","1993","Female","972","0.418860589031048","0.398286285290498","0.439434892771598","1"
"SPD","1993","Male","1252","0.429560770030556","0.410882178842838","0.448239361218274","1"
"AfD","1994","Female","","","","","7"
"AfD","1994","Male","","","","","7"
"CDU/CSU","1994","Male","934","0.369968246088811","0.351943384890464","0.387993107287158","2"
"CDU/CSU","1994","Female","828","0.389402873879614","0.369725774696077","0.409079973063152","2"
"FDP","1994","Male","87","0.0379948764051889","0.030857153321256","0.0451325994891217","3"
"FDP","1994","Female","64","0.032464391983373","0.025312495234914","0.039616288731832","3"
"NPD","1994","Female","20","","","","6"
"NPD","1994","Male","73","0.0246897673521163","0.0188963025390991","0.0304832321651334","6"
"Other","1994","Male","41","0.0128087867586047","0.00861058677349832","0.0170069867437111","8"
"Other","1994","Female","24","","","","8"
"PDS/Linke","1994","Male","96","0.0255123170021274","0.0196256209452285","0.0313990130590264","5"
"PDS/Linke","1994","Female","114","0.030945243959649","0.0239572063340038","0.0379332815852941","5"
"SPD","1994","Female","1091","0.448749892578507","0.428679279303125","0.468820505853889","1"
"SPD","1994","Male","1324","0.458239835309577","0.439637886764737","0.476841783854418","1"
"AfD","1995","Female","","","","","7"
"AfD","1995","Male","","","","","7"
"CDU/CSU","1995","Female","1065","0.411550764563655","0.393134506369496","0.429967022757814","2"
"CDU/CSU","1995","Male","1190","0.396590226716629","0.379394722942366","0.413785730490892","2"
"FDP","1995","Male","84","0.0301202479762693","0.0241123029811676","0.0361281929713711","3"
"FDP","1995","Female","62","0.0271933588829585","0.0211066871810545","0.0332800305848624","3"
"NPD","1995","Female","13","","","","6"
"NPD","1995","Male","43","0.014300391004228","0.010127048983151","0.018473733025305","6"
"Other","1995","Male","33","0.00907737934309164","0.00574359238136192","0.0124111663048214","8"
"Other","1995","Female","18","","","","8"
"PDS/Linke","1995","Male","136","0.0321185972232496","0.0259209466442709","0.0383162478022283","5"
"PDS/Linke","1995","Female","132","0.032683019576381","0.0260290520043786","0.0393369871483833","5"
"SPD","1995","Female","1150","0.414103185474635","0.395670014928009","0.432536356021262","1"
"SPD","1995","Male","1354","0.432535189074343","0.415120411956003","0.449949966192683","1"
"AfD","1996","Male","","","","","7"
"AfD","1996","Female","","","","","7"
"CDU/CSU","1996","Female","1028","0.438447479734975","0.419104938312359","0.45779002115759","2"
"CDU/CSU","1996","Male","1188","0.421471620757598","0.403585792455311","0.439357449059884","2"
"FDP","1996","Male","63","0.0248658426811655","0.0192256189655493","0.0305060663967817","3"
"FDP","1996","Female","54","0.0285451492179967","0.0220537693302096","0.0350365291057837","3"
"NPD","1996","Female","17","","","","6"
"NPD","1996","Male","59","0.0229169753622146","0.0174968798733764","0.0283370708510528","6"
"Other","1996","Male","27","","","","8"
"Other","1996","Female","22","","","","8"
"PDS/Linke","1996","Male","137","0.0348374901327114","0.0281956838257967","0.0414792964396261","5"
"PDS/Linke","1996","Female","143","0.0345247102653499","0.0274077398744225","0.0416416806562774","5"
"SPD","1996","Female","952","0.367621070107042","0.348825805280468","0.386416334933616","1"
"SPD","1996","Male","1190","0.399192996964818","0.381454308567494","0.416931685362143","1"
"AfD","1997","Female","","","","","7"
"AfD","1997","Male","","","","","7"
"CDU/CSU","1997","Male","1021","0.393210312467119","0.37477889806704","0.411641726867198","2"
"CDU/CSU","1997","Female","928","0.416205775866437","0.396402202536048","0.436009349196827","2"
"FDP","1997","Female","52","0.0274817110183504","0.0209137527390518","0.034049669297649","3"
"FDP","1997","Male","56","0.0234244247523854","0.0177173374689814","0.0291315120357894","3"
"NPD","1997","Female","23","","","","6"
"NPD","1997","Male","76","0.0263527873348218","0.0203085541707415","0.032397020498902","6"
"Other","1997","Male","30","0.00923484117585724","0.00562550614526133","0.0128441762064531","8"
"Other","1997","Female","18","","","","8"
"PDS/Linke","1997","Male","122","0.0292183531911675","0.0228633501285303","0.0355733562538047","5"
"PDS/Linke","1997","Female","119","0.0305002884473359","0.0235917619462707","0.0374088149484011","5"
"SPD","1997","Female","972","0.401998823874836","0.382300783521858","0.421696864227814","1"
"SPD","1997","Male","1171","0.43781976773095","0.419099477102821","0.456540058359079","1"
"AfD","1998","Female","","","","","7"
"AfD","1998","Male","","","","","7"
"CDU/CSU","1998","Female","943","0.377640142913741","0.359306239051177","0.395974046776306","2"
"CDU/CSU","1998","Male","1092","0.367185907003668","0.350198026228939","0.384173787778397","2"
"FDP","1998","Female","60","0.0294629370424173","0.0230679573721916","0.0358579167126431","3"
"FDP","1998","Male","69","0.0252881828871554","0.019755254380425","0.0308211113938858","3"
"NPD","1998","Female","24","","","","6"
"NPD","1998","Male","68","0.02163631197882","0.0165088799576064","0.0267637440000336","6"
"Other","1998","Male","50","0.0175799795653156","0.0129485409097406","0.0222114182208906","8"
"Other","1998","Female","30","0.0128105444311625","0.00855770354677548","0.0170633853155495","8"
"PDS/Linke","1998","Male","130","0.0288841853266709","0.0229818523572879","0.0347865182960539","5"
"PDS/Linke","1998","Female","121","0.0277042828780085","0.0214974831888803","0.0339110825671367","5"
"SPD","1998","Female","1202","0.433287803927607","0.414548019150259","0.452027588704956","1"
"SPD","1998","Male","1456","0.466251908067511","0.448671189984551","0.483832626150471","1"
"AfD","1999","Female","","","","","7"
"AfD","1999","Male","","","","","7"
"CDU/CSU","1999","Male","1280","0.409075697547493","0.392262583090694","0.425888812004292","2"
"CDU/CSU","1999","Female","1132","0.425882548568239","0.407867139664875","0.443897957471604","2"
"FDP","1999","Female","56","0.0233931042180382","0.0178862618042752","0.0288999466318012","3"
"FDP","1999","Male","79","0.0262563870151832","0.0207884916189073","0.0317242824114591","3"
"NPD","1999","Female","18","","","","6"
"NPD","1999","Male","61","0.0148354758643474","0.0107013325579727","0.0189696191707221","6"
"Other","1999","Male","44","0.013350913469284","0.00942611597394979","0.0172757109646183","8"
"Other","1999","Female","28","","","","8"
"PDS/Linke","1999","Male","149","0.0319629422019963","0.0259477463779401","0.0379781380260525","5"
"PDS/Linke","1999","Female","155","0.0390335071779035","0.0319772932786489","0.046089721077158","5"
"SPD","1999","Female","1275","0.428340682782636","0.410312077389881","0.446369288175392","1"
"SPD","1999","Male","1482","0.447763689726056","0.430759054515175","0.464768324936937","1"
"AfD","2000","Female","","","","","7"
"AfD","2000","Male","","","","","7"
"CDU/CSU","2000","Male","2186","0.397414642284351","0.384530780723167","0.410298503845536","2"
"CDU/CSU","2000","Female","1996","0.406994829131223","0.393423725359398","0.420565932903049","2"
"FDP","2000","Female","122","0.0303006429813479","0.0255654687733714","0.0350358171893245","3"
"FDP","2000","Male","158","0.0301311264865421","0.0256304372652939","0.0346318157077903","3"
"NPD","2000","Female","38","0.00678016345464077","0.00451325355166006","0.00904707335762148","6"
"NPD","2000","Male","84","0.0133264534327146","0.0103074829583405","0.0163454239070887","6"
"Other","2000","Male","63","0.0108597587135101","0.00813107088531103","0.0135884465417091","8"
"Other","2000","Female","47","0.00986184463286691","0.00713212236973703","0.0125915668959968","8"
"PDS/Linke","2000","Male","276","0.0411244557450657","0.0358963298965908","0.0463525815935406","5"
"PDS/Linke","2000","Female","254","0.0388467833555822","0.0335089460933769","0.0441846206177875","5"
"SPD","2000","Female","2157","0.428401297372983","0.414731486962086","0.44207110778388","1"
"SPD","2000","Male","2446","0.445105166948671","0.432020836958426","0.458189496938917","1"
"AfD","2001","Female","","","","","7"
"AfD","2001","Male","","","","","7"
"CDU/CSU","2001","Male","1875","0.390001795042417","0.376290361533918","0.403713228550916","2"
"CDU/CSU","2001","Female","1658","0.395345066472707","0.380850686242973","0.409839446702442","2"
"FDP","2001","Female","116","0.0306471232173336","0.025537445641149","0.0357568007935181","3"
"FDP","2001","Male","189","0.0426752463039999","0.0369932238842095","0.0483572687237903","3"
"NPD","2001","Female","24","","","","6"
"NPD","2001","Male","74","0.0117720232896591","0.00873995199342647","0.0148040945858917","6"
"Other","2001","Female","41","0.0116429672316006","0.00846282566197167","0.0148231088012295","8"
"Other","2001","Male","49","0.00928804515809399","0.00659141652607033","0.0119846737901176","8"
"PDS/Linke","2001","Male","229","0.0383883596820712","0.0329872261551849","0.0437894932089575","5"
"PDS/Linke","2001","Female","204","0.0367941445981763","0.0312132142787975","0.0423750749175552","5"
"SPD","2001","Female","1927","0.437019318371327","0.422314666346322","0.451723970396331","1"
"SPD","2001","Male","2147","0.445027634219021","0.431057053803599","0.458998214634444","1"
"AfD","2002","Female","","","","","7"
"AfD","2002","Male","","","","","7"
"CDU/CSU","2002","Female","1909","0.4014129653576","0.387652911561847","0.415173019153353","2"
"CDU/CSU","2002","Male","2246","0.400939914830772","0.388006571662862","0.413873257998682","2"
"FDP","2002","Male","306","0.049299464697673","0.0435862711989813","0.0550126581963648","3"
"FDP","2002","Female","178","0.0315992299487154","0.0266887200176084","0.0365097398798225","3"
"NPD","2002","Female","17","","","","6"
"NPD","2002","Male","58","0.0117311818935554","0.00888970327167538","0.0145726605154355","6"
"Other","2002","Female","38","0.00833133489112788","0.00577980081801213","0.0108828689642436","8"
"Other","2002","Male","65","0.0137155273837747","0.0106461992794323","0.016784855488117","8"
"PDS/Linke","2002","Male","284","0.0475027682132637","0.0418893515080498","0.0531161849184777","5"
"PDS/Linke","2002","Female","269","0.0488810048201341","0.0428283170529218","0.0549336925873463","5"
"SPD","2002","Female","2038","0.430555104807524","0.416655546349633","0.444454663265415","1"
"SPD","2002","Male","2227","0.419223401946366","0.4062018341789","0.432244969713833","1"
"AfD","2003","Female","","","","","7"
"AfD","2003","Male","","","","","7"
"CDU/CSU","2003","Female","2186","0.436273464541514","0.4225875384442","0.449959390638828","2"
"CDU/CSU","2003","Male","2470","0.437425207791901","0.424306673069533","0.45054374251427","2"
"FDP","2003","Female","151","0.0287516960635414","0.0241400345529899","0.0333633575740929","3"
"FDP","2003","Male","273","0.0459139174396679","0.0403790242254385","0.0514488106538973","3"
"NPD","2003","Female","16","","","","6"
"NPD","2003","Male","49","0.00960559764815122","0.00702625181273874","0.0121849434835637","6"
"Other","2003","Female","37","0.00840931548063683","0.00588927745551727","0.0109293535057564","8"
"Other","2003","Male","54","0.00987887621721816","0.00726345750612343","0.0124942949283129","8"
"PDS/Linke","2003","Male","202","0.0306586815260747","0.0260997991079044","0.035217563944245","5"
"PDS/Linke","2003","Female","184","0.0312893712554066","0.0264847849104609","0.0360939576003523","5"
"SPD","2003","Female","1899","0.388366185169136","0.374916039108688","0.401816331229584","1"
"SPD","2003","Male","2015","0.385355192887332","0.372484971788029","0.398225413986636","1"
"AfD","2004","Female","","","","","7"
"AfD","2004","Male","","","","","7"
"CDU/CSU","2004","Female","1863","0.454563565111576","0.439561721099532","0.46956540912362","2"
"CDU/CSU","2004","Male","2168","0.445860826559516","0.431707463491487","0.460014189627546","2"
"FDP","2004","Female","142","0.0299298691440409","0.0247961839108012","0.0350635543772806","3"
"FDP","2004","Male","241","0.047032222268399","0.0410040254868693","0.0530604190499288","3"
"NPD","2004","Female","16","","","","6"
"NPD","2004","Male","53","0.0134287135557717","0.0101512942802913","0.0167061328312521","6"
"Other","2004","Female","32","0.00900472137962322","0.00615864733942378","0.0118507954198227","8"
"Other","2004","Male","60","0.0123437126195244","0.00919975719234936","0.0154876680466995","8"
"PDS/Linke","2004","Male","219","0.0410476622777056","0.0353983798374414","0.0466969447179699","5"
"PDS/Linke","2004","Female","200","0.0391244737328912","0.0332828567001644","0.044966090765618","5"
"SPD","2004","Female","1482","0.362293888622271","0.347812305043087","0.376775472201456","1"
"SPD","2004","Male","1616","0.358866240847894","0.345208112540285","0.372524369155503","1"
"AfD","2005","Female","","","","","7"
"AfD","2005","Male","","","","","7"
"CDU/CSU","2005","Female","1732","0.410994219321964","0.396189873874644","0.425798564769284","2"
"CDU/CSU","2005","Male","2033","0.41770101551914","0.403686202845244","0.431715828193036","2"
"FDP","2005","Male","245","0.0436937547577293","0.0378849110079802","0.0495025985074784","3"
"FDP","2005","Female","140","0.028511346834443","0.0235036352506168","0.0335190584182692","3"
"NPD","2005","Female","30","0.00846410085308685","0.00570761218617881","0.0112205895199949","6"
"NPD","2005","Male","99","0.0267934894342139","0.022204694430347","0.0313822844380807","6"
"Other","2005","Female","33","0.0108765620648746","0.0077556420185703","0.0139974821111788","8"
"Other","2005","Male","52","0.0115697949952758","0.00853088840218211","0.0146087015883695","8"
"PDS/Linke","2005","Male","231","0.0403572872603201","0.0347648994137176","0.0459496751069226","5"
"PDS/Linke","2005","Female","206","0.0392191882491749","0.0333783788291539","0.0450599976691959","5"
"SPD","2005","Female","1566","0.383724522794339","0.369092350854839","0.39835669473384","1"
"SPD","2005","Male","1731","0.374663629493132","0.360908675959618","0.388418583026645","1"
"AfD","2006","Male","","","","","7"
"AfD","2006","Female","","","","","7"
"CDU/CSU","2006","Female","2111","0.417419115256625","0.403820937874066","0.431017292639183","2"
"CDU/CSU","2006","Male","2213","0.393623929337423","0.380542400293064","0.406705458381783","2"
"FDP","2006","Male","322","0.0601042948901876","0.053740160789409","0.0664684289909662","3"
"FDP","2006","Female","171","0.0291455741850237","0.0245070504279611","0.0337840979420863","3"
"NPD","2006","Female","25","","","","6"
"NPD","2006","Male","107","0.0267941211758853","0.0224702887233775","0.031117953628393","6"
"Other","2006","Female","39","0.00913506606143024","0.00651157556143276","0.0117585565614277","8"
"Other","2006","Male","53","0.0102297672677536","0.00753546195644799","0.0129240725790592","8"
"PDS/Linke","2006","Male","336","0.0582281416869925","0.0519578743757909","0.0644984089981941","5"
"PDS/Linke","2006","Female","280","0.0517928888978924","0.0456820182349819","0.0579037595608029","5"
"SPD","2006","Female","1885","0.388020062943691","0.374582760159572","0.401457365727809","1"
"SPD","2006","Male","1926","0.375585280829085","0.362618338348933","0.388552223309236","1"
"AfD","2007","Female","","","","","7"
"AfD","2007","Male","","","","","7"
"CDU/CSU","2007","Female","1670","0.395998203152261","0.381186313174067","0.410810093130455","2"
"CDU/CSU","2007","Male","1891","0.396018264051733","0.381857390022489","0.410179138080977","2"
"FDP","2007","Female","149","0.0271923516465903","0.0222664966117745","0.0321182066814062","3"
"FDP","2007","Male","303","0.0570465991804515","0.0503310653114876","0.0637621330494154","3"
"NPD","2007","Male","88","0.0217817923705252","0.0175552500045657","0.0260083347364847","6"
"NPD","2007","Female","27","","","","6"
"Other","2007","Male","48","0.0101292406286724","0.00722990668213148","0.0130285745752133","8"
"Other","2007","Female","30","0.00651574399517464","0.0040790148641391","0.00895247312621018","8"
"PDS/Linke","2007","Male","298","0.0617568421804248","0.0547870345409626","0.068726649819887","5"
"PDS/Linke","2007","Female","252","0.0559423016467207","0.0489822223292216","0.0629023809642199","5"
"SPD","2007","Male","1598","0.364183235298776","0.350250175184229","0.378116295413322","1"
"SPD","2007","Female","1546","0.386988205401467","0.372236982205422","0.401739428597512","1"
"AfD","2008","Female","","","","","7"
"AfD","2008","Male","","","","","7"
"CDU/CSU","2008","Female","1649","0.416498660576971","0.401152172676607","0.431845148477335","2"
"CDU/CSU","2008","Male","1851","0.413638951699631","0.398961579557616","0.428316323841647","2"
"FDP","2008","Female","160","0.0318152189662322","0.026351632101702","0.0372788058307625","3"
"FDP","2008","Male","279","0.0589142867228197","0.0518968268597056","0.0659317465859338","3"
"NPD","2008","Male","79","0.0190717464440442","0.0149954206310908","0.0231480722569977","6"
"NPD","2008","Female","22","","","","6"
"Other","2008","Male","34","0.0100444135543819","0.00707257520112834","0.0130162519076355","8"
"Other","2008","Female","24","","","","8"
"PDS/Linke","2008","Male","336","0.0721146283388262","0.0644053471946002","0.0798239094830521","5"
"PDS/Linke","2008","Female","262","0.0562446174673257","0.049072432643683","0.0634168022909685","5"
"SPD","2008","Male","1413","0.334399161794847","0.320338862826937","0.348459460762756","1"
"SPD","2008","Female","1384","0.374710200597113","0.359641711853457","0.38977868934077","1"
"AfD","2009","Female","","","","","7"
"AfD","2009","Male","","","","","7"
"CDU/CSU","2009","Female","1457","0.408230651163894","0.39222611978662","0.424235182541169","2"
"CDU/CSU","2009","Male","1601","0.386979066080093","0.371839748758056","0.402118383402129","2"
"FDP","2009","Female","230","0.0576115029178431","0.0500242682858234","0.0651987375498628","3"
"FDP","2009","Male","381","0.0902422945343183","0.0813360864214784","0.0991485026471581","3"
"NPD","2009","Male","77","0.0277299992987654","0.022626203672761","0.0328337949247697","6"
"NPD","2009","Female","24","","","","6"
"Other","2009","Male","47","0.0109684856231338","0.00773103388176299","0.0142059373645046","8"
"Other","2009","Female","29","","","","8"
"PDS/Linke","2009","Male","301","0.0668357929759345","0.0590731700257663","0.0745984159261028","5"
"PDS/Linke","2009","Female","235","0.0602183785272304","0.0524721210840127","0.0679646359704481","5"
"SPD","2009","Male","1236","0.317170243543998","0.302704947032597","0.3316355400554","1"
"SPD","2009","Female","1150","0.330006838761267","0.31469559118707","0.345318086335465","1"
"AfD","2010","Female","","","","","7"
"AfD","2010","Male","","","","","7"
"CDU/CSU","2010","Female","2074","0.390020631454634","0.37716519313566","0.402876069773607","2"
"CDU/CSU","2010","Male","2102","0.381704349393025","0.368712165324208","0.394696533461842","2"
"FDP","2010","Female","308","0.0515253791040688","0.0456988626050184","0.0573518956031193","3"
"FDP","2010","Male","402","0.0623817830951677","0.055913896072531","0.0688496701178044","3"
"NPD","2010","Male","110","0.0235704777443588","0.0195132895010336","0.0276276659876839","6"
"NPD","2010","Female","51","0.00791702657072476","0.00558120010579953","0.01025285303565","6"
"Other","2010","Male","68","0.0149702343172554","0.0117226570630297","0.018217811571481","8"
"Other","2010","Female","46","0.00732450899848312","0.00507711905335987","0.00957189894360636","8"
"PDS/Linke","2010","Male","439","0.0847146836045562","0.0772677392447462","0.0921616279643662","5"
"PDS/Linke","2010","Female","442","0.0777929563216564","0.070733522344432","0.0848523902988808","5"
"SPD","2010","Female","1629","0.319464394114097","0.307175234580407","0.331753553647787","1"
"SPD","2010","Male","1613","0.325496523793658","0.312965522109518","0.338027525477798","1"
"AfD","2011","Female","","","","","7"
"AfD","2011","Male","","","","","7"
"CDU/CSU","2011","Female","1662","0.384097334239395","0.369650237958785","0.398544430520006","2"
"CDU/CSU","2011","Male","1896","0.388639654726154","0.374649015041062","0.402630294411246","2"
"FDP","2011","Female","108","0.0196612687737356","0.0155374674920166","0.0237850700554547","3"
"FDP","2011","Male","192","0.0319431336763796","0.0268958864550761","0.0369903808976831","3"
"NPD","2011","Female","26","","","","6"
"NPD","2011","Male","81","0.0213729367889849","0.0172219046603258","0.0255239689176439","6"
"Other","2011","Male","65","0.0184491798369343","0.0145867526036809","0.0223116070701877","8"
"Other","2011","Female","43","0.0106908590214532","0.00763610538190968","0.0137456126609968","8"
"PDS/Linke","2011","Male","323","0.0629702420301745","0.0559982038579065","0.0699422802024424","5"
"PDS/Linke","2011","Female","261","0.0567702780539989","0.0498968541650698","0.063643701942928","5"
"SPD","2011","Female","1361","0.334410034068769","0.320396524584494","0.348423543553043","1"
"SPD","2011","Male","1471","0.332192314222742","0.318673584670565","0.34571104377492","1"
"AfD","2012","Female","","","","","7"
"AfD","2012","Male","","","","","7"
"CDU/CSU","2012","Female","1660","0.406772250035426","0.391894709490505","0.421649790580347","2"
