"party","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"FDP","1984","lower secondary degree","Couple + C. LE and GT 16","8","","",""
"FDP","1984","secondary school degree","1-pers.-HH","10","","",""
"FDP","1984","secondary school degree","(Married) couple without C. ","11","","",""
"FDP","1984","secondary school degree","Single parent ","2","","",""
"FDP","1984","secondary school degree","Couple + C. LE 16 ","12","","",""
"FDP","1984","secondary school degree","Couple + C. GT 16 ","2","","",""
"FDP","1984","secondary school degree","Couple + C. LE and GT 16","6","","",""
"FDP","1984","college entrance qualification","1-pers.-HH","7","","",""
"FDP","1984","college entrance qualification","(Married) couple without C. ","14","","",""
"FDP","1984","college entrance qualification","Single parent ","2","","",""
"FDP","1984","college entrance qualification","Couple + C. LE 16 ","18","","",""
"FDP","1984","college entrance qualification","Couple + C. GT 16 ","6","","",""
"FDP","1984","college entrance qualification","Couple + C. LE and GT 16","4","","",""
"FDP","1984","Other degree","1-pers.-HH","","","",""
"FDP","1984","Other degree","(Married) couple without C. ","","","",""
"FDP","1984","Other degree","Single parent ","","","",""
"FDP","1984","Other degree","Couple + C. LE 16 ","4","","",""
"FDP","1984","Other degree","Couple + C. GT 16 ","1","","",""
"FDP","1984","Other degree","Couple + C. LE and GT 16","2","","",""
"FDP","1984","no degree/no degree yet","1-pers.-HH","","","",""
"FDP","1984","no degree/no degree yet","(Married) couple without C. ","1","","",""
"FDP","1984","no degree/no degree yet","Single parent ","","","",""
"FDP","1984","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"FDP","1984","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"FDP","1984","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Grüne","1984","lower secondary degree","1-pers.-HH","8","","",""
"Grüne","1984","lower secondary degree","(Married) couple without C. ","18","","",""
"Grüne","1984","lower secondary degree","Single parent ","9","","",""
"Grüne","1984","lower secondary degree","Couple + C. LE 16 ","24","","",""
"Grüne","1984","lower secondary degree","Couple + C. GT 16 ","11","","",""
"Grüne","1984","lower secondary degree","Couple + C. LE and GT 16","20","","",""
"Grüne","1984","secondary school degree","1-pers.-HH","13","","",""
"Grüne","1984","secondary school degree","(Married) couple without C. ","13","","",""
"Grüne","1984","secondary school degree","Single parent ","8","","",""
"Grüne","1984","secondary school degree","Couple + C. LE 16 ","15","","",""
"Grüne","1984","secondary school degree","Couple + C. GT 16 ","30","0.156114250610227","0.103669469107365","0.208559032113089"
"Grüne","1984","secondary school degree","Couple + C. LE and GT 16","20","","",""
"Grüne","1984","college entrance qualification","1-pers.-HH","30","0.200782419882619","0.133703947485596","0.267860892279642"
"Grüne","1984","college entrance qualification","(Married) couple without C. ","43","0.168758239794461","0.119927866814435","0.217588612774486"
"Grüne","1984","college entrance qualification","Single parent ","8","","",""
"Grüne","1984","college entrance qualification","Couple + C. LE 16 ","28","","",""
"Grüne","1984","college entrance qualification","Couple + C. GT 16 ","24","","",""
"Grüne","1984","college entrance qualification","Couple + C. LE and GT 16","10","","",""
"Grüne","1984","Other degree","1-pers.-HH","1","","",""
"Grüne","1984","Other degree","(Married) couple without C. ","3","","",""
"Grüne","1984","Other degree","Single parent ","1","","",""
"Grüne","1984","Other degree","Couple + C. LE 16 ","12","","",""
"Grüne","1984","Other degree","Couple + C. GT 16 ","1","","",""
"Grüne","1984","Other degree","Couple + C. LE and GT 16","9","","",""
"Grüne","1984","no degree/no degree yet","1-pers.-HH","1","","",""
"Grüne","1984","no degree/no degree yet","(Married) couple without C. ","","","",""
"Grüne","1984","no degree/no degree yet","Single parent ","2","","",""
"Grüne","1984","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Grüne","1984","no degree/no degree yet","Couple + C. GT 16 ","11","","",""
"Grüne","1984","no degree/no degree yet","Couple + C. LE and GT 16","15","","",""
"PDS/Linke","1984","lower secondary degree","1-pers.-HH","","","",""
"PDS/Linke","1984","lower secondary degree","(Married) couple without C. ","","","",""
"PDS/Linke","1984","lower secondary degree","Single parent ","","","",""
"PDS/Linke","1984","lower secondary degree","Couple + C. LE 16 ","","","",""
"PDS/Linke","1984","lower secondary degree","Couple + C. GT 16 ","","","",""
"PDS/Linke","1984","lower secondary degree","Couple + C. LE and GT 16","","","",""
"PDS/Linke","1984","secondary school degree","1-pers.-HH","","","",""
"PDS/Linke","1984","secondary school degree","(Married) couple without C. ","","","",""
"PDS/Linke","1984","secondary school degree","Single parent ","","","",""
"PDS/Linke","1984","secondary school degree","Couple + C. LE 16 ","","","",""
"PDS/Linke","1984","secondary school degree","Couple + C. GT 16 ","","","",""
"PDS/Linke","1984","secondary school degree","Couple + C. LE and GT 16","","","",""
"PDS/Linke","1984","college entrance qualification","1-pers.-HH","","","",""
"PDS/Linke","1984","college entrance qualification","(Married) couple without C. ","","","",""
"PDS/Linke","1984","college entrance qualification","Single parent ","","","",""
"PDS/Linke","1984","college entrance qualification","Couple + C. LE 16 ","","","",""
"PDS/Linke","1984","college entrance qualification","Couple + C. GT 16 ","","","",""
"PDS/Linke","1984","college entrance qualification","Couple + C. LE and GT 16","","","",""
"PDS/Linke","1984","Other degree","1-pers.-HH","","","",""
"PDS/Linke","1984","Other degree","(Married) couple without C. ","","","",""
"PDS/Linke","1984","Other degree","Single parent ","","","",""
"PDS/Linke","1984","Other degree","Couple + C. LE 16 ","","","",""
"PDS/Linke","1984","Other degree","Couple + C. GT 16 ","","","",""
"PDS/Linke","1984","Other degree","Couple + C. LE and GT 16","","","",""
"PDS/Linke","1984","no degree/no degree yet","1-pers.-HH","","","",""
"PDS/Linke","1984","no degree/no degree yet","(Married) couple without C. ","","","",""
"PDS/Linke","1984","no degree/no degree yet","Single parent ","","","",""
"PDS/Linke","1984","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"PDS/Linke","1984","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"PDS/Linke","1984","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"NPD Combination","1984","lower secondary degree","1-pers.-HH","","","",""
"NPD Combination","1984","lower secondary degree","(Married) couple without C. ","","","",""
"NPD Combination","1984","lower secondary degree","Single parent ","","","",""
"NPD Combination","1984","lower secondary degree","Couple + C. LE 16 ","","","",""
"NPD Combination","1984","lower secondary degree","Couple + C. GT 16 ","","","",""
"NPD Combination","1984","lower secondary degree","Couple + C. LE and GT 16","","","",""
"NPD Combination","1984","secondary school degree","1-pers.-HH","","","",""
"NPD Combination","1984","secondary school degree","(Married) couple without C. ","","","",""
"NPD Combination","1984","secondary school degree","Single parent ","","","",""
"NPD Combination","1984","secondary school degree","Couple + C. LE 16 ","","","",""
"NPD Combination","1984","secondary school degree","Couple + C. GT 16 ","","","",""
"NPD Combination","1984","secondary school degree","Couple + C. LE and GT 16","","","",""
"NPD Combination","1984","college entrance qualification","1-pers.-HH","","","",""
"NPD Combination","1984","college entrance qualification","(Married) couple without C. ","","","",""
"NPD Combination","1984","college entrance qualification","Single parent ","","","",""
"NPD Combination","1984","college entrance qualification","Couple + C. LE 16 ","","","",""
"NPD Combination","1984","college entrance qualification","Couple + C. GT 16 ","","","",""
"NPD Combination","1984","college entrance qualification","Couple + C. LE and GT 16","","","",""
"NPD Combination","1984","Other degree","1-pers.-HH","","","",""
"NPD Combination","1984","Other degree","(Married) couple without C. ","","","",""
"NPD Combination","1984","Other degree","Single parent ","","","",""
"NPD Combination","1984","Other degree","Couple + C. LE 16 ","","","",""
"NPD Combination","1984","Other degree","Couple + C. GT 16 ","","","",""
"NPD Combination","1984","Other degree","Couple + C. LE and GT 16","","","",""
"NPD Combination","1984","no degree/no degree yet","1-pers.-HH","","","",""
"NPD Combination","1984","no degree/no degree yet","(Married) couple without C. ","","","",""
"NPD Combination","1984","no degree/no degree yet","Single parent ","","","",""
"NPD Combination","1984","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"NPD Combination","1984","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"NPD Combination","1984","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"AfD","1984","lower secondary degree","1-pers.-HH","","","",""
"AfD","1984","lower secondary degree","(Married) couple without C. ","","","",""
"AfD","1984","lower secondary degree","Single parent ","","","",""
"AfD","1984","lower secondary degree","Couple + C. LE 16 ","","","",""
"AfD","1984","lower secondary degree","Couple + C. GT 16 ","","","",""
"AfD","1984","lower secondary degree","Couple + C. LE and GT 16","","","",""
"AfD","1984","secondary school degree","1-pers.-HH","","","",""
"AfD","1984","secondary school degree","(Married) couple without C. ","","","",""
"AfD","1984","secondary school degree","Single parent ","","","",""
"AfD","1984","secondary school degree","Couple + C. LE 16 ","","","",""
"AfD","1984","secondary school degree","Couple + C. GT 16 ","","","",""
"AfD","1984","secondary school degree","Couple + C. LE and GT 16","","","",""
"AfD","1984","college entrance qualification","1-pers.-HH","","","",""
"AfD","1984","college entrance qualification","(Married) couple without C. ","","","",""
"AfD","1984","college entrance qualification","Single parent ","","","",""
"AfD","1984","college entrance qualification","Couple + C. LE 16 ","","","",""
"AfD","1984","college entrance qualification","Couple + C. GT 16 ","","","",""
"AfD","1984","college entrance qualification","Couple + C. LE and GT 16","","","",""
"AfD","1984","Other degree","1-pers.-HH","","","",""
"AfD","1984","Other degree","(Married) couple without C. ","","","",""
"AfD","1984","Other degree","Single parent ","","","",""
"AfD","1984","Other degree","Couple + C. LE 16 ","","","",""
"AfD","1984","Other degree","Couple + C. GT 16 ","","","",""
"AfD","1984","Other degree","Couple + C. LE and GT 16","","","",""
"AfD","1984","no degree/no degree yet","1-pers.-HH","","","",""
"AfD","1984","no degree/no degree yet","(Married) couple without C. ","","","",""
"AfD","1984","no degree/no degree yet","Single parent ","","","",""
"AfD","1984","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"AfD","1984","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"AfD","1984","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Other","1984","lower secondary degree","1-pers.-HH","3","","",""
"Other","1984","lower secondary degree","(Married) couple without C. ","7","","",""
"Other","1984","lower secondary degree","Single parent ","1","","",""
"Other","1984","lower secondary degree","Couple + C. LE 16 ","","","",""
"Other","1984","lower secondary degree","Couple + C. GT 16 ","3","","",""
"Other","1984","lower secondary degree","Couple + C. LE and GT 16","2","","",""
"Other","1984","secondary school degree","1-pers.-HH","2","","",""
"Other","1984","secondary school degree","(Married) couple without C. ","2","","",""
"Other","1984","secondary school degree","Single parent ","2","","",""
"Other","1984","secondary school degree","Couple + C. LE 16 ","","","",""
"Other","1984","secondary school degree","Couple + C. GT 16 ","1","","",""
"Other","1984","secondary school degree","Couple + C. LE and GT 16","1","","",""
"Other","1984","college entrance qualification","1-pers.-HH","2","","",""
"Other","1984","college entrance qualification","(Married) couple without C. ","2","","",""
"Other","1984","college entrance qualification","Single parent ","1","","",""
"Other","1984","college entrance qualification","Couple + C. LE 16 ","1","","",""
"Other","1984","college entrance qualification","Couple + C. GT 16 ","1","","",""
"Other","1984","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Other","1984","Other degree","1-pers.-HH","","","",""
"Other","1984","Other degree","(Married) couple without C. ","","","",""
"Other","1984","Other degree","Single parent ","","","",""
"Other","1984","Other degree","Couple + C. LE 16 ","2","","",""
"Other","1984","Other degree","Couple + C. GT 16 ","","","",""
"Other","1984","Other degree","Couple + C. LE and GT 16","","","",""
"Other","1984","no degree/no degree yet","1-pers.-HH","1","","",""
"Other","1984","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Other","1984","no degree/no degree yet","Single parent ","1","","",""
"Other","1984","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Other","1984","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"Other","1984","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"CDU/CSU","1985","lower secondary degree","1-pers.-HH","131","0.412012086801125","0.358827067675171","0.46519710592708"
"CDU/CSU","1985","lower secondary degree","(Married) couple without C. ","374","0.429454264857545","0.396988469018987","0.461920060696103"
"CDU/CSU","1985","lower secondary degree","Single parent ","53","0.416451650823762","0.333294055335736","0.499609246311788"
"CDU/CSU","1985","lower secondary degree","Couple + C. LE 16 ","262","0.413210044463457","0.375297113623792","0.451122975303123"
"CDU/CSU","1985","lower secondary degree","Couple + C. GT 16 ","233","0.45011839100907","0.408000785504194","0.492235996513945"
"CDU/CSU","1985","lower secondary degree","Couple + C. LE and GT 16","172","0.5417931804488","0.489293388416283","0.594292972481317"
"CDU/CSU","1985","secondary school degree","1-pers.-HH","68","0.516106158425407","0.433619615412861","0.598592701437954"
"CDU/CSU","1985","secondary school degree","(Married) couple without C. ","133","0.530172925663224","0.469273102591161","0.591072748735287"
"CDU/CSU","1985","secondary school degree","Single parent ","24","","",""
"CDU/CSU","1985","secondary school degree","Couple + C. LE 16 ","126","0.43840345582429","0.381781315617384","0.495025596031196"
"CDU/CSU","1985","secondary school degree","Couple + C. GT 16 ","89","0.471359831742931","0.403193355303687","0.539526308182175"
"CDU/CSU","1985","secondary school degree","Couple + C. LE and GT 16","55","0.557231038819304","0.464407529726386","0.650054547912222"
"CDU/CSU","1985","college entrance qualification","1-pers.-HH","45","0.355409738288199","0.275261433852161","0.435558042724237"
"CDU/CSU","1985","college entrance qualification","(Married) couple without C. ","102","0.471561503559995","0.406043288767192","0.537079718352797"
"CDU/CSU","1985","college entrance qualification","Single parent ","13","","",""
"CDU/CSU","1985","college entrance qualification","Couple + C. LE 16 ","66","0.339947101907897","0.272592645846777","0.407301557969016"
"CDU/CSU","1985","college entrance qualification","Couple + C. GT 16 ","63","0.446805402972312","0.366708558591201","0.526902247353424"
"CDU/CSU","1985","college entrance qualification","Couple + C. LE and GT 16","22","","",""
"CDU/CSU","1985","Other degree","1-pers.-HH","6","","",""
"CDU/CSU","1985","Other degree","(Married) couple without C. ","18","","",""
"CDU/CSU","1985","Other degree","Single parent ","","","",""
"CDU/CSU","1985","Other degree","Couple + C. LE 16 ","23","","",""
"CDU/CSU","1985","Other degree","Couple + C. GT 16 ","9","","",""
"CDU/CSU","1985","Other degree","Couple + C. LE and GT 16","8","","",""
"CDU/CSU","1985","no degree/no degree yet","1-pers.-HH","4","","",""
"CDU/CSU","1985","no degree/no degree yet","(Married) couple without C. ","8","","",""
"CDU/CSU","1985","no degree/no degree yet","Single parent ","4","","",""
"CDU/CSU","1985","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"CDU/CSU","1985","no degree/no degree yet","Couple + C. GT 16 ","26","","",""
"CDU/CSU","1985","no degree/no degree yet","Couple + C. LE and GT 16","10","","",""
"SPD","1985","lower secondary degree","1-pers.-HH","176","0.522519878923486","0.468546550805241","0.576493207041731"
"SPD","1985","lower secondary degree","(Married) couple without C. ","474","0.5218119274256","0.489049299314931","0.554574555536268"
"SPD","1985","lower secondary degree","Single parent ","76","0.545454390015695","0.461460216449399","0.629448563581991"
"SPD","1985","lower secondary degree","Couple + C. LE 16 ","339","0.514822340977187","0.47634193210521","0.553302749849165"
"SPD","1985","lower secondary degree","Couple + C. GT 16 ","272","0.496815188326888","0.454487271981258","0.539143104672517"
"SPD","1985","lower secondary degree","Couple + C. LE and GT 16","150","0.396823965215233","0.345273685420095","0.448374245010371"
"SPD","1985","secondary school degree","1-pers.-HH","54","0.349763173911915","0.271047474911159","0.428478872912671"
"SPD","1985","secondary school degree","(Married) couple without C. ","96","0.358430317498289","0.299915948908679","0.416944686087898"
"SPD","1985","secondary school degree","Single parent ","17","","",""
"SPD","1985","secondary school degree","Couple + C. LE 16 ","135","0.462519069563649","0.405622846864841","0.519415292262458"
"SPD","1985","secondary school degree","Couple + C. GT 16 ","82","0.350003334836459","0.284869576835395","0.415137092837522"
"SPD","1985","secondary school degree","Couple + C. LE and GT 16","37","0.2841098111399","0.199831064286975","0.368388557992825"
"SPD","1985","college entrance qualification","1-pers.-HH","49","0.334356962858664","0.255359400569803","0.413354525147524"
"SPD","1985","college entrance qualification","(Married) couple without C. ","58","0.257844961127046","0.20043036633773","0.315259555916362"
"SPD","1985","college entrance qualification","Single parent ","13","","",""
"SPD","1985","college entrance qualification","Couple + C. LE 16 ","76","0.39477897918696","0.325275698873405","0.464282259500515"
"SPD","1985","college entrance qualification","Couple + C. GT 16 ","53","0.35466922077094","0.27759304234865","0.431745399193229"
"SPD","1985","college entrance qualification","Couple + C. LE and GT 16","12","","",""
"SPD","1985","Other degree","1-pers.-HH","20","","",""
"SPD","1985","Other degree","(Married) couple without C. ","42","0.55718654325533","0.437350671937964","0.677022414572696"
"SPD","1985","Other degree","Single parent ","13","","",""
"SPD","1985","Other degree","Couple + C. LE 16 ","152","0.828237955148927","0.773739982727718","0.882735927570135"
"SPD","1985","Other degree","Couple + C. GT 16 ","38","0.634334653903841","0.499484585194967","0.769184722612715"
"SPD","1985","Other degree","Couple + C. LE and GT 16","41","0.747468325782162","0.630501021153568","0.864435630410756"
"SPD","1985","no degree/no degree yet","1-pers.-HH","12","","",""
"SPD","1985","no degree/no degree yet","(Married) couple without C. ","16","","",""
"SPD","1985","no degree/no degree yet","Single parent ","12","","",""
"SPD","1985","no degree/no degree yet","Couple + C. LE 16 ","65","0.940006601197537","0.884768835733115","0.995244366661958"
"SPD","1985","no degree/no degree yet","Couple + C. GT 16 ","32","0.250899449462226","0.152784005884142","0.34901489304031"
"SPD","1985","no degree/no degree yet","Couple + C. LE and GT 16","41","0.372152933615827","0.254641785144087","0.489664082087568"
"FDP","1985","lower secondary degree","1-pers.-HH","14","","",""
"FDP","1985","lower secondary degree","(Married) couple without C. ","27","","",""
"FDP","1985","lower secondary degree","Single parent ","","","",""
"FDP","1985","lower secondary degree","Couple + C. LE 16 ","16","","",""
"FDP","1985","lower secondary degree","Couple + C. GT 16 ","11","","",""
"FDP","1985","lower secondary degree","Couple + C. LE and GT 16","6","","",""
"FDP","1985","secondary school degree","1-pers.-HH","11","","",""
"FDP","1985","secondary school degree","(Married) couple without C. ","13","","",""
"FDP","1985","secondary school degree","Single parent ","2","","",""
"FDP","1985","secondary school degree","Couple + C. LE 16 ","11","","",""
"FDP","1985","secondary school degree","Couple + C. GT 16 ","8","","",""
"FDP","1985","secondary school degree","Couple + C. LE and GT 16","7","","",""
"FDP","1985","college entrance qualification","1-pers.-HH","9","","",""
"FDP","1985","college entrance qualification","(Married) couple without C. ","18","","",""
"FDP","1985","college entrance qualification","Single parent ","1","","",""
"FDP","1985","college entrance qualification","Couple + C. LE 16 ","18","","",""
"FDP","1985","college entrance qualification","Couple + C. GT 16 ","8","","",""
"FDP","1985","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"FDP","1985","Other degree","1-pers.-HH","1","","",""
"FDP","1985","Other degree","(Married) couple without C. ","","","",""
"FDP","1985","Other degree","Single parent ","","","",""
"FDP","1985","Other degree","Couple + C. LE 16 ","1","","",""
"FDP","1985","Other degree","Couple + C. GT 16 ","","","",""
"FDP","1985","Other degree","Couple + C. LE and GT 16","","","",""
"FDP","1985","no degree/no degree yet","1-pers.-HH","1","","",""
"FDP","1985","no degree/no degree yet","(Married) couple without C. ","","","",""
"FDP","1985","no degree/no degree yet","Single parent ","","","",""
"FDP","1985","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"FDP","1985","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"FDP","1985","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"Grüne","1985","lower secondary degree","1-pers.-HH","7","","",""
"Grüne","1985","lower secondary degree","(Married) couple without C. ","12","","",""
"Grüne","1985","lower secondary degree","Single parent ","6","","",""
"Grüne","1985","lower secondary degree","Couple + C. LE 16 ","30","0.0448004772298154","0.0288729279807165","0.0607280264789143"
"Grüne","1985","lower secondary degree","Couple + C. GT 16 ","14","","",""
"Grüne","1985","lower secondary degree","Couple + C. LE and GT 16","17","","",""
"Grüne","1985","secondary school degree","1-pers.-HH","7","","",""
"Grüne","1985","secondary school degree","(Married) couple without C. ","15","","",""
"Grüne","1985","secondary school degree","Single parent ","8","","",""
"Grüne","1985","secondary school degree","Couple + C. LE 16 ","21","","",""
"Grüne","1985","secondary school degree","Couple + C. GT 16 ","27","","",""
"Grüne","1985","secondary school degree","Couple + C. LE and GT 16","9","","",""
"Grüne","1985","college entrance qualification","1-pers.-HH","33","0.233134297915061","0.162331478856327","0.303937116973795"
"Grüne","1985","college entrance qualification","(Married) couple without C. ","41","0.166695195797594","0.117778271322942","0.215612120272246"
"Grüne","1985","college entrance qualification","Single parent ","3","","",""
"Grüne","1985","college entrance qualification","Couple + C. LE 16 ","29","","",""
"Grüne","1985","college entrance qualification","Couple + C. GT 16 ","23","","",""
"Grüne","1985","college entrance qualification","Couple + C. LE and GT 16","4","","",""
"Grüne","1985","Other degree","1-pers.-HH","3","","",""
"Grüne","1985","Other degree","(Married) couple without C. ","6","","",""
"Grüne","1985","Other degree","Single parent ","","","",""
"Grüne","1985","Other degree","Couple + C. LE 16 ","8","","",""
"Grüne","1985","Other degree","Couple + C. GT 16 ","2","","",""
"Grüne","1985","Other degree","Couple + C. LE and GT 16","4","","",""
"Grüne","1985","no degree/no degree yet","1-pers.-HH","1","","",""
"Grüne","1985","no degree/no degree yet","(Married) couple without C. ","","","",""
"Grüne","1985","no degree/no degree yet","Single parent ","","","",""
"Grüne","1985","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Grüne","1985","no degree/no degree yet","Couple + C. GT 16 ","14","","",""
"Grüne","1985","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"PDS/Linke","1985","lower secondary degree","1-pers.-HH","","","",""
"PDS/Linke","1985","lower secondary degree","(Married) couple without C. ","","","",""
"PDS/Linke","1985","lower secondary degree","Single parent ","","","",""
