"party","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","1989","Not Employed","college entrance qualification","83","0.398761404014881","0.334059548603334","0.463463259426427"
"CDU/CSU","1989","Not Employed","Other degree","12","","",""
"CDU/CSU","1989","Not Employed","no degree/no degree yet","15","","",""
"CDU/CSU","1989","Employed","lower secondary degree","549","0.378102410031075","0.353922871456781","0.402281948605369"
"CDU/CSU","1989","Employed","secondary school degree","246","0.398209817358654","0.360313447796574","0.436106186920734"
"CDU/CSU","1989","Employed","college entrance qualification","188","0.358711474195415","0.318736803529533","0.398686144861298"
"CDU/CSU","1989","Employed","Other degree","40","0.170323290232449","0.127426129165632","0.213220451299267"
"CDU/CSU","1989","Employed","no degree/no degree yet","13","","",""
"SPD","1989","Not Employed","lower secondary degree","529","0.520772548084419","0.490454528981275","0.551090567187563"
"SPD","1989","Not Employed","secondary school degree","104","0.326992441300407","0.272240141653","0.381744740947814"
"SPD","1989","Not Employed","college entrance qualification","74","0.29895502204257","0.23846097794667","0.35944906613847"
"SPD","1989","Not Employed","Other degree","53","0.518224444534337","0.404379550050594","0.632069339018081"
"SPD","1989","Not Employed","no degree/no degree yet","89","0.542154576090342","0.455161673578294","0.62914747860239"
"SPD","1989","Employed","lower secondary degree","839","0.524495942334574","0.499594068459678","0.549397816209471"
"SPD","1989","Employed","secondary school degree","300","0.454616973911028","0.416069785345552","0.493164162476503"
"SPD","1989","Employed","college entrance qualification","223","0.376055046776433","0.335682664743108","0.416427428809757"
"SPD","1989","Employed","Other degree","219","0.703271562276005","0.651142706021558","0.755400418530451"
"SPD","1989","Employed","no degree/no degree yet","115","0.822808230353479","0.759331905033787","0.886284555673171"
"FDP","1989","Not Employed","lower secondary degree","20","","",""
"FDP","1989","Not Employed","secondary school degree","11","","",""
"FDP","1989","Not Employed","college entrance qualification","12","","",""
"FDP","1989","Not Employed","Other degree","","","",""
"FDP","1989","Not Employed","no degree/no degree yet","2","","",""
"FDP","1989","Employed","lower secondary degree","23","","",""
"FDP","1989","Employed","secondary school degree","27","","",""
"FDP","1989","Employed","college entrance qualification","37","0.0711773966424352","0.0497473575702823","0.0926074357145882"
"FDP","1989","Employed","Other degree","5","","",""
"FDP","1989","Employed","no degree/no degree yet","1","","",""
"Grüne","1989","Not Employed","lower secondary degree","27","","",""
"Grüne","1989","Not Employed","secondary school degree","18","","",""
"Grüne","1989","Not Employed","college entrance qualification","45","0.20256350523402","0.149454837613525","0.255672172854515"
"Grüne","1989","Not Employed","Other degree","8","","",""
"Grüne","1989","Not Employed","no degree/no degree yet","14","","",""
"Grüne","1989","Employed","lower secondary degree","60","0.0294846022264123","0.0210496485711279","0.0379195558816967"
"Grüne","1989","Employed","secondary school degree","49","0.0745914055865468","0.054252375627379","0.0949304355457145"
"Grüne","1989","Employed","college entrance qualification","94","0.171872027166665","0.140428094879933","0.203315959453397"
"Grüne","1989","Employed","Other degree","25","","",""
"Grüne","1989","Employed","no degree/no degree yet","6","","",""
"PDS/Linke","1989","Not Employed","lower secondary degree","","","",""
"PDS/Linke","1989","Not Employed","secondary school degree","","","",""
"PDS/Linke","1989","Not Employed","college entrance qualification","","","",""
"PDS/Linke","1989","Not Employed","Other degree","","","",""
"PDS/Linke","1989","Not Employed","no degree/no degree yet","","","",""
"PDS/Linke","1989","Employed","lower secondary degree","","","",""
"PDS/Linke","1989","Employed","secondary school degree","","","",""
"PDS/Linke","1989","Employed","college entrance qualification","","","",""
"PDS/Linke","1989","Employed","Other degree","","","",""
"PDS/Linke","1989","Employed","no degree/no degree yet","","","",""
"NPD Combination","1989","Not Employed","lower secondary degree","","","",""
"NPD Combination","1989","Not Employed","secondary school degree","","","",""
"NPD Combination","1989","Not Employed","college entrance qualification","","","",""
"NPD Combination","1989","Not Employed","Other degree","","","",""
"NPD Combination","1989","Not Employed","no degree/no degree yet","","","",""
"NPD Combination","1989","Employed","lower secondary degree","","","",""
"NPD Combination","1989","Employed","secondary school degree","","","",""
"NPD Combination","1989","Employed","college entrance qualification","","","",""
"NPD Combination","1989","Employed","Other degree","","","",""
"NPD Combination","1989","Employed","no degree/no degree yet","","","",""
"AfD","1989","Not Employed","lower secondary degree","","","",""
"AfD","1989","Not Employed","secondary school degree","","","",""
"AfD","1989","Not Employed","college entrance qualification","","","",""
"AfD","1989","Not Employed","Other degree","","","",""
"AfD","1989","Not Employed","no degree/no degree yet","","","",""
"AfD","1989","Employed","lower secondary degree","","","",""
"AfD","1989","Employed","secondary school degree","","","",""
"AfD","1989","Employed","college entrance qualification","","","",""
"AfD","1989","Employed","Other degree","","","",""
"AfD","1989","Employed","no degree/no degree yet","","","",""
"Other","1989","Not Employed","lower secondary degree","40","0.0368950802047537","0.0254550553799734","0.048335105029534"
"Other","1989","Not Employed","secondary school degree","14","","",""
"Other","1989","Not Employed","college entrance qualification","6","","",""
"Other","1989","Not Employed","Other degree","1","","",""
"Other","1989","Not Employed","no degree/no degree yet","6","","",""
"Other","1989","Employed","lower secondary degree","74","0.0526671295331339","0.0415291868918787","0.063805072174389"
"Other","1989","Employed","secondary school degree","19","","",""
"Other","1989","Employed","college entrance qualification","11","","",""
"Other","1989","Employed","Other degree","6","","",""
"Other","1989","Employed","no degree/no degree yet","4","","",""
"CDU/CSU","1990","Not Employed","lower secondary degree","466","0.426832049396858","0.397387635772323","0.456276463021393"
"CDU/CSU","1990","Not Employed","secondary school degree","148","0.551696459541192","0.495231874377628","0.608161044704755"
"CDU/CSU","1990","Not Employed","college entrance qualification","77","0.420634947936573","0.352046594609231","0.489223301263915"
"CDU/CSU","1990","Not Employed","Other degree","10","","",""
"CDU/CSU","1990","Not Employed","no degree/no degree yet","29","","",""
"CDU/CSU","1990","Employed","lower secondary degree","560","0.391210841168477","0.366789230302416","0.415632452034538"
"CDU/CSU","1990","Employed","secondary school degree","260","0.404791816853453","0.367679867794606","0.441903765912299"
"CDU/CSU","1990","Employed","college entrance qualification","202","0.343160054176499","0.305422439692657","0.380897668660341"
"CDU/CSU","1990","Employed","Other degree","36","0.167068082465231","0.123452022901825","0.210684142028637"
"CDU/CSU","1990","Employed","no degree/no degree yet","17","","",""
"SPD","1990","Not Employed","lower secondary degree","547","0.511292661415405","0.481535420580499","0.54104990225031"
"SPD","1990","Not Employed","secondary school degree","108","0.31162373556809","0.259037974080833","0.364209497055348"
"SPD","1990","Not Employed","college entrance qualification","77","0.331415575098381","0.266014311740615","0.396816838456146"
"SPD","1990","Not Employed","Other degree","56","0.669032129409057","0.561818836151408","0.776245422666705"
"SPD","1990","Not Employed","no degree/no degree yet","89","0.563416712738321","0.47848676454306","0.648346660933581"
"SPD","1990","Employed","lower secondary degree","843","0.534678936071106","0.509718147305186","0.559639724837025"
"SPD","1990","Employed","secondary school degree","321","0.462812169532223","0.425113248350834","0.500511090713613"
"SPD","1990","Employed","college entrance qualification","259","0.419975612288581","0.380744423850387","0.459206800726776"
"SPD","1990","Employed","Other degree","221","0.736723035303903","0.685229407823554","0.788216662784252"
"SPD","1990","Employed","no degree/no degree yet","94","0.738504240512463","0.661773102305458","0.815235378719469"
"FDP","1990","Not Employed","lower secondary degree","24","","",""
"FDP","1990","Not Employed","secondary school degree","27","","",""
"FDP","1990","Not Employed","college entrance qualification","16","","",""
"FDP","1990","Not Employed","Other degree","2","","",""
"FDP","1990","Not Employed","no degree/no degree yet","5","","",""
"FDP","1990","Employed","lower secondary degree","39","0.0226218148568209","0.0151808294333477","0.0300628002802941"
"FDP","1990","Employed","secondary school degree","27","","",""
"FDP","1990","Employed","college entrance qualification","50","0.082634610877437","0.0607495141741014","0.104519707580772"
"FDP","1990","Employed","Other degree","4","","",""
"FDP","1990","Employed","no degree/no degree yet","2","","",""
"Grüne","1990","Not Employed","lower secondary degree","26","","",""
"Grüne","1990","Not Employed","secondary school degree","11","","",""
"Grüne","1990","Not Employed","college entrance qualification","25","","",""
"Grüne","1990","Not Employed","Other degree","6","","",""
"Grüne","1990","Not Employed","no degree/no degree yet","8","","",""
"Grüne","1990","Employed","lower secondary degree","48","0.0257767798427319","0.0178466740588726","0.0337068856265912"
"Grüne","1990","Employed","secondary school degree","47","0.0657592273058013","0.0470191570904953","0.0844992975211074"
"Grüne","1990","Employed","college entrance qualification","94","0.149531215766258","0.121185239283641","0.177877192248875"
"Grüne","1990","Employed","Other degree","18","","",""
"Grüne","1990","Employed","no degree/no degree yet","9","","",""
"PDS/Linke","1990","Not Employed","lower secondary degree","","","",""
"PDS/Linke","1990","Not Employed","secondary school degree","","","",""
"PDS/Linke","1990","Not Employed","college entrance qualification","","","",""
"PDS/Linke","1990","Not Employed","Other degree","","","",""
"PDS/Linke","1990","Not Employed","no degree/no degree yet","","","",""
"PDS/Linke","1990","Employed","lower secondary degree","","","",""
"PDS/Linke","1990","Employed","secondary school degree","","","",""
"PDS/Linke","1990","Employed","college entrance qualification","","","",""
"PDS/Linke","1990","Employed","Other degree","","","",""
"PDS/Linke","1990","Employed","no degree/no degree yet","","","",""
"NPD Combination","1990","Not Employed","lower secondary degree","12","","",""
"NPD Combination","1990","Not Employed","secondary school degree","3","","",""
