"party","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","2003","in school","Male","50","0.473511118915682","0.383802472675318","0.563219765156047"
"CDU/CSU","2003","in school","Female","","","",""
"CDU/CSU","2003","inadequately","Male","","","",""
"CDU/CSU","2003","inadequately","Female","","","",""
"CDU/CSU","2003","general elemantary","Male","101","0.335729414006285","0.282290863329564","0.389167964683006"
"CDU/CSU","2003","general elemantary","Female","303","0.45719693695634","0.418511173163414","0.495882700749266"
"CDU/CSU","2003","middle vocational","Male","1209","0.4556140318346","0.436303037098501","0.4749250265707"
"CDU/CSU","2003","middle vocational","Female","1160","0.452905937227622","0.43361213889176","0.472199735563483"
"CDU/CSU","2003","vocational + Abi","Male","112","0.396301413368724","0.337958367386284","0.454644459351163"
"CDU/CSU","2003","vocational + Abi","Female","129","0.41023433050057","0.356675469705759","0.463793191295381"
"CDU/CSU","2003","higher vocational","Male","291","0.481167446078201","0.440816644076889","0.521518248079514"
"CDU/CSU","2003","higher vocational","Female","144","0.430495571899108","0.377864583091112","0.483126560707104"
"CDU/CSU","2003","higher education","Male","682","0.387859314057589","0.364398149144405","0.411320478970773"
"CDU/CSU","2003","higher education","Female","404","0.347430575378771","0.319668223922779","0.375192926834762"
"SPD","2003","in school","Male","36","0.231506354241414","0.15572258381838","0.307290124664448"
"SPD","2003","in school","Female","","","",""
"SPD","2003","inadequately","Male","","","",""
"SPD","2003","inadequately","Female","","","",""
"SPD","2003","general elemantary","Male","147","0.509485928474894","0.452916825017181","0.566055031932607"
"SPD","2003","general elemantary","Female","268","0.450440006854339","0.411802917012052","0.489077096696626"
"SPD","2003","middle vocational","Male","1015","0.412819410885015","0.393728856568379","0.431909965201652"
"SPD","2003","middle vocational","Female","1018","0.405641341391131","0.386609617472135","0.424673065310127"
"SPD","2003","vocational + Abi","Male","90","0.336635107963342","0.280268467109482","0.393001748817202"
"SPD","2003","vocational + Abi","Female","114","0.311706558244711","0.261271169620073","0.362141946869348"
"SPD","2003","higher vocational","Male","199","0.337486922690436","0.299299869536153","0.375673975844719"
"SPD","2003","higher vocational","Female","131","0.375559582587678","0.324084914015173","0.427034251160184"
"SPD","2003","higher education","Male","502","0.317125352484767","0.294718914914435","0.3395317900551"
"SPD","2003","higher education","Female","330","0.288635770813042","0.262215944571462","0.315055597054621"
"FDP","2003","in school","Male","","","",""
"FDP","2003","in school","Female","","","",""
"FDP","2003","inadequately","Male","","","",""
"FDP","2003","inadequately","Female","","","",""
"FDP","2003","general elemantary","Male","","","",""
"FDP","2003","general elemantary","Female","","","",""
"FDP","2003","middle vocational","Male","78","0.0308481311634082","0.0241436837770815","0.0375525785497349"
"FDP","2003","middle vocational","Female","76","0.0281216610681822","0.0217138578943303","0.0345294642420341"
"FDP","2003","vocational + Abi","Male","","","",""
"FDP","2003","vocational + Abi","Female","","","",""
"FDP","2003","higher vocational","Male","33","0.0526499739585274","0.0346137857028204","0.0706861622142344"
"FDP","2003","higher vocational","Female","","","",""
"FDP","2003","higher education","Male","141","0.084197067238374","0.0708269155656332","0.0975672189111149"
"FDP","2003","higher education","Female","48","0.038834860273482","0.0275701831470231","0.0500995373999409"
"Grüne","2003","in school","Male","","","",""
"Grüne","2003","in school","Female","30","0.273860258965847","0.177923806506396","0.369796711425298"
"Grüne","2003","inadequately","Male","","","",""
"Grüne","2003","inadequately","Female","","","",""
"Grüne","2003","general elemantary","Male","","","",""
"Grüne","2003","general elemantary","Female","","","",""
"Grüne","2003","middle vocational","Male","123","0.0575644638709701","0.0485330509758027","0.0665958767661375"
"Grüne","2003","middle vocational","Female","190","0.0724671241475815","0.0624182386816493","0.0825160096135136"
"Grüne","2003","vocational + Abi","Male","36","0.169405787549057","0.124662820418314","0.214148754679801"
"Grüne","2003","vocational + Abi","Female","64","0.208588932899226","0.164348203696312","0.252829662102139"
"Grüne","2003","higher vocational","Male","37","0.0831204253456899","0.0608257849814663","0.105415065709913"
"Grüne","2003","higher vocational","Female","48","0.134908742274741","0.0985959503722744","0.171221534177208"
"Grüne","2003","higher education","Male","218","0.143711597950023","0.126821087411785","0.160602108488261"
"Grüne","2003","higher education","Female","264","0.248723269613583","0.223519410280921","0.273927128946245"
"PDS/Linke","2003","in school","Male","","","",""
"PDS/Linke","2003","in school","Female","","","",""
"PDS/Linke","2003","inadequately","Male","","","",""
"PDS/Linke","2003","inadequately","Female","","","",""
"PDS/Linke","2003","general elemantary","Male","","","",""
"PDS/Linke","2003","general elemantary","Female","","","",""
"PDS/Linke","2003","middle vocational","Male","74","0.0248962532874002","0.0188547495535869","0.0309377570212136"
"PDS/Linke","2003","middle vocational","Female","80","0.0268006490397483","0.0205409091395875","0.033060388939909"
"PDS/Linke","2003","vocational + Abi","Male","","","",""
"PDS/Linke","2003","vocational + Abi","Female","","","",""
"PDS/Linke","2003","higher vocational","Male","","","",""
"PDS/Linke","2003","higher vocational","Female","","","",""
"PDS/Linke","2003","higher education","Male","101","0.0612499034786932","0.0497043558164995","0.0727954511408868"
"PDS/Linke","2003","higher education","Female","81","0.0734594546562156","0.0582482036224505","0.0886707056899806"
"NPD Combination","2003","in school","Male","","","",""
"NPD Combination","2003","in school","Female","","","",""
"NPD Combination","2003","inadequately","Male","","","",""
"NPD Combination","2003","inadequately","Female","","","",""
"NPD Combination","2003","general elemantary","Male","","","",""
"NPD Combination","2003","general elemantary","Female","","","",""
"NPD Combination","2003","middle vocational","Male","30","0.010351253822954","0.00642670571439279","0.0142758019315151"
"NPD Combination","2003","middle vocational","Female","","","",""
"NPD Combination","2003","vocational + Abi","Male","","","",""
"NPD Combination","2003","vocational + Abi","Female","","","",""
"NPD Combination","2003","higher vocational","Male","","","",""
"NPD Combination","2003","higher vocational","Female","","","",""
"NPD Combination","2003","higher education","Male","","","",""
"NPD Combination","2003","higher education","Female","","","",""
"AfD","2003","in school","Male","","","",""
"AfD","2003","in school","Female","","","",""
"AfD","2003","inadequately","Male","","","",""
"AfD","2003","inadequately","Female","","","",""
"AfD","2003","general elemantary","Male","","","",""
"AfD","2003","general elemantary","Female","","","",""
"AfD","2003","middle vocational","Male","","","",""
"AfD","2003","middle vocational","Female","","","",""
"AfD","2003","vocational + Abi","Male","","","",""
"AfD","2003","vocational + Abi","Female","","","",""
"AfD","2003","higher vocational","Male","","","",""
"AfD","2003","higher vocational","Female","","","",""
"AfD","2003","higher education","Male","","","",""
"AfD","2003","higher education","Female","","","",""
"Other","2003","in school","Male","","","",""
"Other","2003","in school","Female","","","",""
"Other","2003","inadequately","Male","","","",""
"Other","2003","inadequately","Female","","","",""
"Other","2003","general elemantary","Male","","","",""
"Other","2003","general elemantary","Female","","","",""
"Other","2003","middle vocational","Male","","","",""
"Other","2003","middle vocational","Female","","","",""
"Other","2003","vocational + Abi","Male","","","",""
"Other","2003","vocational + Abi","Female","","","",""
"Other","2003","higher vocational","Male","","","",""
"Other","2003","higher vocational","Female","","","",""
"Other","2003","higher education","Male","","","",""
"Other","2003","higher education","Female","","","",""
"CDU/CSU","2004","in school","Male","36","0.476566147293586","0.377173393843149","0.575958900744022"
"CDU/CSU","2004","in school","Female","","","",""
"CDU/CSU","2004","inadequately","Male","","","",""
"CDU/CSU","2004","inadequately","Female","","","",""
"CDU/CSU","2004","general elemantary","Male","83","0.397735455357664","0.330074073324598","0.46539683739073"
"CDU/CSU","2004","general elemantary","Female","238","0.4795761377788","0.436089934169138","0.523062341388462"
"CDU/CSU","2004","middle vocational","Male","1021","0.460492053158002","0.439398757709353","0.48158534860665"
"CDU/CSU","2004","middle vocational","Female","989","0.475000351154695","0.453626865817285","0.496373836492106"
"CDU/CSU","2004","vocational + Abi","Male","98","0.42040710299088","0.358342854083401","0.482471351898359"
"CDU/CSU","2004","vocational + Abi","Female","118","0.42415564112557","0.366878641961917","0.481432640289224"
"CDU/CSU","2004","higher vocational","Male","239","0.45338287466648","0.409123616620986","0.497642132711974"
"CDU/CSU","2004","higher vocational","Female","136","0.452698436262705","0.39816147404057","0.507235398484839"
"CDU/CSU","2004","higher education","Male","666","0.423045845930187","0.398403116265556","0.447688575594818"
"CDU/CSU","2004","higher education","Female","344","0.362190875115661","0.331866032833277","0.392515717398045"
"SPD","2004","in school","Male","","","",""
"SPD","2004","in school","Female","","","",""
"SPD","2004","inadequately","Male","","","",""
"SPD","2004","inadequately","Female","","","",""
"SPD","2004","general elemantary","Male","90","0.441451770447","0.372804695995405","0.510098844898596"
"SPD","2004","general elemantary","Female","218","0.451575599736666","0.408257666307221","0.49489353316611"
"SPD","2004","middle vocational","Male","821","0.401093224419961","0.380351888809812","0.42183456003011"
"SPD","2004","middle vocational","Female","762","0.367324186671747","0.34669109752204","0.387957275821454"
"SPD","2004","vocational + Abi","Male","86","0.313179962034228","0.254867226350696","0.37149269771776"
"SPD","2004","vocational + Abi","Female","94","0.313135553472654","0.259386999694095","0.366884107251212"
"SPD","2004","higher vocational","Male","160","0.361386094178543","0.318675574023837","0.404096614333249"
"SPD","2004","higher vocational","Female","113","0.37558043050003","0.322520969695417","0.428639891304643"
"SPD","2004","higher education","Male","416","0.273226289162811","0.250999061918174","0.295453516407449"
"SPD","2004","higher education","Female","257","0.250385869485396","0.223051552619548","0.277720186351244"
"FDP","2004","in school","Male","","","",""
"FDP","2004","in school","Female","","","",""
"FDP","2004","inadequately","Male","","","",""
"FDP","2004","inadequately","Female","","","",""
"FDP","2004","general elemantary","Male","","","",""
"FDP","2004","general elemantary","Female","","","",""
"FDP","2004","middle vocational","Male","71","0.0326996754604604","0.025173283519619","0.0402260674013017"
"FDP","2004","middle vocational","Female","64","0.0309376879425693","0.0235268271590779","0.0383485487260608"
"FDP","2004","vocational + Abi","Male","","","",""
"FDP","2004","vocational + Abi","Female","","","",""
"FDP","2004","higher vocational","Male","","","",""
"FDP","2004","higher vocational","Female","","","",""
"FDP","2004","higher education","Male","124","0.0832036806759012","0.0694273949124261","0.0969799664393762"
"FDP","2004","higher education","Female","45","0.0445768753499936","0.0315560917811919","0.0575976589187952"
"Grüne","2004","in school","Male","","","",""
"Grüne","2004","in school","Female","","","",""
"Grüne","2004","inadequately","Male","","","",""
"Grüne","2004","inadequately","Female","","","",""
"Grüne","2004","general elemantary","Male","","","",""
"Grüne","2004","general elemantary","Female","","","",""
"Grüne","2004","middle vocational","Male","92","0.0482862940167461","0.0392143671208108","0.0573582209126815"
"Grüne","2004","middle vocational","Female","159","0.0721029485353781","0.0610322433506983","0.0831736537200578"
"Grüne","2004","vocational + Abi","Male","","","",""
"Grüne","2004","vocational + Abi","Female","52","0.194610101639406","0.148727202288483","0.24049300099033"
"Grüne","2004","higher vocational","Male","31","0.0769406738971129","0.0532475264810783","0.100633821313147"
"Grüne","2004","higher vocational","Female","48","0.111713569172685","0.0771989902322847","0.146228148113086"
"Grüne","2004","higher education","Male","217","0.148034688616427","0.130320667972302","0.165748709260552"
"Grüne","2004","higher education","Female","231","0.255344182771111","0.227831989624477","0.282856375917746"
"PDS/Linke","2004","in school","Male","","","",""
"PDS/Linke","2004","in school","Female","","","",""
"PDS/Linke","2004","inadequately","Male","","","",""
"PDS/Linke","2004","inadequately","Female","","","",""
"PDS/Linke","2004","general elemantary","Male","","","",""
"PDS/Linke","2004","general elemantary","Female","","","",""
"PDS/Linke","2004","middle vocational","Male","74","0.0283079565652733","0.0212893156088685","0.035326597521678"
"PDS/Linke","2004","middle vocational","Female","91","0.0376418515353856","0.0294956954257994","0.0457880076449718"
"PDS/Linke","2004","vocational + Abi","Male","","","",""
"PDS/Linke","2004","vocational + Abi","Female","","","",""
"PDS/Linke","2004","higher vocational","Male","","","",""
"PDS/Linke","2004","higher vocational","Female","","","",""
"PDS/Linke","2004","higher education","Male","108","0.0663305509098212","0.0539175204991111","0.0787435813205312"
"PDS/Linke","2004","higher education","Female","87","0.0870755537808253","0.0692866176721295","0.104864489889521"
"NPD Combination","2004","in school","Male","","","",""
"NPD Combination","2004","in school","Female","","","",""
"NPD Combination","2004","inadequately","Male","","","",""
"NPD Combination","2004","inadequately","Female","","","",""
"NPD Combination","2004","general elemantary","Male","","","",""
"NPD Combination","2004","general elemantary","Female","","","",""
"NPD Combination","2004","middle vocational","Male","38","0.0170120060231676","0.0115394991788481","0.0224845128674871"
"NPD Combination","2004","middle vocational","Female","","","",""
"NPD Combination","2004","vocational + Abi","Male","","","",""
"NPD Combination","2004","vocational + Abi","Female","","","",""
"NPD Combination","2004","higher vocational","Male","","","",""
"NPD Combination","2004","higher vocational","Female","","","",""
"NPD Combination","2004","higher education","Male","","","",""
"NPD Combination","2004","higher education","Female","","","",""
"AfD","2004","in school","Male","","","",""
"AfD","2004","in school","Female","","","",""
"AfD","2004","inadequately","Male","","","",""
"AfD","2004","inadequately","Female","","","",""
"AfD","2004","general elemantary","Male","","","",""
"AfD","2004","general elemantary","Female","","","",""
"AfD","2004","middle vocational","Male","","","",""
"AfD","2004","middle vocational","Female","","","",""
"AfD","2004","vocational + Abi","Male","","","",""
"AfD","2004","vocational + Abi","Female","","","",""
"AfD","2004","higher vocational","Male","","","",""
"AfD","2004","higher vocational","Female","","","",""
"AfD","2004","higher education","Male","","","",""
"AfD","2004","higher education","Female","","","",""
"Other","2004","in school","Male","","","",""
"Other","2004","in school","Female","","","",""
"Other","2004","inadequately","Male","","","",""
"Other","2004","inadequately","Female","","","",""
"Other","2004","general elemantary","Male","","","",""
"Other","2004","general elemantary","Female","","","",""
"Other","2004","middle vocational","Male","","","",""
"Other","2004","middle vocational","Female","","","",""
"Other","2004","vocational + Abi","Male","","","",""
"Other","2004","vocational + Abi","Female","","","",""
"Other","2004","higher vocational","Male","","","",""
"Other","2004","higher vocational","Female","","","",""
"Other","2004","higher education","Male","","","",""
"Other","2004","higher education","Female","","","",""
"CDU/CSU","2005","in school","Male","33","0.260578852191913","0.173672690293672","0.347485014090153"
"CDU/CSU","2005","in school","Female","","","",""
"CDU/CSU","2005","inadequately","Male","","","",""
"CDU/CSU","2005","inadequately","Female","","","",""
"CDU/CSU","2005","general elemantary","Male","77","0.361316519243946","0.297838480327365","0.424794558160526"
"CDU/CSU","2005","general elemantary","Female","229","0.457755215075493","0.414172872032392","0.501337558118593"
"CDU/CSU","2005","middle vocational","Male","949","0.435458553588748","0.41451514310823","0.456401964069265"
"CDU/CSU","2005","middle vocational","Female","911","0.431986959567118","0.410881018022538","0.453092901111698"
"CDU/CSU","2005","vocational + Abi","Male","102","0.407864829099414","0.347898592316974","0.467831065881855"
"CDU/CSU","2005","vocational + Abi","Female","115","0.400085598407583","0.342905534016849","0.457265662798318"
"CDU/CSU","2005","higher vocational","Male","221","0.421083006587476","0.376398838560417","0.465767174614534"
"CDU/CSU","2005","higher vocational","Female","117","0.420073601217626","0.36316887948656","0.476978322948693"
"CDU/CSU","2005","higher education","Male","630","0.405077134561871","0.380470991571362","0.42968327755238"
"CDU/CSU","2005","higher education","Female","321","0.287995505974847","0.259915346512294","0.316075665437399"
"SPD","2005","in school","Male","36","0.453427678025211","0.354864911671332","0.55199044437909"
"SPD","2005","in school","Female","","","",""
"SPD","2005","inadequately","Male","","","",""
"SPD","2005","inadequately","Female","","","",""
"SPD","2005","general elemantary","Male","103","0.46097078552382","0.395102007936571","0.526839563111069"
"SPD","2005","general elemantary","Female","228","0.478153516305096","0.434456549665443","0.52185048294475"
"SPD","2005","middle vocational","Male","855","0.402783839872563","0.382066791959605","0.42350088778552"
"SPD","2005","middle vocational","Female","815","0.380253447139206","0.359569477141947","0.400937417136465"
"SPD","2005","vocational + Abi","Male","92","0.320878274264102","0.263916670720037","0.377839877808167"
"SPD","2005","vocational + Abi","Female","91","0.33737471592967","0.28219063619703","0.39255879566231"
"SPD","2005","higher vocational","Male","170","0.387408259855716","0.343319114939315","0.431497404772117"
"SPD","2005","higher vocational","Female","113","0.412888396181962","0.356124023797183","0.469652768566742"
"SPD","2005","higher education","Male","458","0.299416648949058","0.276459802614084","0.322373495284032"
"SPD","2005","higher education","Female","277","0.29082753665754","0.26266582540587","0.31898924790921"
"FDP","2005","in school","Male","","","",""
"FDP","2005","in school","Female","","","",""
"FDP","2005","inadequately","Male","","","",""
"FDP","2005","inadequately","Female","","","",""
"FDP","2005","general elemantary","Male","","","",""
"FDP","2005","general elemantary","Female","","","",""
"FDP","2005","middle vocational","Male","72","0.0273199345815035","0.0204341899638795","0.0342056791991274"
"FDP","2005","middle vocational","Female","73","0.0320465746027132","0.0245423072599352","0.0395508419454913"
"FDP","2005","vocational + Abi","Male","","","",""
"FDP","2005","vocational + Abi","Female","","","",""
"FDP","2005","higher vocational","Male","","","",""
"FDP","2005","higher vocational","Female","","","",""
"FDP","2005","higher education","Male","122","0.0720879206321409","0.0591242194529547","0.0850516218113271"
"FDP","2005","higher education","Female","43","0.0374912031243716","0.0257115530533748","0.0492708531953685"
"Grüne","2005","in school","Male","","","",""
"Grüne","2005","in school","Female","","","",""
"Grüne","2005","inadequately","Male","","","",""
"Grüne","2005","inadequately","Female","","","",""
"Grüne","2005","general elemantary","Male","","","",""
"Grüne","2005","general elemantary","Female","","","",""
"Grüne","2005","middle vocational","Male","88","0.0518516426789506","0.0424858296345819","0.0612174557233192"
"Grüne","2005","middle vocational","Female","183","0.090631361747588","0.0783993046891475","0.102863418806029"
"Grüne","2005","vocational + Abi","Male","","","",""
"Grüne","2005","vocational + Abi","Female","55","0.20468981677113","0.157598598379008","0.251781035163251"
"Grüne","2005","higher vocational","Male","","","",""
"Grüne","2005","higher vocational","Female","43","0.116387183644919","0.079414348659926","0.153360018629913"
"Grüne","2005","higher education","Male","201","0.153806245110575","0.135723421702262","0.171889068518887"
"Grüne","2005","higher education","Female","262","0.30012007352097","0.271700036602382","0.328540110439558"
"PDS/Linke","2005","in school","Male","","","",""
"PDS/Linke","2005","in school","Female","","","",""
"PDS/Linke","2005","inadequately","Male","","","",""
"PDS/Linke","2005","inadequately","Female","","","",""
"PDS/Linke","2005","general elemantary","Male","","","",""
"PDS/Linke","2005","general elemantary","Female","","","",""
"PDS/Linke","2005","middle vocational","Male","88","0.0338965611503557","0.0262526485901819","0.0415404737105295"
"PDS/Linke","2005","middle vocational","Female","91","0.0373249897958322","0.0292483640824707","0.0454016155091938"
"PDS/Linke","2005","vocational + Abi","Male","","","",""
"PDS/Linke","2005","vocational + Abi","Female","","","",""
"PDS/Linke","2005","higher vocational","Male","","","",""
"PDS/Linke","2005","higher vocational","Female","","","",""
"PDS/Linke","2005","higher education","Male","108","0.0625742236026664","0.0504344516435894","0.0747139955617433"
"PDS/Linke","2005","higher education","Female","89","0.0779082068835786","0.0612877089881211","0.0945287047790362"
"NPD Combination","2005","in school","Male","","","",""
"NPD Combination","2005","in school","Female","","","",""
"NPD Combination","2005","inadequately","Male","","","",""
"NPD Combination","2005","inadequately","Female","","","",""
"NPD Combination","2005","general elemantary","Male","","","",""
"NPD Combination","2005","general elemantary","Female","","","",""
"NPD Combination","2005","middle vocational","Male","70","0.0353143454531644","0.0275179373028856","0.0431107536034432"
"NPD Combination","2005","middle vocational","Female","","","",""
"NPD Combination","2005","vocational + Abi","Male","","","",""
"NPD Combination","2005","vocational + Abi","Female","","","",""
"NPD Combination","2005","higher vocational","Male","","","",""
"NPD Combination","2005","higher vocational","Female","","","",""
"NPD Combination","2005","higher education","Male","","","",""
"NPD Combination","2005","higher education","Female","","","",""
"AfD","2005","in school","Male","","","",""
"AfD","2005","in school","Female","","","",""
"AfD","2005","inadequately","Male","","","",""
"AfD","2005","inadequately","Female","","","",""
"AfD","2005","general elemantary","Male","","","",""
"AfD","2005","general elemantary","Female","","","",""
"AfD","2005","middle vocational","Male","","","",""
"AfD","2005","middle vocational","Female","","","",""
"AfD","2005","vocational + Abi","Male","","","",""
"AfD","2005","vocational + Abi","Female","","","",""
"AfD","2005","higher vocational","Male","","","",""
"AfD","2005","higher vocational","Female","","","",""
"AfD","2005","higher education","Male","","","",""
"AfD","2005","higher education","Female","","","",""
"Other","2005","in school","Male","","","",""
"Other","2005","in school","Female","","","",""
"Other","2005","inadequately","Male","","","",""
"Other","2005","inadequately","Female","","","",""
"Other","2005","general elemantary","Male","","","",""
"Other","2005","general elemantary","Female","","","",""
"Other","2005","middle vocational","Male","31","0.0133751226747152","0.00852278524393198","0.0182274601054984"
"Other","2005","middle vocational","Female","","","",""
"Other","2005","vocational + Abi","Male","","","",""
"Other","2005","vocational + Abi","Female","","","",""
"Other","2005","higher vocational","Male","","","",""
"Other","2005","higher vocational","Female","","","",""
"Other","2005","higher education","Male","","","",""
"Other","2005","higher education","Female","","","",""
"CDU/CSU","2006","in school","Male","31","0.329933092450211","0.23055952310988","0.429306661790542"
"CDU/CSU","2006","in school","Female","","","",""
"CDU/CSU","2006","inadequately","Male","","","",""
"CDU/CSU","2006","inadequately","Female","","","",""
"CDU/CSU","2006","general elemantary","Male","70","0.255053152504219","0.199791084648004","0.310315220360435"
"CDU/CSU","2006","general elemantary","Female","278","0.454353595804849","0.414808550428934","0.493898641180763"
"CDU/CSU","2006","middle vocational","Male","1030","0.409003463854297","0.389594802163459","0.428412125545134"
"CDU/CSU","2006","middle vocational","Female","1123","0.453050433247661","0.433513932298055","0.472586934197267"
"CDU/CSU","2006","vocational + Abi","Male","100","0.360670492755278","0.303072129632008","0.418268855878547"
"CDU/CSU","2006","vocational + Abi","Female","140","0.393124229592144","0.342598141856184","0.443650317328104"
"CDU/CSU","2006","higher vocational","Male","246","0.417035077732638","0.375254089812975","0.458816065652301"
"CDU/CSU","2006","higher vocational","Female","147","0.392194864467816","0.341899618121933","0.442490110813698"
"CDU/CSU","2006","higher education","Male","710","0.395531934044842","0.372356520458281","0.418707347631402"
"CDU/CSU","2006","higher education","Female","395","0.30437336872842","0.277962040567426","0.330784696889414"
"SPD","2006","in school","Male","31","0.379710309558493","0.27713984055248","0.482280778564506"
"SPD","2006","in school","Female","","","",""
"SPD","2006","inadequately","Male","","","",""
"SPD","2006","inadequately","Female","","","",""
"SPD","2006","general elemantary","Male","111","0.480183365622493","0.416843405926226","0.543523325318759"
"SPD","2006","general elemantary","Female","264","0.46323982510513","0.423636419650101","0.50284323056016"
"SPD","2006","middle vocational","Male","984","0.409389056046293","0.38997758320438","0.428800528888206"
"SPD","2006","middle vocational","Female","950","0.37752853399863","0.358503103990095","0.396553964007164"
"SPD","2006","vocational + Abi","Male","97","0.326973379637668","0.270704951974769","0.383241807300567"
"SPD","2006","vocational + Abi","Female","134","0.390901860953988","0.340426623346005","0.441377098561971"
"SPD","2006","higher vocational","Male","184","0.343906006472042","0.303655244017376","0.384156768926708"
"SPD","2006","higher vocational","Female","145","0.427550998611143","0.376587859671498","0.478514137550788"
"SPD","2006","higher education","Male","486","0.294140932912821","0.272544264144799","0.315737601680843"
"SPD","2006","higher education","Female","336","0.291582735194835","0.26549572625672","0.317669744132951"
"FDP","2006","in school","Male","","","",""
"FDP","2006","in school","Female","","","",""
"FDP","2006","inadequately","Male","","","",""
"FDP","2006","inadequately","Female","","","",""
"FDP","2006","general elemantary","Male","","","",""
"FDP","2006","general elemantary","Female","","","",""
"FDP","2006","middle vocational","Male","97","0.0348625252158251","0.0276212735840117","0.0421037768476385"
"FDP","2006","middle vocational","Female","73","0.0310429889019931","0.0242363315923063","0.0378496462116799"
"FDP","2006","vocational + Abi","Male","30","0.131378647031393","0.090858584817027","0.171898709245759"
"FDP","2006","vocational + Abi","Female","","","",""
"FDP","2006","higher vocational","Male","","","",""
"FDP","2006","higher vocational","Female","","","",""
"FDP","2006","higher education","Male","155","0.105546591568705","0.0909835863862658","0.120109596751144"
"FDP","2006","higher education","Female","60","0.0412174259309841","0.0298070667664407","0.0526277850955274"
"Grüne","2006","in school","Male","","","",""
"Grüne","2006","in school","Female","","","",""
"Grüne","2006","inadequately","Male","","","",""
"Grüne","2006","inadequately","Female","","","",""
"Grüne","2006","general elemantary","Male","","","",""
"Grüne","2006","general elemantary","Female","","","",""
"Grüne","2006","middle vocational","Male","98","0.0443667591027323","0.0362381899280115","0.0524953282774532"
"Grüne","2006","middle vocational","Female","172","0.071352219495009","0.0612497133694004","0.0814547256206175"
"Grüne","2006","vocational + Abi","Male","","","",""
"Grüne","2006","vocational + Abi","Female","52","0.12741295420571","0.0929214575197283","0.161904450891692"
"Grüne","2006","higher vocational","Male","37","0.0887116839057314","0.064618759800907","0.112804608010556"
"Grüne","2006","higher vocational","Female","47","0.12108785116141","0.087481850959705","0.154693851363114"
"Grüne","2006","higher education","Male","211","0.130203150136709","0.114252819248316","0.146153481025102"
"Grüne","2006","higher education","Female","263","0.266832290342849","0.241444805770234","0.292219774915464"
"PDS/Linke","2006","in school","Male","","","",""
"PDS/Linke","2006","in school","Female","","","",""
"PDS/Linke","2006","inadequately","Male","","","",""
"PDS/Linke","2006","inadequately","Female","","","",""
"PDS/Linke","2006","general elemantary","Male","","","",""
"PDS/Linke","2006","general elemantary","Female","","","",""
"PDS/Linke","2006","middle vocational","Male","148","0.0560935382587547","0.0470098854509877","0.0651771910665216"
"PDS/Linke","2006","middle vocational","Female","132","0.0477191343781504","0.0393529260661168","0.0560853426901841"
"PDS/Linke","2006","vocational + Abi","Male","","","",""
"PDS/Linke","2006","vocational + Abi","Female","","","",""
"PDS/Linke","2006","higher vocational","Male","","","",""
"PDS/Linke","2006","higher vocational","Female","","","",""
"PDS/Linke","2006","higher education","Male","136","0.0687448283160772","0.0567524754044997","0.0807371812276547"
"PDS/Linke","2006","higher education","Female","101","0.0841711590710045","0.0682348542670663","0.100107463874943"
"NPD Combination","2006","in school","Male","","","",""
"NPD Combination","2006","in school","Female","","","",""
"NPD Combination","2006","inadequately","Male","","","",""
"NPD Combination","2006","inadequately","Female","","","",""
"NPD Combination","2006","general elemantary","Male","","","",""
"NPD Combination","2006","general elemantary","Female","","","",""
"NPD Combination","2006","middle vocational","Male","75","0.0349571042708128","0.0277063921374825","0.0422078164041431"
"NPD Combination","2006","middle vocational","Female","","","",""
"NPD Combination","2006","vocational + Abi","Male","","","",""
"NPD Combination","2006","vocational + Abi","Female","","","",""
"NPD Combination","2006","higher vocational","Male","","","",""
"NPD Combination","2006","higher vocational","Female","","","",""
"NPD Combination","2006","higher education","Male","","","",""
"NPD Combination","2006","higher education","Female","","","",""
"AfD","2006","in school","Male","","","",""
"AfD","2006","in school","Female","","","",""
"AfD","2006","inadequately","Male","","","",""
"AfD","2006","inadequately","Female","","","",""
"AfD","2006","general elemantary","Male","","","",""
"AfD","2006","general elemantary","Female","","","",""
"AfD","2006","middle vocational","Male","","","",""
"AfD","2006","middle vocational","Female","","","",""
"AfD","2006","vocational + Abi","Male","","","",""
"AfD","2006","vocational + Abi","Female","","","",""
"AfD","2006","higher vocational","Male","","","",""
"AfD","2006","higher vocational","Female","","","",""
"AfD","2006","higher education","Male","","","",""
"AfD","2006","higher education","Female","","","",""
"Other","2006","in school","Male","","","",""
"Other","2006","in school","Female","","","",""
"Other","2006","inadequately","Male","","","",""
"Other","2006","inadequately","Female","","","",""
"Other","2006","general elemantary","Male","","","",""
"Other","2006","general elemantary","Female","","","",""
"Other","2006","middle vocational","Male","33","0.0113275532512855","0.0071498854686754","0.0155052210338956"
"Other","2006","middle vocational","Female","","","",""
"Other","2006","vocational + Abi","Male","","","",""
"Other","2006","vocational + Abi","Female","","","",""
"Other","2006","higher vocational","Male","","","",""
"Other","2006","higher vocational","Female","","","",""
"Other","2006","higher education","Male","","","",""
"Other","2006","higher education","Female","","","",""
"CDU/CSU","2007","in school","Male","","","",""
"CDU/CSU","2007","in school","Female","","","",""
"CDU/CSU","2007","inadequately","Male","","","",""
"CDU/CSU","2007","inadequately","Female","","","",""
"CDU/CSU","2007","general elemantary","Male","64","0.314892654235644","0.247597603793402","0.382187704677886"
