"party","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"AfD","2002","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"AfD","2002","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"AfD","2002","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"AfD","2002","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"AfD","2002","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"AfD","2002","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"AfD","2002","Single parent ","(0) in school","","","",""
"AfD","2002","Single parent ","(1a) inadequately completed","","","",""
"AfD","2002","Single parent ","(1b) general elementary school","","","",""
"AfD","2002","Single parent ","(1c) basic vocational qualification","","","",""
"AfD","2002","Single parent ","(2b) intermediate general qualification","","","",""
"AfD","2002","Single parent ","(2a) intermediate vocational","","","",""
"AfD","2002","Single parent ","(2c_gen) general maturity certificate","","","",""
"AfD","2002","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"AfD","2002","Single parent ","(3a) lower tertiary education","","","",""
"AfD","2002","Single parent ","(3b) higher tertiary education","","","",""
"AfD","2002","Couple + C. LE 16 ","(0) in school","","","",""
"AfD","2002","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"AfD","2002","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"AfD","2002","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"AfD","2002","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"AfD","2002","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"AfD","2002","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"AfD","2002","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"AfD","2002","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"AfD","2002","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"AfD","2002","Couple + C. GT 16 ","(0) in school","","","",""
"AfD","2002","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"AfD","2002","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"AfD","2002","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"AfD","2002","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"AfD","2002","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"AfD","2002","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"AfD","2002","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"AfD","2002","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"AfD","2002","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"AfD","2002","Couple + C. LE and GT 16","(0) in school","","","",""
"AfD","2002","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"AfD","2002","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"AfD","2002","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"AfD","2002","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"AfD","2002","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"AfD","2002","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"AfD","2002","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"AfD","2002","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"AfD","2002","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Other","2002","1-pers.-HH","(0) in school","","","",""
"Other","2002","1-pers.-HH","(1a) inadequately completed","","","",""
"Other","2002","1-pers.-HH","(1b) general elementary school","1","","",""
"Other","2002","1-pers.-HH","(1c) basic vocational qualification","8","","",""
"Other","2002","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"Other","2002","1-pers.-HH","(2a) intermediate vocational","5","","",""
"Other","2002","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"Other","2002","1-pers.-HH","(2c_voc) vocational maturity certificate","2","","",""
"Other","2002","1-pers.-HH","(3a) lower tertiary education","","","",""
"Other","2002","1-pers.-HH","(3b) higher tertiary education","1","","",""
"Other","2002","(Married) couple without C. ","(0) in school","","","",""
"Other","2002","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Other","2002","(Married) couple without C. ","(1b) general elementary school","","","",""
"Other","2002","(Married) couple without C. ","(1c) basic vocational qualification","11","","",""
"Other","2002","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Other","2002","(Married) couple without C. ","(2a) intermediate vocational","6","","",""
"Other","2002","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Other","2002","(Married) couple without C. ","(2c_voc) vocational maturity certificate","4","","",""
"Other","2002","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"Other","2002","(Married) couple without C. ","(3b) higher tertiary education","3","","",""
"Other","2002","Single parent ","(0) in school","2","","",""
"Other","2002","Single parent ","(1a) inadequately completed","","","",""
"Other","2002","Single parent ","(1b) general elementary school","","","",""
"Other","2002","Single parent ","(1c) basic vocational qualification","1","","",""
"Other","2002","Single parent ","(2b) intermediate general qualification","1","","",""
"Other","2002","Single parent ","(2a) intermediate vocational","2","","",""
"Other","2002","Single parent ","(2c_gen) general maturity certificate","","","",""
"Other","2002","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Other","2002","Single parent ","(3a) lower tertiary education","","","",""
"Other","2002","Single parent ","(3b) higher tertiary education","1","","",""
"Other","2002","Couple + C. LE 16 ","(0) in school","","","",""
"Other","2002","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Other","2002","Couple + C. LE 16 ","(1b) general elementary school","2","","",""
"Other","2002","Couple + C. LE 16 ","(1c) basic vocational qualification","9","","",""
"Other","2002","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Other","2002","Couple + C. LE 16 ","(2a) intermediate vocational","9","","",""
"Other","2002","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Other","2002","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Other","2002","Couple + C. LE 16 ","(3a) lower tertiary education","2","","",""
"Other","2002","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Other","2002","Couple + C. GT 16 ","(0) in school","3","","",""
"Other","2002","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Other","2002","Couple + C. GT 16 ","(1b) general elementary school","2","","",""
"Other","2002","Couple + C. GT 16 ","(1c) basic vocational qualification","3","","",""
"Other","2002","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"Other","2002","Couple + C. GT 16 ","(2a) intermediate vocational","5","","",""
"Other","2002","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"Other","2002","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Other","2002","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"Other","2002","Couple + C. GT 16 ","(3b) higher tertiary education","3","","",""
"Other","2002","Couple + C. LE and GT 16","(0) in school","1","","",""
"Other","2002","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Other","2002","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"Other","2002","Couple + C. LE and GT 16","(1c) basic vocational qualification","2","","",""
"Other","2002","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Other","2002","Couple + C. LE and GT 16","(2a) intermediate vocational","2","","",""
"Other","2002","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Other","2002","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Other","2002","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Other","2002","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"CDU/CSU","2003","1-pers.-HH","(0) in school","","","",""
"CDU/CSU","2003","1-pers.-HH","(1a) inadequately completed","1","","",""
"CDU/CSU","2003","1-pers.-HH","(1b) general elementary school","77","0.45336380405379","0.377861106207399","0.52886650190018"
"CDU/CSU","2003","1-pers.-HH","(1c) basic vocational qualification","201","0.452307458526179","0.405481301810846","0.499133615241512"
"CDU/CSU","2003","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"CDU/CSU","2003","1-pers.-HH","(2a) intermediate vocational","134","0.420479142398732","0.366052528709792","0.474905756087672"
"CDU/CSU","2003","1-pers.-HH","(2c_gen) general maturity certificate","27","","",""
"CDU/CSU","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","51","0.435369519806577","0.347027652328548","0.523711387284606"
"CDU/CSU","2003","1-pers.-HH","(3a) lower tertiary education","33","0.237018494337714","0.165016617885926","0.309020370789502"
"CDU/CSU","2003","1-pers.-HH","(3b) higher tertiary education","80","0.3568013331028","0.290574213884502","0.423028452321098"
"CDU/CSU","2003","(Married) couple without C. ","(0) in school","","","",""
"CDU/CSU","2003","(Married) couple without C. ","(1a) inadequately completed","11","","",""
"CDU/CSU","2003","(Married) couple without C. ","(1b) general elementary school","131","0.419259149102915","0.363422425566529","0.475095872639302"
"CDU/CSU","2003","(Married) couple without C. ","(1c) basic vocational qualification","650","0.455897647328269","0.429956424646009","0.481838870010528"
"CDU/CSU","2003","(Married) couple without C. ","(2b) intermediate general qualification","24","","",""
"CDU/CSU","2003","(Married) couple without C. ","(2a) intermediate vocational","400","0.524735990737116","0.4896899727349","0.559782008739332"
"CDU/CSU","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","27","","",""
"CDU/CSU","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","117","0.448894562614083","0.387847113544323","0.509942011683844"
"CDU/CSU","2003","(Married) couple without C. ","(3a) lower tertiary education","191","0.455797890976437","0.409049021555939","0.502546760396934"
"CDU/CSU","2003","(Married) couple without C. ","(3b) higher tertiary education","268","0.399633901247028","0.36254449069237","0.436723311801686"
"CDU/CSU","2003","Single parent ","(0) in school","6","","",""
"CDU/CSU","2003","Single parent ","(1a) inadequately completed","","","",""
"CDU/CSU","2003","Single parent ","(1b) general elementary school","17","","",""
"CDU/CSU","2003","Single parent ","(1c) basic vocational qualification","32","0.455566457941944","0.338899633138989","0.5722332827449"
"CDU/CSU","2003","Single parent ","(2b) intermediate general qualification","9","","",""
"CDU/CSU","2003","Single parent ","(2a) intermediate vocational","41","0.403209825510272","0.301864616721598","0.504555034298946"
"CDU/CSU","2003","Single parent ","(2c_gen) general maturity certificate","7","","",""
"CDU/CSU","2003","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"CDU/CSU","2003","Single parent ","(3a) lower tertiary education","9","","",""
"CDU/CSU","2003","Single parent ","(3b) higher tertiary education","13","","",""
"CDU/CSU","2003","Couple + C. LE 16 ","(0) in school","","","",""
"CDU/CSU","2003","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"CDU/CSU","2003","Couple + C. LE 16 ","(1b) general elementary school","16","","",""
"CDU/CSU","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","190","0.524698614326885","0.474750168704623","0.574647059949147"
"CDU/CSU","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","9","","",""
"CDU/CSU","2003","Couple + C. LE 16 ","(2a) intermediate vocational","281","0.485274387581063","0.445150173792139","0.525398601369986"
"CDU/CSU","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","7","","",""
"CDU/CSU","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","92","0.35392503297977","0.295233547930526","0.412616518029014"
"CDU/CSU","2003","Couple + C. LE 16 ","(3a) lower tertiary education","90","0.421097181381194","0.353177745308303","0.489016617454085"
"CDU/CSU","2003","Couple + C. LE 16 ","(3b) higher tertiary education","145","0.276586020931548","0.234059271573071","0.319112770290026"
"CDU/CSU","2003","Couple + C. GT 16 ","(0) in school","36","0.454096517179164","0.357473627172709","0.550719407185619"
"CDU/CSU","2003","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"CDU/CSU","2003","Couple + C. GT 16 ","(1b) general elementary school","29","","",""
"CDU/CSU","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","193","0.448700257705658","0.399837428527166","0.497563086884149"
"CDU/CSU","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","26","","",""
"CDU/CSU","2003","Couple + C. GT 16 ","(2a) intermediate vocational","189","0.462799059640031","0.413057539362973","0.512540579917089"
"CDU/CSU","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","52","0.297408993335385","0.227870962427698","0.366947024243073"
"CDU/CSU","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","40","0.326369358967066","0.234006769622638","0.418731948311494"
"CDU/CSU","2003","Couple + C. GT 16 ","(3a) lower tertiary education","62","0.420897871663524","0.339117323253152","0.502678420073896"
"CDU/CSU","2003","Couple + C. GT 16 ","(3b) higher tertiary education","109","0.396172834690508","0.338260445826908","0.454085223554109"
"CDU/CSU","2003","Couple + C. LE and GT 16","(0) in school","34","0.51917070938066","0.404556830662824","0.633784588098496"
"CDU/CSU","2003","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"CDU/CSU","2003","Couple + C. LE and GT 16","(1b) general elementary school","15","","",""
"CDU/CSU","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","70","0.43585012640173","0.353117962524221","0.518582290279238"
"CDU/CSU","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","16","","",""
"CDU/CSU","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","86","0.532555987448495","0.456883625109157","0.608228349787834"
"CDU/CSU","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","16","","",""
"CDU/CSU","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","26","","",""
"CDU/CSU","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","27","","",""
"CDU/CSU","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","40","0.452888018735298","0.359866103509307","0.54590993396129"
"SPD","2003","1-pers.-HH","(0) in school","","","",""
"SPD","2003","1-pers.-HH","(1a) inadequately completed","4","","",""
"SPD","2003","1-pers.-HH","(1b) general elementary school","84","0.505983628895661","0.430155776023391","0.58181148176793"
"SPD","2003","1-pers.-HH","(1c) basic vocational qualification","185","0.435147088842062","0.388503822768338","0.481790354915786"
"SPD","2003","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"SPD","2003","1-pers.-HH","(2a) intermediate vocational","116","0.380921868472907","0.327379789011896","0.434463947933918"
"SPD","2003","1-pers.-HH","(2c_gen) general maturity certificate","22","","",""
"SPD","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","36","0.259230180347725","0.181150176350422","0.337310184345028"
"SPD","2003","1-pers.-HH","(3a) lower tertiary education","45","0.380882305533055","0.298662262700623","0.463102348365487"
"SPD","2003","1-pers.-HH","(3b) higher tertiary education","63","0.334408029092022","0.269186279060821","0.399629779123223"
"SPD","2003","(Married) couple without C. ","(0) in school","","","",""
"SPD","2003","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"SPD","2003","(Married) couple without C. ","(1b) general elementary school","142","0.489876682493943","0.43330899364565","0.546444371342235"
"SPD","2003","(Married) couple without C. ","(1c) basic vocational qualification","652","0.468761775191056","0.442769923644008","0.494753626738104"
"SPD","2003","(Married) couple without C. ","(2b) intermediate general qualification","10","","",""
"SPD","2003","(Married) couple without C. ","(2a) intermediate vocational","261","0.326977131260962","0.294056027316183","0.359898235205741"
"SPD","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","27","","",""
"SPD","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","90","0.325050042513614","0.267560493527864","0.382539591499364"
"SPD","2003","(Married) couple without C. ","(3a) lower tertiary education","142","0.34640877461565","0.30174531142998","0.391072237801319"
"SPD","2003","(Married) couple without C. ","(3b) higher tertiary education","182","0.26794747750128","0.234411833799905","0.301483121202656"
"SPD","2003","Single parent ","(0) in school","8","","",""
"SPD","2003","Single parent ","(1a) inadequately completed","3","","",""
"SPD","2003","Single parent ","(1b) general elementary school","16","","",""
"SPD","2003","Single parent ","(1c) basic vocational qualification","29","","",""
"SPD","2003","Single parent ","(2b) intermediate general qualification","2","","",""
"SPD","2003","Single parent ","(2a) intermediate vocational","34","0.383694264928105","0.283228615769897","0.484159914086313"
"SPD","2003","Single parent ","(2c_gen) general maturity certificate","10","","",""
"SPD","2003","Single parent ","(2c_voc) vocational maturity certificate","10","","",""
"SPD","2003","Single parent ","(3a) lower tertiary education","7","","",""
"SPD","2003","Single parent ","(3b) higher tertiary education","14","","",""
"SPD","2003","Couple + C. LE 16 ","(0) in school","","","",""
"SPD","2003","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"SPD","2003","Couple + C. LE 16 ","(1b) general elementary school","31","0.647442830559764","0.520014292830989","0.77487136828854"
"SPD","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","156","0.393273377178376","0.344416435399908","0.442130318956845"
"SPD","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","8","","",""
"SPD","2003","Couple + C. LE 16 ","(2a) intermediate vocational","216","0.367237656724709","0.328536951611892","0.405938361837526"
"SPD","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","11","","",""
"SPD","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","95","0.371817227035282","0.312499327275601","0.431135126794963"
"SPD","2003","Couple + C. LE 16 ","(3a) lower tertiary education","59","0.28706314755287","0.224831066302704","0.349295228803035"
"SPD","2003","Couple + C. LE 16 ","(3b) higher tertiary education","110","0.230655221409684","0.190605843321744","0.270704599497624"
"SPD","2003","Couple + C. GT 16 ","(0) in school","25","","",""
"SPD","2003","Couple + C. GT 16 ","(1a) inadequately completed","9","","",""
"SPD","2003","Couple + C. GT 16 ","(1b) general elementary school","56","0.655504297842388","0.558924499878668","0.752084095806107"
"SPD","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","168","0.461853724767887","0.412874833527993","0.510832616007781"
"SPD","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","18","","",""
"SPD","2003","Couple + C. GT 16 ","(2a) intermediate vocational","130","0.329600740431768","0.28270695510242","0.376494525761116"
"SPD","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","56","0.316376898379255","0.245630425240298","0.387123371518212"
"SPD","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","35","0.468829191738008","0.370528875262957","0.567129508213059"
"SPD","2003","Couple + C. GT 16 ","(3a) lower tertiary education","46","0.334216973313506","0.256078542806726","0.412355403820285"
"SPD","2003","Couple + C. GT 16 ","(3b) higher tertiary education","86","0.314069853721996","0.259112491363072","0.369027216080921"
"SPD","2003","Couple + C. LE and GT 16","(0) in school","18","","",""
"SPD","2003","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"SPD","2003","Couple + C. LE and GT 16","(1b) general elementary school","19","","",""
"SPD","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","57","0.42196295182767","0.339563647330318","0.504362256325023"
"SPD","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","11","","",""
"SPD","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","60","0.382517209193793","0.308806977911957","0.456227440475629"
"SPD","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","26","","",""
"SPD","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","11","","",""
"SPD","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","23","","",""
"SPD","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","39","0.31216987277167","0.2255758652085","0.398763880334841"
"FDP","2003","1-pers.-HH","(0) in school","","","",""
"FDP","2003","1-pers.-HH","(1a) inadequately completed","1","","",""
"FDP","2003","1-pers.-HH","(1b) general elementary school","3","","",""
"FDP","2003","1-pers.-HH","(1c) basic vocational qualification","9","","",""
"FDP","2003","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"FDP","2003","1-pers.-HH","(2a) intermediate vocational","15","","",""
"FDP","2003","1-pers.-HH","(2c_gen) general maturity certificate","4","","",""
"FDP","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","4","","",""
"FDP","2003","1-pers.-HH","(3a) lower tertiary education","14","","",""
"FDP","2003","1-pers.-HH","(3b) higher tertiary education","17","","",""
"FDP","2003","(Married) couple without C. ","(0) in school","","","",""
"FDP","2003","(Married) couple without C. ","(1a) inadequately completed","","","",""
"FDP","2003","(Married) couple without C. ","(1b) general elementary school","5","","",""
"FDP","2003","(Married) couple without C. ","(1c) basic vocational qualification","29","","",""
"FDP","2003","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"FDP","2003","(Married) couple without C. ","(2a) intermediate vocational","37","0.0434998149087433","0.0291849575971076","0.057814672220379"
"FDP","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","3","","",""
"FDP","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","15","","",""
"FDP","2003","(Married) couple without C. ","(3a) lower tertiary education","19","","",""
"FDP","2003","(Married) couple without C. ","(3b) higher tertiary education","67","0.0796628766837888","0.0591601249743936","0.100165628393184"
"FDP","2003","Single parent ","(0) in school","","","",""
"FDP","2003","Single parent ","(1a) inadequately completed","","","",""
"FDP","2003","Single parent ","(1b) general elementary school","","","",""
"FDP","2003","Single parent ","(1c) basic vocational qualification","2","","",""
"FDP","2003","Single parent ","(2b) intermediate general qualification","1","","",""
"FDP","2003","Single parent ","(2a) intermediate vocational","1","","",""
"FDP","2003","Single parent ","(2c_gen) general maturity certificate","3","","",""
"FDP","2003","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"FDP","2003","Single parent ","(3a) lower tertiary education","","","",""
"FDP","2003","Single parent ","(3b) higher tertiary education","3","","",""
"FDP","2003","Couple + C. LE 16 ","(0) in school","","","",""
"FDP","2003","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"FDP","2003","Couple + C. LE 16 ","(1b) general elementary school","1","","",""
"FDP","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","7","","",""
"FDP","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"FDP","2003","Couple + C. LE 16 ","(2a) intermediate vocational","13","","",""
"FDP","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","5","","",""
"FDP","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","13","","",""
"FDP","2003","Couple + C. LE 16 ","(3a) lower tertiary education","10","","",""
"FDP","2003","Couple + C. LE 16 ","(3b) higher tertiary education","27","","",""
"FDP","2003","Couple + C. GT 16 ","(0) in school","5","","",""
"FDP","2003","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"FDP","2003","Couple + C. GT 16 ","(1b) general elementary school","1","","",""
"FDP","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","9","","",""
"FDP","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","8","","",""
"FDP","2003","Couple + C. GT 16 ","(2a) intermediate vocational","19","","",""
"FDP","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","17","","",""
"FDP","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","6","","",""
"FDP","2003","Couple + C. GT 16 ","(3a) lower tertiary education","7","","",""
"FDP","2003","Couple + C. GT 16 ","(3b) higher tertiary education","19","","",""
"FDP","2003","Couple + C. LE and GT 16","(0) in school","3","","",""
"FDP","2003","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"FDP","2003","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"FDP","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","2","","",""
"FDP","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"FDP","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","3","","",""
"FDP","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"FDP","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"FDP","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"FDP","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Grüne","2003","1-pers.-HH","(0) in school","","","",""
"Grüne","2003","1-pers.-HH","(1a) inadequately completed","1","","",""
"Grüne","2003","1-pers.-HH","(1b) general elementary school","1","","",""
"Grüne","2003","1-pers.-HH","(1c) basic vocational qualification","9","","",""
"Grüne","2003","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Grüne","2003","1-pers.-HH","(2a) intermediate vocational","28","","",""
"Grüne","2003","1-pers.-HH","(2c_gen) general maturity certificate","30","0.370275991056103","0.268808629640063","0.471743352472143"
"Grüne","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","22","","",""
"Grüne","2003","1-pers.-HH","(3a) lower tertiary education","25","","",""
"Grüne","2003","1-pers.-HH","(3b) higher tertiary education","31","0.17139078560388","0.119293070523385","0.223488500684374"
"Grüne","2003","(Married) couple without C. ","(0) in school","","","",""
"Grüne","2003","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"Grüne","2003","(Married) couple without C. ","(1b) general elementary school","8","","",""
"Grüne","2003","(Married) couple without C. ","(1c) basic vocational qualification","38","0.0295837979798907","0.0207586408254022","0.0384089551343792"
"Grüne","2003","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"Grüne","2003","(Married) couple without C. ","(2a) intermediate vocational","39","0.0499229415095764","0.0346391787220928","0.06520670429706"
"Grüne","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","15","","",""
"Grüne","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","26","","",""
"Grüne","2003","(Married) couple without C. ","(3a) lower tertiary education","47","0.094393775652158","0.0669498505966538","0.121837700707662"
"Grüne","2003","(Married) couple without C. ","(3b) higher tertiary education","100","0.155793684286528","0.12833309124662","0.183254277326436"
"Grüne","2003","Single parent ","(0) in school","5","","",""
"Grüne","2003","Single parent ","(1a) inadequately completed","","","",""
"Grüne","2003","Single parent ","(1b) general elementary school","","","",""
"Grüne","2003","Single parent ","(1c) basic vocational qualification","3","","",""
"Grüne","2003","Single parent ","(2b) intermediate general qualification","7","","",""
"Grüne","2003","Single parent ","(2a) intermediate vocational","11","","",""
"Grüne","2003","Single parent ","(2c_gen) general maturity certificate","3","","",""
"Grüne","2003","Single parent ","(2c_voc) vocational maturity certificate","10","","",""
"Grüne","2003","Single parent ","(3a) lower tertiary education","8","","",""
"Grüne","2003","Single parent ","(3b) higher tertiary education","9","","",""
"Grüne","2003","Couple + C. LE 16 ","(0) in school","","","",""
"Grüne","2003","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Grüne","2003","Couple + C. LE 16 ","(1b) general elementary school","4","","",""
"Grüne","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","12","","",""
"Grüne","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Grüne","2003","Couple + C. LE 16 ","(2a) intermediate vocational","54","0.0766958218479966","0.0553317901159972","0.0980598535799961"
"Grüne","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","11","","",""
"Grüne","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","49","0.179155854812308","0.132088059517915","0.226223650106701"
"Grüne","2003","Couple + C. LE 16 ","(3a) lower tertiary education","36","0.187417918934586","0.133734613563553","0.241101224305619"
"Grüne","2003","Couple + C. LE 16 ","(3b) higher tertiary education","127","0.380728184833259","0.33456435862569","0.426892011040827"
"Grüne","2003","Couple + C. GT 16 ","(0) in school","26","","",""
"Grüne","2003","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Grüne","2003","Couple + C. GT 16 ","(1b) general elementary school","4","","",""
"Grüne","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","14","","",""
"Grüne","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","9","","",""
"Grüne","2003","Couple + C. GT 16 ","(2a) intermediate vocational","28","","",""
