"party","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"SPD","2003","North Rhine-Westphalia","Rural Area","15","","",""
"SPD","2003","Hesse","Urban Area","285","0.44752155999789","0.409814340537796","0.485228779457983"
"SPD","2003","Hesse","Rural Area","47","0.388462270512853","0.306244204439527","0.470680336586179"
"SPD","2003","Rhineland-Palatinate,Saarland","Urban Area","173","0.381098302522115","0.337098116905185","0.425098488139045"
"SPD","2003","Rhineland-Palatinate,Saarland","Rural Area","54","0.306753579525547","0.231952080600387","0.381555078450706"
"SPD","2003","Baden-Württemberg","Urban Area","426","0.333981563423681","0.307117196399958","0.360845930447404"
"SPD","2003","Baden-Württemberg","Rural Area","46","0.40429579354979","0.314989093696074","0.493602493403505"
"SPD","2003","Bavaria","Urban Area","230","0.276629771440872","0.246030838152187","0.307228704729556"
"SPD","2003","Bavaria","Rural Area","189","0.283894783461501","0.251298240262021","0.31649132666098"
"SPD","2003","Berlin","Urban Area","159","0.39653903318412","0.348955943539985","0.444122122828255"
"SPD","2003","Berlin","Rural Area","","","",""
"SPD","2003","Brandenburg","Urban Area","20","","",""
"SPD","2003","Brandenburg","Rural Area","122","0.371849428714919","0.319305583787097","0.424393273642741"
"SPD","2003","Mecklenburg-Western Pomerania","Urban Area","9","","",""
"SPD","2003","Mecklenburg-Western Pomerania","Rural Area","57","0.420453946636267","0.345809647748192","0.495098245524341"
"SPD","2003","Saxony","Urban Area","76","0.306311338660913","0.251123354807594","0.361499322514232"
"SPD","2003","Saxony","Rural Area","61","0.205485735584584","0.159141219219116","0.251830251950052"
"SPD","2003","Saxony-Anhalt","Urban Area","39","0.31192429898679","0.22066582375139","0.403182774222189"
"SPD","2003","Saxony-Anhalt","Rural Area","70","0.329186426260516","0.268056053657905","0.390316798863128"
"SPD","2003","Thuringia","Urban Area","38","0.466097914098819","0.368810470290897","0.563385357906741"
"SPD","2003","Thuringia","Rural Area","74","0.293342585227796","0.237786676503087","0.348898493952505"
"FDP","2003","Schleswig-Holstein","Urban Area","5","","",""
"FDP","2003","Schleswig-Holstein","Rural Area","5","","",""
"FDP","2003","Hamburg","Urban Area","9","","",""
"FDP","2003","Hamburg","Rural Area","","","",""
"FDP","2003","Lower Saxony","Urban Area","25","","",""
"FDP","2003","Lower Saxony","Rural Area","21","","",""
"FDP","2003","Bremen","Urban Area","5","","",""
"FDP","2003","Bremen","Rural Area","","","",""
"FDP","2003","North Rhine-Westphalia","Urban Area","120","0.0433973472405973","0.0353294114936526","0.051465282987542"
"FDP","2003","North Rhine-Westphalia","Rural Area","2","","",""
"FDP","2003","Hesse","Urban Area","41","0.0542889782709222","0.0371061393381207","0.0714718172037237"
"FDP","2003","Hesse","Rural Area","4","","",""
"FDP","2003","Rhineland-Palatinate,Saarland","Urban Area","21","","",""
"FDP","2003","Rhineland-Palatinate,Saarland","Rural Area","7","","",""
"FDP","2003","Baden-Württemberg","Urban Area","56","0.0503144735546678","0.0378633479008234","0.0627655992085123"
"FDP","2003","Baden-Württemberg","Rural Area","4","","",""
"FDP","2003","Bavaria","Urban Area","31","0.0309039170450735","0.0190662343077333","0.0427415997824138"
"FDP","2003","Bavaria","Rural Area","17","","",""
"FDP","2003","Berlin","Urban Area","12","","",""
"FDP","2003","Berlin","Rural Area","","","",""
"FDP","2003","Brandenburg","Urban Area","","","",""
"FDP","2003","Brandenburg","Rural Area","14","","",""
"FDP","2003","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"FDP","2003","Mecklenburg-Western Pomerania","Rural Area","3","","",""
"FDP","2003","Saxony","Urban Area","11","","",""
"FDP","2003","Saxony","Rural Area","15","","",""
"FDP","2003","Saxony-Anhalt","Urban Area","1","","",""
"FDP","2003","Saxony-Anhalt","Rural Area","10","","",""
"FDP","2003","Thuringia","Urban Area","2","","",""
"FDP","2003","Thuringia","Rural Area","11","","",""
"Grüne","2003","Schleswig-Holstein","Urban Area","8","","",""
"Grüne","2003","Schleswig-Holstein","Rural Area","21","","",""
"Grüne","2003","Hamburg","Urban Area","40","0.172559107283204","0.119110682608832","0.226007531957575"
"Grüne","2003","Hamburg","Rural Area","","","",""
"Grüne","2003","Lower Saxony","Urban Area","62","0.0767659305516936","0.0551188070202221","0.0984130540831651"
"Grüne","2003","Lower Saxony","Rural Area","28","","",""
"Grüne","2003","Bremen","Urban Area","21","","",""
"Grüne","2003","Bremen","Rural Area","","","",""
"Grüne","2003","North Rhine-Westphalia","Urban Area","253","0.10630247401489","0.0940976361967812","0.118507311832998"
"Grüne","2003","North Rhine-Westphalia","Rural Area","1","","",""
"Grüne","2003","Hesse","Urban Area","87","0.122095105025924","0.0972676204105435","0.146922589641304"
"Grüne","2003","Hesse","Rural Area","9","","",""
"Grüne","2003","Rhineland-Palatinate,Saarland","Urban Area","42","0.0850799549521567","0.0598026736566265","0.110357236247687"
"Grüne","2003","Rhineland-Palatinate,Saarland","Rural Area","9","","",""
"Grüne","2003","Baden-Württemberg","Urban Area","172","0.140887398120419","0.121070605756504","0.160704190484333"
"Grüne","2003","Baden-Württemberg","Rural Area","9","","",""
"Grüne","2003","Bavaria","Urban Area","96","0.0935896388331463","0.0736667262782949","0.113512551387998"
"Grüne","2003","Bavaria","Rural Area","56","0.0539785500274817","0.0376418053932319","0.0703152946617315"
"Grüne","2003","Berlin","Urban Area","66","0.168230329544882","0.131843956963979","0.204616702125785"
"Grüne","2003","Berlin","Rural Area","","","",""
"Grüne","2003","Brandenburg","Urban Area","5","","",""
"Grüne","2003","Brandenburg","Rural Area","12","","",""
"Grüne","2003","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Grüne","2003","Mecklenburg-Western Pomerania","Rural Area","4","","",""
"Grüne","2003","Saxony","Urban Area","24","","",""
"Grüne","2003","Saxony","Rural Area","18","","",""
"Grüne","2003","Saxony-Anhalt","Urban Area","6","","",""
"Grüne","2003","Saxony-Anhalt","Rural Area","12","","",""
"Grüne","2003","Thuringia","Urban Area","10","","",""
"Grüne","2003","Thuringia","Rural Area","13","","",""
"PDS/Linke","2003","Schleswig-Holstein","Urban Area","","","",""
"PDS/Linke","2003","Schleswig-Holstein","Rural Area","1","","",""
"PDS/Linke","2003","Hamburg","Urban Area","3","","",""
"PDS/Linke","2003","Hamburg","Rural Area","","","",""
"PDS/Linke","2003","Lower Saxony","Urban Area","5","","",""
"PDS/Linke","2003","Lower Saxony","Rural Area","1","","",""
"PDS/Linke","2003","Bremen","Urban Area","1","","",""
"PDS/Linke","2003","Bremen","Rural Area","","","",""
"PDS/Linke","2003","North Rhine-Westphalia","Urban Area","19","","",""
"PDS/Linke","2003","North Rhine-Westphalia","Rural Area","","","",""
"PDS/Linke","2003","Hesse","Urban Area","3","","",""
"PDS/Linke","2003","Hesse","Rural Area","1","","",""
"PDS/Linke","2003","Rhineland-Palatinate,Saarland","Urban Area","4","","",""
"PDS/Linke","2003","Rhineland-Palatinate,Saarland","Rural Area","1","","",""
"PDS/Linke","2003","Baden-Württemberg","Urban Area","6","","",""
"PDS/Linke","2003","Baden-Württemberg","Rural Area","","","",""
"PDS/Linke","2003","Bavaria","Urban Area","2","","",""
"PDS/Linke","2003","Bavaria","Rural Area","","","",""
"PDS/Linke","2003","Berlin","Urban Area","55","0.10709780354165","0.0770178402526079","0.137177766830692"
"PDS/Linke","2003","Berlin","Rural Area","","","",""
"PDS/Linke","2003","Brandenburg","Urban Area","10","","",""
"PDS/Linke","2003","Brandenburg","Rural Area","87","0.316132412795198","0.265581740753962","0.366683084836433"
"PDS/Linke","2003","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"PDS/Linke","2003","Mecklenburg-Western Pomerania","Rural Area","32","0.156438690370861","0.10150688632699","0.211370494414732"
"PDS/Linke","2003","Saxony","Urban Area","30","0.140373873577218","0.0987848581192895","0.181962889035146"
"PDS/Linke","2003","Saxony","Rural Area","52","0.153586171172634","0.112231545191118","0.194940797154151"
"PDS/Linke","2003","Saxony-Anhalt","Urban Area","19","","",""
"PDS/Linke","2003","Saxony-Anhalt","Rural Area","31","0.146888924936383","0.100838623371304","0.192939226501462"
"PDS/Linke","2003","Thuringia","Urban Area","9","","",""
"PDS/Linke","2003","Thuringia","Rural Area","31","0.140673825393878","0.0982486245481191","0.183099026239637"
"NPD Combination","2003","Schleswig-Holstein","Urban Area","1","","",""
"NPD Combination","2003","Schleswig-Holstein","Rural Area","1","","",""
"NPD Combination","2003","Hamburg","Urban Area","1","","",""
"NPD Combination","2003","Hamburg","Rural Area","","","",""
"NPD Combination","2003","Lower Saxony","Urban Area","3","","",""
"NPD Combination","2003","Lower Saxony","Rural Area","2","","",""
"NPD Combination","2003","Bremen","Urban Area","","","",""
"NPD Combination","2003","Bremen","Rural Area","","","",""
"NPD Combination","2003","North Rhine-Westphalia","Urban Area","3","","",""
"NPD Combination","2003","North Rhine-Westphalia","Rural Area","","","",""
"NPD Combination","2003","Hesse","Urban Area","4","","",""
"NPD Combination","2003","Hesse","Rural Area","3","","",""
"NPD Combination","2003","Rhineland-Palatinate,Saarland","Urban Area","5","","",""
"NPD Combination","2003","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"NPD Combination","2003","Baden-Württemberg","Urban Area","5","","",""
"NPD Combination","2003","Baden-Württemberg","Rural Area","","","",""
"NPD Combination","2003","Bavaria","Urban Area","3","","",""
"NPD Combination","2003","Bavaria","Rural Area","3","","",""
"NPD Combination","2003","Berlin","Urban Area","7","","",""
"NPD Combination","2003","Berlin","Rural Area","","","",""
"NPD Combination","2003","Brandenburg","Urban Area","","","",""
"NPD Combination","2003","Brandenburg","Rural Area","2","","",""
"NPD Combination","2003","Mecklenburg-Western Pomerania","Urban Area","","","",""
"NPD Combination","2003","Mecklenburg-Western Pomerania","Rural Area","1","","",""
"NPD Combination","2003","Saxony","Urban Area","3","","",""
"NPD Combination","2003","Saxony","Rural Area","9","","",""
"NPD Combination","2003","Saxony-Anhalt","Urban Area","3","","",""
"NPD Combination","2003","Saxony-Anhalt","Rural Area","1","","",""
"NPD Combination","2003","Thuringia","Urban Area","4","","",""
"NPD Combination","2003","Thuringia","Rural Area","2","","",""
"AfD","2003","Schleswig-Holstein","Urban Area","","","",""
"AfD","2003","Schleswig-Holstein","Rural Area","","","",""
"AfD","2003","Hamburg","Urban Area","","","",""
"AfD","2003","Hamburg","Rural Area","","","",""
"AfD","2003","Lower Saxony","Urban Area","","","",""
"AfD","2003","Lower Saxony","Rural Area","","","",""
"AfD","2003","Bremen","Urban Area","","","",""
"AfD","2003","Bremen","Rural Area","","","",""
"AfD","2003","North Rhine-Westphalia","Urban Area","","","",""
"AfD","2003","North Rhine-Westphalia","Rural Area","","","",""
"AfD","2003","Hesse","Urban Area","","","",""
"AfD","2003","Hesse","Rural Area","","","",""
"AfD","2003","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"AfD","2003","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"AfD","2003","Baden-Württemberg","Urban Area","","","",""
"AfD","2003","Baden-Württemberg","Rural Area","","","",""
"AfD","2003","Bavaria","Urban Area","","","",""
"AfD","2003","Bavaria","Rural Area","","","",""
"AfD","2003","Berlin","Urban Area","","","",""
"AfD","2003","Berlin","Rural Area","","","",""
"AfD","2003","Brandenburg","Urban Area","","","",""
"AfD","2003","Brandenburg","Rural Area","","","",""
"AfD","2003","Mecklenburg-Western Pomerania","Urban Area","","","",""
"AfD","2003","Mecklenburg-Western Pomerania","Rural Area","","","",""
"AfD","2003","Saxony","Urban Area","","","",""
"AfD","2003","Saxony","Rural Area","","","",""
"AfD","2003","Saxony-Anhalt","Urban Area","","","",""
"AfD","2003","Saxony-Anhalt","Rural Area","","","",""
"AfD","2003","Thuringia","Urban Area","","","",""
"AfD","2003","Thuringia","Rural Area","","","",""
"Other","2003","Schleswig-Holstein","Urban Area","","","",""
"Other","2003","Schleswig-Holstein","Rural Area","3","","",""
"Other","2003","Hamburg","Urban Area","1","","",""
"Other","2003","Hamburg","Rural Area","","","",""
"Other","2003","Lower Saxony","Urban Area","6","","",""
"Other","2003","Lower Saxony","Rural Area","1","","",""
"Other","2003","Bremen","Urban Area","2","","",""
"Other","2003","Bremen","Rural Area","","","",""
"Other","2003","North Rhine-Westphalia","Urban Area","12","","",""
"Other","2003","North Rhine-Westphalia","Rural Area","1","","",""
"Other","2003","Hesse","Urban Area","2","","",""
"Other","2003","Hesse","Rural Area","","","",""
"Other","2003","Rhineland-Palatinate,Saarland","Urban Area","8","","",""
"Other","2003","Rhineland-Palatinate,Saarland","Rural Area","5","","",""
"Other","2003","Baden-Württemberg","Urban Area","5","","",""
"Other","2003","Baden-Württemberg","Rural Area","","","",""
"Other","2003","Bavaria","Urban Area","10","","",""
"Other","2003","Bavaria","Rural Area","9","","",""
"Other","2003","Berlin","Urban Area","6","","",""
"Other","2003","Berlin","Rural Area","","","",""
"Other","2003","Brandenburg","Urban Area","1","","",""
"Other","2003","Brandenburg","Rural Area","3","","",""
"Other","2003","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Other","2003","Mecklenburg-Western Pomerania","Rural Area","1","","",""
"Other","2003","Saxony","Urban Area","","","",""
"Other","2003","Saxony","Rural Area","8","","",""
"Other","2003","Saxony-Anhalt","Urban Area","2","","",""
"Other","2003","Saxony-Anhalt","Rural Area","2","","",""
"Other","2003","Thuringia","Urban Area","1","","",""
"Other","2003","Thuringia","Rural Area","2","","",""
"CDU/CSU","2004","Schleswig-Holstein","Urban Area","57","0.383480972601689","0.294997074122816","0.471964871080562"
"CDU/CSU","2004","Schleswig-Holstein","Rural Area","72","0.452915170452491","0.378524300510332","0.52730604039465"
"CDU/CSU","2004","Hamburg","Urban Area","60","0.367148784689478","0.294475197868342","0.439822371510614"
"CDU/CSU","2004","Hamburg","Rural Area","","","",""
"CDU/CSU","2004","Lower Saxony","Urban Area","230","0.454462068733794","0.411374627385743","0.497549510081844"
"CDU/CSU","2004","Lower Saxony","Rural Area","246","0.54323512371568","0.497262415174843","0.589207832256517"
"CDU/CSU","2004","Bremen","Urban Area","19","","",""
"CDU/CSU","2004","Bremen","Rural Area","","","",""
"CDU/CSU","2004","North Rhine-Westphalia","Urban Area","907","0.423409570630415","0.402031256082509","0.444787885178321"
"CDU/CSU","2004","North Rhine-Westphalia","Rural Area","33","0.632482756520767","0.493156688682928","0.771808824358606"
"CDU/CSU","2004","Hesse","Urban Area","209","0.381992717416728","0.341423500051894","0.422561934781562"
"CDU/CSU","2004","Hesse","Rural Area","48","0.474639950841209","0.377253604810184","0.572026296872233"
"CDU/CSU","2004","Rhineland-Palatinate,Saarland","Urban Area","169","0.448241538796028","0.396654032600419","0.499829044991637"
"CDU/CSU","2004","Rhineland-Palatinate,Saarland","Rural Area","48","0.489916539069265","0.396070377607617","0.583762700530913"
"CDU/CSU","2004","Baden-Württemberg","Urban Area","423","0.453284041497513","0.422383463567158","0.484184619427869"
"CDU/CSU","2004","Baden-Württemberg","Rural Area","47","0.410912295794082","0.311452236989683","0.510372354598482"
"CDU/CSU","2004","Bavaria","Urban Area","378","0.55531761847293","0.518893356757213","0.591741880188646"
"CDU/CSU","2004","Bavaria","Rural Area","408","0.634608915436277","0.597815745866845","0.671402085005709"
"CDU/CSU","2004","Berlin","Urban Area","99","0.306390359098569","0.258901808561756","0.353878909635382"
"CDU/CSU","2004","Berlin","Rural Area","","","",""
"CDU/CSU","2004","Brandenburg","Urban Area","7","","",""
"CDU/CSU","2004","Brandenburg","Rural Area","65","0.242408739805297","0.189913524267116","0.294903955343479"
"CDU/CSU","2004","Mecklenburg-Western Pomerania","Urban Area","12","","",""
"CDU/CSU","2004","Mecklenburg-Western Pomerania","Rural Area","58","0.339521229589743","0.260797875425108","0.418244583754378"
"CDU/CSU","2004","Saxony","Urban Area","105","0.385155642320435","0.324590466991458","0.445720817649413"
"CDU/CSU","2004","Saxony","Rural Area","95","0.440209204092716","0.376469129609604","0.503949278575829"
"CDU/CSU","2004","Saxony-Anhalt","Urban Area","22","","",""
"CDU/CSU","2004","Saxony-Anhalt","Rural Area","77","0.387549185840753","0.318092155410811","0.457006216270696"
"CDU/CSU","2004","Thuringia","Urban Area","33","0.317259453524989","0.219462889107809","0.415056017942169"
"CDU/CSU","2004","Thuringia","Rural Area","104","0.441281558591921","0.372465865949072","0.510097251234771"
"SPD","2004","Schleswig-Holstein","Urban Area","45","0.493249846230783","0.402269094632006","0.58423059782956"
"SPD","2004","Schleswig-Holstein","Rural Area","70","0.398575680759748","0.325406236161921","0.471745125357575"
"SPD","2004","Hamburg","Urban Area","61","0.376812479390888","0.303752970015037","0.44987198876674"
"SPD","2004","Hamburg","Rural Area","","","",""
"SPD","2004","Lower Saxony","Urban Area","191","0.387698032846772","0.345536243453958","0.429859822239585"
"SPD","2004","Lower Saxony","Rural Area","155","0.325933057717972","0.28267415093073","0.369191964505214"
"SPD","2004","Bremen","Urban Area","45","0.600786824635185","0.501253330631437","0.700320318638934"
"SPD","2004","Bremen","Rural Area","","","",""
"SPD","2004","North Rhine-Westphalia","Urban Area","791","0.405633546574915","0.384388705341082","0.426878387808747"
"SPD","2004","North Rhine-Westphalia","Rural Area","12","","",""
"SPD","2004","Hesse","Urban Area","240","0.452338945138135","0.410780411887982","0.493897478388288"
"SPD","2004","Hesse","Rural Area","35","0.404486294416081","0.308770151390752","0.500202437441411"
"SPD","2004","Rhineland-Palatinate,Saarland","Urban Area","123","0.382148486806504","0.331743661672295","0.432553311940714"
"SPD","2004","Rhineland-Palatinate,Saarland","Rural Area","43","0.310088100934163","0.223257219349284","0.396918982519041"
"SPD","2004","Baden-Württemberg","Urban Area","375","0.354920762625583","0.325219648072345","0.384621877178821"
"SPD","2004","Baden-Württemberg","Rural Area","32","0.416717146818359","0.317051737552449","0.516382556084268"
"SPD","2004","Bavaria","Urban Area","216","0.293550008997924","0.26017073925832","0.326929278737529"
"SPD","2004","Bavaria","Rural Area","147","0.235888822284914","0.203449848880792","0.268327795689037"
"SPD","2004","Berlin","Urban Area","128","0.329664457383055","0.281238747866194","0.378090166899917"
"SPD","2004","Berlin","Rural Area","","","",""
"SPD","2004","Brandenburg","Urban Area","11","","",""
"SPD","2004","Brandenburg","Rural Area","75","0.293253084401704","0.237485560305335","0.349020608498073"
"SPD","2004","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"SPD","2004","Mecklenburg-Western Pomerania","Rural Area","36","0.342730018663613","0.263827900523514","0.421632136803711"
"SPD","2004","Saxony","Urban Area","64","0.279073147265519","0.223248385701437","0.334897908829601"
"SPD","2004","Saxony","Rural Area","39","0.149596865964609","0.103799151599043","0.195394580330175"
"SPD","2004","Saxony-Anhalt","Urban Area","29","","",""
"SPD","2004","Saxony-Anhalt","Rural Area","59","0.363930942270047","0.295338097544473","0.432523786995622"
"SPD","2004","Thuringia","Urban Area","24","","",""
"SPD","2004","Thuringia","Rural Area","49","0.259006429389471","0.198291487250026","0.319721371528915"
"FDP","2004","Schleswig-Holstein","Urban Area","5","","",""
"FDP","2004","Schleswig-Holstein","Rural Area","8","","",""
"FDP","2004","Hamburg","Urban Area","5","","",""
"FDP","2004","Hamburg","Rural Area","","","",""
"FDP","2004","Lower Saxony","Urban Area","22","","",""
"FDP","2004","Lower Saxony","Rural Area","13","","",""
"FDP","2004","Bremen","Urban Area","5","","",""
"FDP","2004","Bremen","Rural Area","","","",""
"FDP","2004","North Rhine-Westphalia","Urban Area","108","0.0413305480715506","0.032718044017101","0.0499430521260003"
"FDP","2004","North Rhine-Westphalia","Rural Area","1","","",""
"FDP","2004","Hesse","Urban Area","29","","",""
"FDP","2004","Hesse","Rural Area","5","","",""
"FDP","2004","Rhineland-Palatinate,Saarland","Urban Area","19","","",""
"FDP","2004","Rhineland-Palatinate,Saarland","Rural Area","7","","",""
"FDP","2004","Baden-Württemberg","Urban Area","46","0.049512719300596","0.0360469225161577","0.0629785160850344"
"FDP","2004","Baden-Württemberg","Rural Area","2","","",""
"FDP","2004","Bavaria","Urban Area","25","","",""
"FDP","2004","Bavaria","Rural Area","21","","",""
"FDP","2004","Berlin","Urban Area","9","","",""
"FDP","2004","Berlin","Rural Area","","","",""
"FDP","2004","Brandenburg","Urban Area","","","",""
"FDP","2004","Brandenburg","Rural Area","13","","",""
"FDP","2004","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"FDP","2004","Mecklenburg-Western Pomerania","Rural Area","2","","",""
"FDP","2004","Saxony","Urban Area","16","","",""
"FDP","2004","Saxony","Rural Area","13","","",""
"FDP","2004","Saxony-Anhalt","Urban Area","3","","",""
"FDP","2004","Saxony-Anhalt","Rural Area","7","","",""
"FDP","2004","Thuringia","Urban Area","4","","",""
"FDP","2004","Thuringia","Rural Area","5","","",""
"Grüne","2004","Schleswig-Holstein","Urban Area","7","","",""
"Grüne","2004","Schleswig-Holstein","Rural Area","18","","",""
"Grüne","2004","Hamburg","Urban Area","37","0.179053844242553","0.121250375577769","0.236857312907336"
"Grüne","2004","Hamburg","Rural Area","","","",""
"Grüne","2004","Lower Saxony","Urban Area","60","0.0936912197870313","0.0684751760697779","0.118907263504285"
"Grüne","2004","Lower Saxony","Rural Area","30","0.0697706834582263","0.0462585888880772","0.0932827780283754"
"Grüne","2004","Bremen","Urban Area","18","","",""
"Grüne","2004","Bremen","Rural Area","","","",""
"Grüne","2004","North Rhine-Westphalia","Urban Area","214","0.107979808397932","0.0945516012683103","0.121408015527553"
"Grüne","2004","North Rhine-Westphalia","Rural Area","","","",""
"Grüne","2004","Hesse","Urban Area","63","0.0970357213592509","0.0723199939953461","0.121751448723156"
"Grüne","2004","Hesse","Rural Area","7","","",""
"Grüne","2004","Rhineland-Palatinate,Saarland","Urban Area","33","0.0616425616954632","0.0366944044496194","0.0865907189413069"
"Grüne","2004","Rhineland-Palatinate,Saarland","Rural Area","6","","",""
"Grüne","2004","Baden-Württemberg","Urban Area","136","0.126718504881697","0.106069569713913","0.14736744004948"
"Grüne","2004","Baden-Württemberg","Rural Area","11","","",""
"Grüne","2004","Bavaria","Urban Area","82","0.091764841438813","0.0706040267347991","0.112925656142827"
"Grüne","2004","Bavaria","Rural Area","54","0.0551562296137263","0.0377135810105626","0.0725988782168899"
"Grüne","2004","Berlin","Urban Area","68","0.192936030584898","0.152286601075546","0.233585460094251"
"Grüne","2004","Berlin","Rural Area","","","",""
"Grüne","2004","Brandenburg","Urban Area","9","","",""
"Grüne","2004","Brandenburg","Rural Area","9","","",""
"Grüne","2004","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Grüne","2004","Mecklenburg-Western Pomerania","Rural Area","5","","",""
"Grüne","2004","Saxony","Urban Area","18","","",""
"Grüne","2004","Saxony","Rural Area","18","","",""
"Grüne","2004","Saxony-Anhalt","Urban Area","4","","",""
"Grüne","2004","Saxony-Anhalt","Rural Area","10","","",""
"Grüne","2004","Thuringia","Urban Area","7","","",""
"Grüne","2004","Thuringia","Rural Area","11","","",""
"PDS/Linke","2004","Schleswig-Holstein","Urban Area","","","",""
"PDS/Linke","2004","Schleswig-Holstein","Rural Area","3","","",""
"PDS/Linke","2004","Hamburg","Urban Area","2","","",""
"PDS/Linke","2004","Hamburg","Rural Area","","","",""
"PDS/Linke","2004","Lower Saxony","Urban Area","4","","",""
"PDS/Linke","2004","Lower Saxony","Rural Area","1","","",""
"PDS/Linke","2004","Bremen","Urban Area","3","","",""
"PDS/Linke","2004","Bremen","Rural Area","","","",""
"PDS/Linke","2004","North Rhine-Westphalia","Urban Area","18","","",""
"PDS/Linke","2004","North Rhine-Westphalia","Rural Area","","","",""
"PDS/Linke","2004","Hesse","Urban Area","3","","",""
"PDS/Linke","2004","Hesse","Rural Area","1","","",""
"PDS/Linke","2004","Rhineland-Palatinate,Saarland","Urban Area","7","","",""
"PDS/Linke","2004","Rhineland-Palatinate,Saarland","Rural Area","1","","",""
"PDS/Linke","2004","Baden-Württemberg","Urban Area","3","","",""
"PDS/Linke","2004","Baden-Württemberg","Rural Area","2","","",""
"PDS/Linke","2004","Bavaria","Urban Area","2","","",""
"PDS/Linke","2004","Bavaria","Rural Area","4","","",""
"PDS/Linke","2004","Berlin","Urban Area","49","0.115844904857585","0.0828766088131809","0.148813200901988"
"PDS/Linke","2004","Berlin","Rural Area","","","",""
"PDS/Linke","2004","Brandenburg","Urban Area","11","","",""
"PDS/Linke","2004","Brandenburg","Rural Area","88","0.377921237379236","0.318526024280519","0.437316450477953"
"PDS/Linke","2004","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"PDS/Linke","2004","Mecklenburg-Western Pomerania","Rural Area","33","0.187460129315766","0.122579136427032","0.2523411222045"
"PDS/Linke","2004","Saxony","Urban Area","39","0.176660579569179","0.12919470024762","0.224126458890737"
"PDS/Linke","2004","Saxony","Rural Area","57","0.202410522155734","0.150819232882679","0.254001811428789"
"PDS/Linke","2004","Saxony-Anhalt","Urban Area","24","","",""
"PDS/Linke","2004","Saxony-Anhalt","Rural Area","34","0.184129369514128","0.128872106234042","0.239386632794215"
"PDS/Linke","2004","Thuringia","Urban Area","14","","",""
"PDS/Linke","2004","Thuringia","Rural Area","25","","",""
"NPD Combination","2004","Schleswig-Holstein","Urban Area","2","","",""
"NPD Combination","2004","Schleswig-Holstein","Rural Area","","","",""
"NPD Combination","2004","Hamburg","Urban Area","","","",""
"NPD Combination","2004","Hamburg","Rural Area","","","",""
"NPD Combination","2004","Lower Saxony","Urban Area","3","","",""
"NPD Combination","2004","Lower Saxony","Rural Area","2","","",""
"NPD Combination","2004","Bremen","Urban Area","2","","",""
"NPD Combination","2004","Bremen","Rural Area","","","",""
"NPD Combination","2004","North Rhine-Westphalia","Urban Area","2","","",""
"NPD Combination","2004","North Rhine-Westphalia","Rural Area","","","",""
"NPD Combination","2004","Hesse","Urban Area","4","","",""
"NPD Combination","2004","Hesse","Rural Area","4","","",""
"NPD Combination","2004","Rhineland-Palatinate,Saarland","Urban Area","2","","",""
"NPD Combination","2004","Rhineland-Palatinate,Saarland","Rural Area","1","","",""
"NPD Combination","2004","Baden-Württemberg","Urban Area","6","","",""
"NPD Combination","2004","Baden-Württemberg","Rural Area","","","",""
"NPD Combination","2004","Bavaria","Urban Area","7","","",""
"NPD Combination","2004","Bavaria","Rural Area","4","","",""
"NPD Combination","2004","Berlin","Urban Area","5","","",""
"NPD Combination","2004","Berlin","Rural Area","","","",""
"NPD Combination","2004","Brandenburg","Urban Area","","","",""
"NPD Combination","2004","Brandenburg","Rural Area","4","","",""
"NPD Combination","2004","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"NPD Combination","2004","Mecklenburg-Western Pomerania","Rural Area","3","","",""
"NPD Combination","2004","Saxony","Urban Area","3","","",""
"NPD Combination","2004","Saxony","Rural Area","4","","",""
"NPD Combination","2004","Saxony-Anhalt","Urban Area","2","","",""
"NPD Combination","2004","Saxony-Anhalt","Rural Area","1","","",""
"NPD Combination","2004","Thuringia","Urban Area","4","","",""
"NPD Combination","2004","Thuringia","Rural Area","3","","",""
"AfD","2004","Schleswig-Holstein","Urban Area","","","",""
"AfD","2004","Schleswig-Holstein","Rural Area","","","",""
"AfD","2004","Hamburg","Urban Area","","","",""
"AfD","2004","Hamburg","Rural Area","","","",""
"AfD","2004","Lower Saxony","Urban Area","","","",""
"AfD","2004","Lower Saxony","Rural Area","","","",""
"AfD","2004","Bremen","Urban Area","","","",""
"AfD","2004","Bremen","Rural Area","","","",""
"AfD","2004","North Rhine-Westphalia","Urban Area","","","",""
"AfD","2004","North Rhine-Westphalia","Rural Area","","","",""
"AfD","2004","Hesse","Urban Area","","","",""
"AfD","2004","Hesse","Rural Area","","","",""
"AfD","2004","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"AfD","2004","Rhineland-Palatinate,Saarland","Rural Area","","","",""
